Ytrue Nb T d Ypred RSE
13000000000.000006 4500000000000003.000000 293.000000 0.000200 41472782702.183456 1.503673
16930000000.000002 4500000000000003.000000 293.000000 0.000200 65221932032.606567 2.112023
22060000000.000023 4500000000000003.000000 293.000000 0.000200 581868239180.238159 24.414532
28740000000.000046 4500000000000003.000000 293.000000 0.000200 423336662185.468689 12.797766
37429999999.999954 4500000000000003.000000 293.000000 0.000200 362148378504.202881 7.778706
48759999999.999947 4500000000000003.000000 293.000000 0.000200 336247032328.808167 5.040973
63519999999.999924 4500000000000003.000000 293.000000 0.000200 333670283370.469971 3.443363
82739999999.999969 4500000000000003.000000 293.000000 0.000200 376957759986.011963 2.775425
107800000000.000137 4500000000000003.000000 293.000000 0.000200 422955206867.532593 2.178391
140400000000.000244 4500000000000003.000000 293.000000 0.000200 435765468147.778809 1.425934
182900000000.000366 4500000000000003.000000 293.000000 0.000200 533367889537.731201 1.259087
238199999999.999695 4500000000000003.000000 293.000000 0.000200 838872038221.256104 1.805666
310299999999.999756 4500000000000003.000000 293.000000 0.000200 1214640309872.580566 2.169873
404199999999.999390 4500000000000003.000000 293.000000 0.000200 1466533821649.828369 1.903854
526600000000.000732 4500000000000003.000000 293.000000 0.000200 3082383529051.895508 4.024210
685899999999.999512 4500000000000003.000000 293.000000 0.000200 11930140382187.533203 15.450904
893500000000.001465 4500000000000003.000000 293.000000 0.000200 26277304388416.515625 27.443409
1164000000000.001709 4500000000000003.000000 293.000000 0.000200 30902207231711.546875 24.585955
1515999999999.999756 4500000000000003.000000 293.000000 0.000200 38705494049671.718750 23.570496
1975000000000.001221 4500000000000003.000000 293.000000 0.000200 33395604805083.082031 14.968307
2573000000000.001465 4500000000000003.000000 293.000000 0.000200 31757575494296.601562 10.423646
3350999999999.996094 4500000000000003.000000 293.000000 0.000200 30981400194468.195312 7.353581
4366000000000.005371 4500000000000003.000000 293.000000 0.000200 23006538685474.843750 3.459250
5686999999999.992188 4500000000000003.000000 293.000000 0.000200 23026263339845.636719 2.295909
7407999999999.992188 4500000000000003.000000 293.000000 0.000200 14161872741245.955078 0.434795
9649999999999.982422 4500000000000003.000000 293.000000 0.000200 11961485013767.550781 0.046288
12570000000000.000000 4500000000000003.000000 293.000000 0.000200 16271947787066.111328 0.067002
16370000000000.015625 4500000000000003.000000 293.000000 0.000200 18476779960164.394531 0.014675
21329999999999.957031 4500000000000003.000000 293.000000 0.000200 16327984034658.886719 0.071840
27779999999999.968750 4500000000000003.000000 293.000000 0.000200 17039917159195.386719 0.243678
36189999999999.929688 4500000000000003.000000 293.000000 0.000200 27262065359197.511719 0.080789
47150000000000.007812 4500000000000003.000000 293.000000 0.000200 40531091557010.242188 0.022925
61410000000000.117188 4500000000000003.000000 293.000000 0.000200 43988203425156.210938 0.112360
80000000000000.031250 4500000000000003.000000 293.000000 0.000200 35906923035085.531250 0.676819
13000000000.000006 4500000000000003.000000 298.000000 0.000200 62505831817.419121 3.016122
16930000000.000002 4500000000000003.000000 298.000000 0.000200 1379152779737.981934 79.474342
22060000000.000023 4500000000000003.000000 298.000000 0.000200 585341905515.151978 24.571772
28740000000.000046 4500000000000003.000000 298.000000 0.000200 545333942268.465271 17.027439
37429999999.999954 4500000000000003.000000 298.000000 0.000200 524810851505.444580 12.092450
48759999999.999947 4500000000000003.000000 298.000000 0.000200 538875029985.794128 9.142065
63519999999.999924 4500000000000003.000000 298.000000 0.000200 839575315913.492920 11.293153
82739999999.999969 4500000000000003.000000 298.000000 0.000200 829625788287.596069 8.126633
107800000000.000137 4500000000000003.000000 298.000000 0.000200 912032425291.755615 6.578610
140400000000.000244 4500000000000003.000000 298.000000 0.000200 1124896597817.640137 6.136896
182900000000.000366 4500000000000003.000000 298.000000 0.000200 2217793993047.174805 10.208188
238199999999.999695 4500000000000003.000000 298.000000 0.000200 10733312328295.638672 43.082278
310299999999.999756 4500000000000003.000000 298.000000 0.000200 21251935202087.148438 66.502952
404199999999.999390 4500000000000003.000000 298.000000 0.000200 52482478423498.742188 127.850548
526600000000.000732 4500000000000003.000000 298.000000 0.000200 50119961009468.015625 93.187037
685899999999.999512 4500000000000003.000000 298.000000 0.000200 52705955560908.593750 74.855054
893500000000.001465 4500000000000003.000000 298.000000 0.000200 39305982313067.289062 42.013759
1164000000000.001709 4500000000000003.000000 298.000000 0.000200 26823788750275.687500 21.087886
1515999999999.999756 4500000000000003.000000 298.000000 0.000200 14393206249660.189453 7.599527
1975000000000.001221 4500000000000003.000000 298.000000 0.000200 15606646261924.417969 6.028648
2573000000000.001465 4500000000000003.000000 298.000000 0.000200 18540364896953.750000 5.344517
3350999999999.996094 4500000000000003.000000 298.000000 0.000200 17481137382676.009766 3.408385
4366000000000.005371 4500000000000003.000000 298.000000 0.000200 18164834648376.609375 2.400876
5686999999999.992188 4500000000000003.000000 298.000000 0.000200 20644390098602.140625 1.905576
7407999999999.992188 4500000000000003.000000 298.000000 0.000200 21233675061589.980469 1.215197
9649999999999.982422 4500000000000003.000000 298.000000 0.000200 22463153514804.605469 0.757380
12570000000000.000000 4500000000000003.000000 298.000000 0.000200 21233509974108.546875 0.281210
16370000000000.015625 4500000000000003.000000 298.000000 0.000200 28814452375764.089844 0.328316
21329999999999.957031 4500000000000003.000000 298.000000 0.000200 20964222358476.886719 0.000299
27779999999999.968750 4500000000000003.000000 298.000000 0.000200 24906968928085.296875 0.011930
36189999999999.929688 4500000000000003.000000 298.000000 0.000200 23704329262837.949219 0.181722
47150000000000.007812 4500000000000003.000000 298.000000 0.000200 31621464442076.519531 0.161733
61410000000000.117188 4500000000000003.000000 298.000000 0.000200 47134556703398.320312 0.070405
80000000000000.031250 4500000000000003.000000 298.000000 0.000200 39206125235117.835938 0.530574
13000000000.000006 4500000000000003.000000 303.000000 0.000200 21505125734.672279 0.258747
16930000000.000002 4500000000000003.000000 303.000000 0.000200 67429994310.523483 2.233946
22060000000.000023 4500000000000003.000000 303.000000 0.000200 78823430415.091995 1.853004
28740000000.000046 4500000000000003.000000 303.000000 0.000200 80594976483.654892 1.160877
37429999999.999954 4500000000000003.000000 303.000000 0.000200 103031924900.898117 1.115942
48759999999.999947 4500000000000003.000000 303.000000 0.000200 185885686689.230621 2.074569
63519999999.999924 4500000000000003.000000 303.000000 0.000200 223490777059.827850 1.802649
82739999999.999969 4500000000000003.000000 303.000000 0.000200 261909346380.492432 1.481361
107800000000.000137 4500000000000003.000000 303.000000 0.000200 398431599127.823669 1.966587
140400000000.000244 4500000000000003.000000 303.000000 0.000200 634173860007.229370 2.738298
182900000000.000366 4500000000000003.000000 303.000000 0.000200 2283024868255.340332 10.562480
238199999999.999695 4500000000000003.000000 303.000000 0.000200 4823020284896.783203 18.297164
310299999999.999756 4500000000000003.000000 303.000000 0.000200 7025138017718.535156 20.683996
404199999999.999390 4500000000000003.000000 303.000000 0.000200 6434498109552.935547 13.981912
526600000000.000732 4500000000000003.000000 303.000000 0.000200 6760886472007.116211 10.916641
685899999999.999512 4500000000000003.000000 303.000000 0.000200 8836850786254.392578 10.961203
893500000000.001465 4500000000000003.000000 303.000000 0.000200 16162151995774.003906 16.143870
1164000000000.001709 4500000000000003.000000 303.000000 0.000200 21951123192862.656250 16.911380
1515999999999.999756 4500000000000003.000000 303.000000 0.000200 26481630341348.171875 15.525341
1975000000000.001221 4500000000000003.000000 303.000000 0.000200 26190323266466.386719 11.336333
2573000000000.001465 4500000000000003.000000 303.000000 0.000200 23784287058006.128906 7.351977
3350999999999.996094 4500000000000003.000000 303.000000 0.000200 28864423830011.011719 6.729769
4366000000000.005371 4500000000000003.000000 303.000000 0.000200 21654660576612.132812 3.161459
5686999999999.992188 4500000000000003.000000 303.000000 0.000200 23764731305055.718750 2.418086
7407999999999.992188 4500000000000003.000000 303.000000 0.000200 21326117259996.257812 1.226163
9649999999999.982422 4500000000000003.000000 303.000000 0.000200 23362349564124.628906 0.834027
12570000000000.000000 4500000000000003.000000 303.000000 0.000200 24526212604128.902344 0.463683
16370000000000.015625 4500000000000003.000000 303.000000 0.000200 26370548863751.003906 0.231675
21329999999999.957031 4500000000000003.000000 303.000000 0.000200 28401779074032.679688 0.082551
27779999999999.968750 4500000000000003.000000 303.000000 0.000200 32551484121268.277344 0.025177
36189999999999.929688 4500000000000003.000000 303.000000 0.000200 41051189126262.976562 0.015906
47150000000000.007812 4500000000000003.000000 303.000000 0.000200 37920781944733.867188 0.047640
61410000000000.117188 4500000000000003.000000 303.000000 0.000200 45361346912202.023438 0.092460
80000000000000.031250 4500000000000003.000000 303.000000 0.000200 47946383507423.781250 0.267860
13000000000.000006 4500000000000003.000000 308.000000 0.000200 20002395360.232208 0.188568
16930000000.000002 4500000000000003.000000 308.000000 0.000200 27190185525.265320 0.228687
22060000000.000023 4500000000000003.000000 308.000000 0.000200 32495832397.935661 0.151922
28740000000.000046 4500000000000003.000000 308.000000 0.000200 39572872762.990379 0.103182
37429999999.999954 4500000000000003.000000 308.000000 0.000200 62989171568.552101 0.277082
48759999999.999947 4500000000000003.000000 308.000000 0.000200 98232000313.824799 0.510978
63519999999.999924 4500000000000003.000000 308.000000 0.000200 125361415072.345261 0.480269
82739999999.999969 4500000000000003.000000 308.000000 0.000200 171415753986.800262 0.554426
107800000000.000137 4500000000000003.000000 308.000000 0.000200 292351873116.309143 1.080718
140400000000.000244 4500000000000003.000000 308.000000 0.000200 427656024286.658630 1.374284
182900000000.000366 4500000000000003.000000 308.000000 0.000200 580852322743.984619 1.490674
238199999999.999695 4500000000000003.000000 308.000000 0.000200 619735973151.454834 0.986104
310299999999.999756 4500000000000003.000000 308.000000 0.000200 1054322820841.329956 1.692065
404199999999.999390 4500000000000003.000000 308.000000 0.000200 1631537900512.513184 2.284204
526600000000.000732 4500000000000003.000000 308.000000 0.000200 5570809014473.573242 8.673353
685899999999.999512 4500000000000003.000000 308.000000 0.000200 8988569395911.914062 11.181089
893500000000.001465 4500000000000003.000000 308.000000 0.000200 13103713894735.828125 12.733787
1164000000000.001709 4500000000000003.000000 308.000000 0.000200 11171945457693.304688 7.702081
1515999999999.999756 4500000000000003.000000 308.000000 0.000200 13025579772601.595703 6.708457
1975000000000.001221 4500000000000003.000000 308.000000 0.000200 15381771315923.830078 5.916637
2573000000000.001465 4500000000000003.000000 308.000000 0.000200 29639915645486.277344 9.606403
3350999999999.996094 4500000000000003.000000 308.000000 0.000200 26938923033088.726562 6.163462
4366000000000.005371 4500000000000003.000000 308.000000 0.000200 30876965247183.625000 5.213540
5686999999999.992188 4500000000000003.000000 308.000000 0.000200 27332588371705.242188 3.014219
7407999999999.992188 4500000000000003.000000 308.000000 0.000200 31894686816175.476562 2.537703
9649999999999.982422 4500000000000003.000000 308.000000 0.000200 31757336975156.402344 1.594783
12570000000000.000000 4500000000000003.000000 308.000000 0.000200 44553173329765.570312 1.826540
16370000000000.015625 4500000000000003.000000 308.000000 0.000200 40288821544778.156250 0.867454
21329999999999.957031 4500000000000003.000000 308.000000 0.000200 42657803342138.843750 0.499923
27779999999999.968750 4500000000000003.000000 308.000000 0.000200 40151191393456.351562 0.137212
36189999999999.929688 4500000000000003.000000 308.000000 0.000200 43280431306792.015625 0.032097
47150000000000.007812 4500000000000003.000000 308.000000 0.000200 48934886376252.070312 0.001381
61410000000000.117188 4500000000000003.000000 308.000000 0.000200 38540927162152.562500 0.220971
80000000000000.031250 4500000000000003.000000 308.000000 0.000200 48978105318187.242188 0.245609
13000000000.000006 4500000000000003.000000 313.000000 0.000200 22557792283.719696 0.311512
16930000000.000002 4500000000000003.000000 313.000000 0.000200 25417537283.634144 0.167407
22060000000.000023 4500000000000003.000000 313.000000 0.000200 35723373411.859947 0.236896
28740000000.000046 4500000000000003.000000 313.000000 0.000200 46614145739.257530 0.238477
37429999999.999954 4500000000000003.000000 313.000000 0.000200 66353441123.695724 0.336835
48759999999.999947 4500000000000003.000000 313.000000 0.000200 96241458647.778748 0.480421
63519999999.999924 4500000000000003.000000 313.000000 0.000200 129708738755.059723 0.531727
82739999999.999969 4500000000000003.000000 313.000000 0.000200 154870183958.063141 0.406023
107800000000.000137 4500000000000003.000000 313.000000 0.000200 196311468532.898865 0.370199
140400000000.000244 4500000000000003.000000 313.000000 0.000200 284235914472.830933 0.518428
182900000000.000366 4500000000000003.000000 313.000000 0.000200 312199334273.493103 0.292784
238199999999.999695 4500000000000003.000000 313.000000 0.000200 422945938836.324951 0.338784
310299999999.999756 4500000000000003.000000 313.000000 0.000200 514600752696.175903 0.261389
404199999999.999390 4500000000000003.000000 313.000000 0.000200 915168114705.322754 0.705814
526600000000.000732 4500000000000003.000000 313.000000 0.000200 1865277926758.569336 1.824432
685899999999.999512 4500000000000003.000000 313.000000 0.000200 4094713126150.568848 4.137348
893500000000.001465 4500000000000003.000000 313.000000 0.000200 4897719615915.618164 3.663931
1164000000000.001709 4500000000000003.000000 313.000000 0.000200 7134071359019.627930 4.292088
1515999999999.999756 4500000000000003.000000 313.000000 0.000200 9372312377768.484375 4.344017
1975000000000.001221 4500000000000003.000000 313.000000 0.000200 23441488561575.566406 9.953360
2573000000000.001465 4500000000000003.000000 313.000000 0.000200 22578208181524.589844 6.889011
3350999999999.996094 4500000000000003.000000 313.000000 0.000200 24990562817363.730469 5.591734
4366000000000.005371 4500000000000003.000000 313.000000 0.000200 25769454173285.992188 4.071728
5686999999999.992188 4500000000000003.000000 313.000000 0.000200 34938179551495.035156 4.306290
7407999999999.992188 4500000000000003.000000 313.000000 0.000200 33366145271804.886719 2.726091
9649999999999.982422 4500000000000003.000000 313.000000 0.000200 37824652270239.460938 2.174778
12570000000000.000000 4500000000000003.000000 313.000000 0.000200 39675664280327.937500 1.473196
16370000000000.015625 4500000000000003.000000 313.000000 0.000200 40806842341741.242188 0.893940
21329999999999.957031 4500000000000003.000000 313.000000 0.000200 41473558717765.171875 0.458680
27779999999999.968750 4500000000000003.000000 313.000000 0.000200 39338377871983.328125 0.122249
