Ytrue Nb T d Ypred RSE
10000000000.000000 1778000000000002.250000 287.000000 0.000380 10624184054.878649 0.003667
14679999999.999989 1778000000000002.250000 287.000000 0.000380 16711134011.924988 0.016817
21540000000.000042 1778000000000002.250000 287.000000 0.000380 24438872495.069729 0.015964
31620000000.000057 1778000000000002.250000 287.000000 0.000380 33622802098.659485 0.003773
46420000000.000084 1778000000000002.250000 287.000000 0.000380 53706799049.881927 0.021298
68129999999.999977 1778000000000002.250000 287.000000 0.000380 85624617002.848572 0.052465
100000000000.000000 1778000000000002.250000 287.000000 0.000380 122192978048.482590 0.040307
146799999999.999878 1778000000000002.250000 287.000000 0.000380 153059053725.015015 0.001744
215400000000.000427 1778000000000002.250000 287.000000 0.000380 223638471602.144226 0.001409
316200000000.000610 1778000000000002.250000 287.000000 0.000380 345530254980.974365 0.007874
464200000000.000854 1778000000000002.250000 287.000000 0.000380 594433661003.845215 0.061466
681299999999.999756 1778000000000002.250000 287.000000 0.000380 874714401416.926636 0.062773
1000000000000.000000 1778000000000002.250000 287.000000 0.000380 997451798111.564697 0.000007
1467999999999.998779 1778000000000002.250000 287.000000 0.000380 1500868299630.973633 0.000490
2154000000000.004395 1778000000000002.250000 287.000000 0.000380 1877976640716.663330 0.018835
3162000000000.005859 1778000000000002.250000 287.000000 0.000380 2632132636488.477051 0.033734
4642000000000.007812 1778000000000002.250000 287.000000 0.000380 3402736795014.082520 0.097229
6812999999999.998047 1778000000000002.250000 287.000000 0.000380 4848308407564.545898 0.116858
10000000000000.000000 1778000000000002.250000 287.000000 0.000380 6894828686199.009766 0.139845
14679999999999.988281 1778000000000002.250000 287.000000 0.000380 10294327687731.371094 0.127277
21540000000000.042969 1778000000000002.250000 287.000000 0.000380 14894222611284.046875 0.137666
31620000000000.058594 1778000000000002.250000 287.000000 0.000380 22211761025779.203125 0.126029
46420000000000.085938 1778000000000002.250000 287.000000 0.000380 33853733754111.636719 0.100485
68129999999999.976562 1778000000000002.250000 287.000000 0.000380 40358885776570.726562 0.280485
100000000000000.000000 1778000000000002.250000 287.000000 0.000380 53201409896911.992188 0.411664
10000000000.000000 1778000000000002.250000 292.000000 0.000380 11124956330.527750 0.011376
14679999999.999989 1778000000000002.250000 292.000000 0.000380 15986388360.110027 0.007272
21540000000.000042 1778000000000002.250000 292.000000 0.000380 23882385574.669106 0.010666
31620000000.000057 1778000000000002.250000 292.000000 0.000380 32689627715.398525 0.001107
46420000000.000084 1778000000000002.250000 292.000000 0.000380 50207887933.673851 0.006156
68129999999.999977 1778000000000002.250000 292.000000 0.000380 80250760042.662064 0.026870
100000000000.000000 1778000000000002.250000 292.000000 0.000380 123345165876.278015 0.044185
146799999999.999878 1778000000000002.250000 292.000000 0.000380 158771415025.714386 0.006149
215400000000.000427 1778000000000002.250000 292.000000 0.000380 220983662301.585510 0.000655
316200000000.000610 1778000000000002.250000 292.000000 0.000380 323568166958.738770 0.000531
464200000000.000854 1778000000000002.250000 292.000000 0.000380 492332306948.272705 0.003463
681299999999.999756 1778000000000002.250000 292.000000 0.000380 697169940213.005371 0.000530
1000000000000.000000 1778000000000002.250000 292.000000 0.000380 1005990535906.362915 0.000036
1467999999999.998779 1778000000000002.250000 292.000000 0.000380 1446852652609.831787 0.000211
2154000000000.004395 1778000000000002.250000 292.000000 0.000380 2053637051225.254639 0.002277
3162000000000.005859 1778000000000002.250000 292.000000 0.000380 2654687407087.092285 0.030660
4642000000000.007812 1778000000000002.250000 292.000000 0.000380 4266008110934.260742 0.007139
6812999999999.998047 1778000000000002.250000 292.000000 0.000380 6462184618534.086914 0.002795
10000000000000.000000 1778000000000002.250000 292.000000 0.000380 9830892802030.207031 0.000291
14679999999999.988281 1778000000000002.250000 292.000000 0.000380 14493295409896.132812 0.000164
21540000000000.042969 1778000000000002.250000 292.000000 0.000380 21558881423592.906250 0.000001
31620000000000.058594 1778000000000002.250000 292.000000 0.000380 30171296410746.527344 0.002200
46420000000000.085938 1778000000000002.250000 292.000000 0.000380 39339219410157.695312 0.027456
68129999999999.976562 1778000000000002.250000 292.000000 0.000380 51901475410532.781250 0.074480
100000000000000.000000 1778000000000002.250000 292.000000 0.000380 77426900919754.328125 0.065810
10000000000.000000 1778000000000002.250000 297.000000 0.000380 10936776695.654289 0.008024
14679999999.999989 1778000000000002.250000 297.000000 0.000380 15582785664.724352 0.003563
21540000000.000042 1778000000000002.250000 297.000000 0.000380 22363930911.886074 0.001409
31620000000.000057 1778000000000002.250000 297.000000 0.000380 32661868216.954468 0.001051
46420000000.000084 1778000000000002.250000 297.000000 0.000380 49443057497.523964 0.003982
68129999999.999977 1778000000000002.250000 297.000000 0.000380 76900757849.659515 0.014683
100000000000.000000 1778000000000002.250000 297.000000 0.000380 121362668245.387039 0.037603
146799999999.999878 1778000000000002.250000 297.000000 0.000380 165257851114.505127 0.014043
215400000000.000427 1778000000000002.250000 297.000000 0.000380 228070073135.708191 0.003268
316200000000.000610 1778000000000002.250000 297.000000 0.000380 326619309005.766052 0.001051
464200000000.000854 1778000000000002.250000 297.000000 0.000380 478669910833.248047 0.000942
681299999999.999756 1778000000000002.250000 297.000000 0.000380 720745857435.815796 0.003169
1000000000000.000000 1778000000000002.250000 297.000000 0.000380 1001708013105.294067 0.000003
1467999999999.998779 1778000000000002.250000 297.000000 0.000380 1441931365640.975342 0.000321
