Ytrue Nb T d Ypred RSE
22000000000000.019531 1000000000000000.000000 295.000000 0.000280 21485181053987.550781 0.000561
35180000000000.031250 1000000000000000.000000 295.000000 0.000280 32857626807647.023438 0.004666
56270000000000.039062 1000000000000000.000000 295.000000 0.000280 64677068287941.609375 0.019421
90000000000000.062500 1000000000000000.000000 295.000000 0.000280 98813201874584.062500 0.008734
12000000000.000008 1000000000000000.000000 300.000000 0.000280 11830102388.250038 0.000203
19190000000.000019 1000000000000000.000000 300.000000 0.000280 19265121117.224140 0.000015
30700000000.000034 1000000000000000.000000 300.000000 0.000280 31674020080.935001 0.000976
49090000000.000069 1000000000000000.000000 300.000000 0.000280 54910149601.153511 0.012567
78519999999.999939 1000000000000000.000000 300.000000 0.000280 90736013464.926743 0.020946
125599999999.999878 1000000000000000.000000 300.000000 0.000280 136525599124.082535 0.006961
200900000000.000061 1000000000000000.000000 300.000000 0.000280 214487953213.867035 0.004285
321199999999.999634 1000000000000000.000000 300.000000 0.000280 317280793872.841125 0.000151
513799999999.999634 1000000000000000.000000 300.000000 0.000280 657897959832.558594 0.061428
821700000000.000977 1000000000000000.000000 300.000000 0.000280 1000000000000.000000 0.038689
1313999999999.998535 1000000000000000.000000 300.000000 0.000280 1469251352707.458252 0.012485
2102000000000.002197 1000000000000000.000000 300.000000 0.000280 2166900957849.531006 0.000925
3362000000000.000000 1000000000000000.000000 300.000000 0.000280 4291562095595.830078 0.059889
5377000000000.003906 1000000000000000.000000 300.000000 0.000280 5883658826470.452148 0.008114
8600000000000.012695 1000000000000000.000000 300.000000 0.000280 9356465383276.009766 0.007112
13750000000000.003906 1000000000000000.000000 300.000000 0.000280 14843599152610.412109 0.005860
22000000000000.019531 1000000000000000.000000 300.000000 0.000280 21540000000000.394531 0.000447
35180000000000.031250 1000000000000000.000000 300.000000 0.000280 40843522334629.593750 0.022323
56270000000000.039062 1000000000000000.000000 300.000000 0.000280 64621964398222.734375 0.019183
90000000000000.062500 1000000000000000.000000 300.000000 0.000280 97142167472482.890625 0.005835
12000000000.000008 1000000000000000.000000 305.000000 0.000280 11699638194.561449 0.000643
19190000000.000019 1000000000000000.000000 305.000000 0.000280 19363822541.715763 0.000081
30700000000.000034 1000000000000000.000000 305.000000 0.000280 29308213732.292091 0.002153
49090000000.000069 1000000000000000.000000 305.000000 0.000280 56284803122.763435 0.018735
78519999999.999939 1000000000000000.000000 305.000000 0.000280 91513024131.238861 0.023494
125599999999.999878 1000000000000000.000000 305.000000 0.000280 134445263769.059158 0.004633
200900000000.000061 1000000000000000.000000 305.000000 0.000280 209432187797.347076 0.001730
321199999999.999634 1000000000000000.000000 305.000000 0.000280 317551613762.911011 0.000131
513799999999.999634 1000000000000000.000000 305.000000 0.000280 643482102148.590210 0.050866
821700000000.000977 1000000000000000.000000 305.000000 0.000280 1004275007529.337646 0.040394
1313999999999.998535 1000000000000000.000000 305.000000 0.000280 1474267439415.721436 0.013259
2102000000000.002197 1000000000000000.000000 305.000000 0.000280 2163207105598.391357 0.000824
3362000000000.000000 1000000000000000.000000 305.000000 0.000280 4147563494604.536133 0.044256
5377000000000.003906 1000000000000000.000000 305.000000 0.000280 5759566663424.614258 0.004726
8600000000000.012695 1000000000000000.000000 305.000000 0.000280 9356469447405.833984 0.007112
13750000000000.003906 1000000000000000.000000 305.000000 0.000280 14730102946698.824219 0.004743
22000000000000.019531 1000000000000000.000000 305.000000 0.000280 21375515359123.437500 0.000829
35180000000000.031250 1000000000000000.000000 305.000000 0.000280 37057817947791.429688 0.002705
56270000000000.039062 1000000000000000.000000 305.000000 0.000280 64566898087207.242188 0.018947
90000000000000.062500 1000000000000000.000000 305.000000 0.000280 99999999999998.765625 0.011111
12000000000.000008 1000000000000000.000000 310.000000 0.000280 11840211616.113327 0.000180
19190000000.000019 1000000000000000.000000 310.000000 0.000280 19899177827.554031 0.001317
30700000000.000034 1000000000000000.000000 310.000000 0.000280 29761767730.221928 0.000963
49090000000.000069 1000000000000000.000000 310.000000 0.000280 56718444643.051910 0.020900
78519999999.999939 1000000000000000.000000 310.000000 0.000280 86063027568.440475 0.008420
125599999999.999878 1000000000000000.000000 310.000000 0.000280 130939856563.989960 0.001734
200900000000.000061 1000000000000000.000000 310.000000 0.000280 208716042150.765564 0.001457
321199999999.999634 1000000000000000.000000 310.000000 0.000280 317551613762.911011 0.000131
513799999999.999634 1000000000000000.000000 310.000000 0.000280 645124658724.945068 0.052030
821700000000.000977 1000000000000000.000000 310.000000 0.000280 1001707682788.815552 0.039367
1313999999999.998535 1000000000000000.000000 310.000000 0.000280 1479300651257.697754 0.014057
2102000000000.002197 1000000000000000.000000 310.000000 0.000280 2172453566254.095947 0.001087
3362000000000.000000 1000000000000000.000000 310.000000 0.000280 3974351347643.092773 0.028063
5377000000000.003906 1000000000000000.000000 310.000000 0.000280 5769403521661.996094 0.004964
8600000000000.012695 1000000000000000.000000 310.000000 0.000280 9308709729601.912109 0.006274
13750000000000.003906 1000000000000000.000000 310.000000 0.000280 14066982212297.769531 0.000519
22000000000000.019531 1000000000000000.000000 310.000000 0.000280 22497810691757.871094 0.000501
35180000000000.031250 1000000000000000.000000 310.000000 0.000280 39879426954671.976562 0.015741
56270000000000.039062 1000000000000000.000000 310.000000 0.000280 68188136001252.210938 0.037020
90000000000000.062500 1000000000000000.000000 310.000000 0.000280 99829588680278.671875 0.010754
12000000000.000008 1000000000000000.000000 315.000000 0.000280 12167871709.331810 0.000193
19190000000.000019 1000000000000000.000000 315.000000 0.000280 20571789706.134678 0.004837
30700000000.000034 1000000000000000.000000 315.000000 0.000280 31378265081.317360 0.000478
49090000000.000069 1000000000000000.000000 315.000000 0.000280 56332998236.417000 0.018971
78519999999.999939 1000000000000000.000000 315.000000 0.000280 86504577664.059357 0.009386
125599999999.999878 1000000000000000.000000 315.000000 0.000280 133876252125.387360 0.004074
200900000000.000061 1000000000000000.000000 315.000000 0.000280 211220895022.180145 0.002510
321199999999.999634 1000000000000000.000000 315.000000 0.000280 317551792526.967346 0.000130
513799999999.999634 1000000000000000.000000 315.000000 0.000280 639096304314.957275 0.047810
821700000000.000977 1000000000000000.000000 315.000000 0.000280 1016336937585.091675 0.045363
1313999999999.998535 1000000000000000.000000 315.000000 0.000280 1481822132292.768066 0.014465
2102000000000.002197 1000000000000000.000000 315.000000 0.000280 2259397270162.189453 0.005216
3362000000000.000000 1000000000000000.000000 315.000000 0.000280 4287897857944.455566 0.059468
5377000000000.003906 1000000000000000.000000 315.000000 0.000280 5705771188401.946289 0.003523
8600000000000.012695 1000000000000000.000000 315.000000 0.000280 9213942419764.951172 0.004757
13750000000000.003906 1000000000000000.000000 315.000000 0.000280 13852619205556.736328 0.000055
22000000000000.019531 1000000000000000.000000 315.000000 0.000280 24025175512976.882812 0.007760
35180000000000.031250 1000000000000000.000000 315.000000 0.000280 40084101458381.257812 0.017055
56270000000000.039062 1000000000000000.000000 315.000000 0.000280 67035177351691.593750 0.030723
90000000000000.062500 1000000000000000.000000 315.000000 0.000280 99999999999998.765625 0.011111
12000000000.000008 1000000000000000.000000 320.000000 0.000280 12356137911.112398 0.000855
19190000000.000019 1000000000000000.000000 320.000000 0.000280 20484046064.592110 0.004260
30700000000.000034 1000000000000000.000000 320.000000 0.000280 31891002494.098045 0.001449
49090000000.000069 1000000000000000.000000 320.000000 0.000280 52038514000.508385 0.003403
78519999999.999939 1000000000000000.000000 320.000000 0.000280 87096781436.041351 0.010756
125599999999.999878 1000000000000000.000000 320.000000 0.000280 138053700375.987579 0.008945
200900000000.000061 1000000000000000.000000 320.000000 0.000280 214302042593.998108 0.004172
321199999999.999634 1000000000000000.000000 320.000000 0.000280 323844855539.478943 0.000067
513799999999.999634 1000000000000000.000000 320.000000 0.000280 636377421457.902710 0.045953
821700000000.000977 1000000000000000.000000 320.000000 0.000280 950930574178.211914 0.021373
1313999999999.998535 1000000000000000.000000 320.000000 0.000280 1507279010096.396484 0.018862
2102000000000.002197 1000000000000000.000000 320.000000 0.000280 2345819918899.795898 0.012056
3362000000000.000000 1000000000000000.000000 320.000000 0.000280 3336632632679.300781 0.000057
5377000000000.003906 1000000000000000.000000 320.000000 0.000280 4774408002075.962891 0.014144
8600000000000.012695 1000000000000000.000000 320.000000 0.000280 8540514354770.653320 0.000048
13750000000000.003906 1000000000000000.000000 320.000000 0.000280 14443967781036.884766 0.002425
22000000000000.019531 1000000000000000.000000 320.000000 0.000280 21613625414445.792969 0.000314
35180000000000.031250 1000000000000000.000000 320.000000 0.000280 39810966072832.757812 0.015312
56270000000000.039062 1000000000000000.000000 320.000000 0.000280 66070578105700.890625 0.025836
90000000000000.062500 1000000000000000.000000 320.000000 0.000280 94205196654603.484375 0.002086
12000000000.000008 1000000000000000.000000 325.000000 0.000280 11669659181.017103 0.000779
19190000000.000019 1000000000000000.000000 325.000000 0.000280 20258529450.638687 0.002937
30700000000.000034 1000000000000000.000000 325.000000 0.000280 32384530201.464905 0.002854
49090000000.000069 1000000000000000.000000 325.000000 0.000280 50854171554.640686 0.001247
78519999999.999939 1000000000000000.000000 325.000000 0.000280 83461108711.176941 0.003725
125599999999.999878 1000000000000000.000000 325.000000 0.000280 143455883336.297638 0.017695
200900000000.000061 1000000000000000.000000 325.000000 0.000280 215033895130.603241 0.004624
321199999999.999634 1000000000000000.000000 325.000000 0.000280 371213326427.867493 0.020978
513799999999.999634 1000000000000000.000000 325.000000 0.000280 644019338109.304688 0.051246
821700000000.000977 1000000000000000.000000 325.000000 0.000280 976405737640.469971 0.029831
1313999999999.998535 1000000000000000.000000 325.000000 0.000280 1499564343532.461426 0.017475
2102000000000.002197 1000000000000000.000000 325.000000 0.000280 2126827590952.697266 0.000138
3362000000000.000000 1000000000000000.000000 325.000000 0.000280 3411501609971.823730 0.000214
5377000000000.003906 1000000000000000.000000 325.000000 0.000280 5124485379169.743164 0.002314
8600000000000.012695 1000000000000000.000000 325.000000 0.000280 7676973727367.547852 0.012904
13750000000000.003906 1000000000000000.000000 325.000000 0.000280 14654973953209.851562 0.004064
22000000000000.019531 1000000000000000.000000 325.000000 0.000280 21966797188234.386719 0.000002
35180000000000.031250 1000000000000000.000000 325.000000 0.000280 38507815961904.007812 0.008175
56270000000000.039062 1000000000000000.000000 325.000000 0.000280 60929919712794.195312 0.006334
90000000000000.062500 1000000000000000.000000 325.000000 0.000280 99574516046352.625000 0.010229
12000000000.000008 1000000000000000.000000 330.000000 0.000280 11336020796.270660 0.003241
19190000000.000019 1000000000000000.000000 330.000000 0.000280 20327713374.351494 0.003318
30700000000.000034 1000000000000000.000000 330.000000 0.000280 32082016257.676033 0.001939
49090000000.000069 1000000000000000.000000 330.000000 0.000280 49739202962.964584 0.000173
78519999999.999939 1000000000000000.000000 330.000000 0.000280 75342727784.744965 0.001706
125599999999.999878 1000000000000000.000000 330.000000 0.000280 143334459740.939728 0.017470
200900000000.000061 1000000000000000.000000 330.000000 0.000280 215584261651.054749 0.004979
321199999999.999634 1000000000000000.000000 330.000000 0.000280 379539839839.284546 0.027919
513799999999.999634 1000000000000000.000000 330.000000 0.000280 563809839573.956421 0.008633
821700000000.000977 1000000000000000.000000 330.000000 0.000280 973912955086.681030 0.028951
1313999999999.998535 1000000000000000.000000 330.000000 0.000280 1393494591363.184082 0.003451
2102000000000.002197 1000000000000000.000000 330.000000 0.000280 2213695771230.428223 0.002681
3362000000000.000000 1000000000000000.000000 330.000000 0.000280 3627621025382.049316 0.005785
5377000000000.003906 1000000000000000.000000 330.000000 0.000280 4802895733248.536133 0.012763
8600000000000.012695 1000000000000000.000000 330.000000 0.000280 7592343315172.809570 0.015551
13750000000000.003906 1000000000000000.000000 330.000000 0.000280 14542514913221.185547 0.003141
22000000000000.019531 1000000000000000.000000 330.000000 0.000280 22904525671586.414062 0.001624
35180000000000.031250 1000000000000000.000000 330.000000 0.000280 41475069411207.179688 0.027159
56270000000000.039062 1000000000000000.000000 330.000000 0.000280 69895958018236.023438 0.047207
90000000000000.062500 1000000000000000.000000 330.000000 0.000280 95744025698315.921875 0.003829
12000000000.000008 1000000000000000.000000 335.000000 0.000280 11059028654.147398 0.006672
19190000000.000019 1000000000000000.000000 335.000000 0.000280 19865546973.201157 0.001197
30700000000.000034 1000000000000000.000000 335.000000 0.000280 31378252026.076595 0.000478
49090000000.000069 1000000000000000.000000 335.000000 0.000280 48856487480.937576 0.000023
78519999999.999939 1000000000000000.000000 335.000000 0.000280 74639391160.028397 0.002570
125599999999.999878 1000000000000000.000000 335.000000 0.000280 123350735183.661072 0.000327
200900000000.000061 1000000000000000.000000 335.000000 0.000280 209071811068.475616 0.001590
321199999999.999634 1000000000000000.000000 335.000000 0.000280 379540000862.144226 0.027919
513799999999.999634 1000000000000000.000000 335.000000 0.000280 587864399638.068726 0.018161
821700000000.000977 1000000000000000.000000 335.000000 0.000280 854779429579.429810 0.001558
1313999999999.998535 1000000000000000.000000 335.000000 0.000280 1403092161546.514893 0.004305
2102000000000.002197 1000000000000000.000000 335.000000 0.000280 2156081693952.890869 0.000645
3362000000000.000000 1000000000000000.000000 335.000000 0.000280 3621444941887.267578 0.005529
5377000000000.003906 1000000000000000.000000 335.000000 0.000280 5813729409837.519531 0.006101
8600000000000.012695 1000000000000000.000000 335.000000 0.000280 8672661046388.084961 0.000071
13750000000000.003906 1000000000000000.000000 335.000000 0.000280 15124484320518.972656 0.009084
22000000000000.019531 1000000000000000.000000 335.000000 0.000280 22982782956920.273438 0.001910
35180000000000.031250 1000000000000000.000000 335.000000 0.000280 43025009089844.476562 0.040660
56270000000000.039062 1000000000000000.000000 335.000000 0.000280 72629911198960.812500 0.065489
90000000000000.062500 1000000000000000.000000 335.000000 0.000280 99914758009153.703125 0.010932
12000000000.000008 1000000000000000.000000 340.000000 0.000280 11106290692.306076 0.005993
19190000000.000019 1000000000000000.000000 340.000000 0.000280 17511836853.693417 0.008380
30700000000.000034 1000000000000000.000000 340.000000 0.000280 32578599390.195404 0.003529
49090000000.000069 1000000000000000.000000 340.000000 0.000280 48441689224.333725 0.000177
78519999999.999939 1000000000000000.000000 340.000000 0.000280 76117821159.398407 0.000965
125599999999.999878 1000000000000000.000000 340.000000 0.000280 116497527734.407822 0.005663
200900000000.000061 1000000000000000.000000 340.000000 0.000280 184303417358.084839 0.007439
321199999999.999634 1000000000000000.000000 340.000000 0.000280 362143062715.502319 0.014411
513799999999.999634 1000000000000000.000000 340.000000 0.000280 583867914849.529663 0.016366
821700000000.000977 1000000000000000.000000 340.000000 0.000280 866522428947.422852 0.002822
1313999999999.998535 1000000000000000.000000 340.000000 0.000280 1180983497886.286377 0.011402
2102000000000.002197 1000000000000000.000000 340.000000 0.000280 1898793282383.932861 0.010346
3362000000000.000000 1000000000000000.000000 340.000000 0.000280 2632207310503.999023 0.060184
5377000000000.003906 1000000000000000.000000 340.000000 0.000280 3917000062125.902344 0.101207
8600000000000.012695 1000000000000000.000000 340.000000 0.000280 6847980507742.166016 0.052121
13750000000000.003906 1000000000000000.000000 340.000000 0.000280 14187502849085.205078 0.000981
22000000000000.019531 1000000000000000.000000 340.000000 0.000280 22098390929328.695312 0.000020
35180000000000.031250 1000000000000000.000000 340.000000 0.000280 36524128887652.859375 0.001406
56270000000000.039062 1000000000000000.000000 340.000000 0.000280 66014392335709.414062 0.025562
90000000000000.062500 1000000000000000.000000 340.000000 0.000280 98476711065554.750000 0.008107
12000000000.000008 10000000000000000.000000 290.000000 0.000330 14654269476.397316 0.040063
19190000000.000019 10000000000000000.000000 290.000000 0.000330 24838137272.339012 0.066929
30700000000.000034 10000000000000000.000000 290.000000 0.000330 45054169922.215134 0.148965
49090000000.000069 10000000000000000.000000 290.000000 0.000330 68949423375.309906 0.116522
78519999999.999939 10000000000000000.000000 290.000000 0.000330 84969372528.314011 0.006234
125599999999.999878 10000000000000000.000000 290.000000 0.000330 150215970739.613770 0.032116
200900000000.000061 10000000000000000.000000 290.000000 0.000330 313246850130.769775 0.200565
321199999999.999634 10000000000000000.000000 290.000000 0.000330 580375591499.895996 0.360333
513799999999.999634 10000000000000000.000000 290.000000 0.000330 651203591375.781616 0.056427
821700000000.000977 10000000000000000.000000 290.000000 0.000330 888219558809.165405 0.006063
1313999999999.998535 10000000000000000.000000 290.000000 0.000330 1584908934692.243652 0.035241
2102000000000.002197 10000000000000000.000000 290.000000 0.000330 3831237757643.148926 0.371311
3362000000000.000000 10000000000000000.000000 290.000000 0.000330 2765622576690.783203 0.038252
5377000000000.003906 10000000000000000.000000 290.000000 0.000330 4324558984729.282715 0.047634
8600000000000.012695 10000000000000000.000000 290.000000 0.000330 10733546763581.541016 0.049313
13750000000000.003906 10000000000000000.000000 290.000000 0.000330 24632921816782.621094 0.349681
22000000000000.019531 10000000000000000.000000 290.000000 0.000330 47332292274439.359375 0.616267
35180000000000.031250 10000000000000000.000000 290.000000 0.000330 38213945426730.429688 0.006847
56270000000000.039062 10000000000000000.000000 290.000000 0.000330 68129999999999.695312 0.036691
90000000000000.062500 10000000000000000.000000 290.000000 0.000330 98897505987408.437500 0.008894
12000000000.000008 10000000000000000.000000 295.000000 0.000330 13149916541.266726 0.008380
19190000000.000019 10000000000000000.000000 295.000000 0.000330 22866545063.009129 0.030804
30700000000.000034 10000000000000000.000000 295.000000 0.000330 43952980837.589737 0.130167
49090000000.000069 10000000000000000.000000 295.000000 0.000330 54490669354.638870 0.010904
78519999999.999939 10000000000000000.000000 295.000000 0.000330 76638668296.414825 0.000588
125599999999.999878 10000000000000000.000000 295.000000 0.000330 170687841999.097961 0.094826
200900000000.000061 10000000000000000.000000 295.000000 0.000330 217253002784.100647 0.006127
321199999999.999634 10000000000000000.000000 295.000000 0.000330 317281236500.444214 0.000151
513799999999.999634 10000000000000000.000000 295.000000 0.000330 457514610883.697327 0.013477
821700000000.000977 10000000000000000.000000 295.000000 0.000330 829632410218.121704 0.000092
1313999999999.998535 10000000000000000.000000 295.000000 0.000330 1006013837744.523315 0.071757
2102000000000.002197 10000000000000000.000000 295.000000 0.000330 1941392665467.447510 0.006321
3362000000000.000000 10000000000000000.000000 295.000000 0.000330 4372596053692.717285 0.069473
5377000000000.003906 10000000000000000.000000 295.000000 0.000330 5163908329461.899414 0.001635
8600000000000.012695 10000000000000000.000000 295.000000 0.000330 8665071946225.528320 0.000057
13750000000000.003906 10000000000000000.000000 295.000000 0.000330 29562668472155.632812 0.615126
22000000000000.019531 10000000000000000.000000 295.000000 0.000330 20240417682759.867188 0.006953
35180000000000.031250 10000000000000000.000000 295.000000 0.000330 41263924783803.625000 0.025498
56270000000000.039062 10000000000000000.000000 295.000000 0.000330 63475111355697.484375 0.014535
90000000000000.062500 10000000000000000.000000 295.000000 0.000330 51023918274783.281250 0.330811
12000000000.000008 10000000000000000.000000 300.000000 0.000330 12126420188.410198 0.000110
19190000000.000019 10000000000000000.000000 300.000000 0.000330 19849292210.976425 0.001141
30700000000.000034 10000000000000000.000000 300.000000 0.000330 24564033216.864079 0.049926
49090000000.000069 10000000000000000.000000 300.000000 0.000330 50810857535.043205 0.001187
78519999999.999939 10000000000000000.000000 300.000000 0.000330 85332307005.885849 0.006926
125599999999.999878 10000000000000000.000000 300.000000 0.000330 131613942473.085480 0.002188
200900000000.000061 10000000000000000.000000 300.000000 0.000330 215039928589.608459 0.004628
321199999999.999634 10000000000000000.000000 300.000000 0.000330 446705809749.838135 0.109782
513799999999.999634 10000000000000000.000000 300.000000 0.000330 508101940571.470154 0.000124
821700000000.000977 10000000000000000.000000 300.000000 0.000330 1006859217314.708130 0.041439
1313999999999.998535 10000000000000000.000000 300.000000 0.000330 1197171090410.551514 0.008677
2102000000000.002197 10000000000000000.000000 300.000000 0.000330 1516257449842.464844 0.107648
3362000000000.000000 10000000000000000.000000 300.000000 0.000330 2607770683479.280273 0.064884
5377000000000.003906 10000000000000000.000000 300.000000 0.000330 6720700613928.931641 0.049963
8600000000000.012695 10000000000000000.000000 300.000000 0.000330 8446458500571.907227 0.000325
13750000000000.003906 10000000000000000.000000 300.000000 0.000330 16839421137729.005859 0.041222
22000000000000.019531 10000000000000000.000000 300.000000 0.000330 27917855196574.378906 0.057020
35180000000000.031250 10000000000000000.000000 300.000000 0.000330 59137965952051.039062 0.275891
56270000000000.039062 10000000000000000.000000 300.000000 0.000330 49230540778602.875000 0.017888
90000000000000.062500 10000000000000000.000000 300.000000 0.000330 47536763513327.851562 0.421458
12000000000.000008 10000000000000000.000000 305.000000 0.000330 11669634530.488087 0.000779
19190000000.000019 10000000000000000.000000 305.000000 0.000330 21930755340.885674 0.017849
30700000000.000034 10000000000000000.000000 305.000000 0.000330 34056533885.349003 0.010776
49090000000.000069 10000000000000000.000000 305.000000 0.000330 48030534754.558510 0.000476
78519999999.999939 10000000000000000.000000 305.000000 0.000330 84825158476.363373 0.005969
125599999999.999878 10000000000000000.000000 305.000000 0.000330 133192615148.365067 0.003446
200900000000.000061 10000000000000000.000000 305.000000 0.000330 219107592099.865234 0.007531
321199999999.999634 10000000000000000.000000 305.000000 0.000330 310321004687.144104 0.001187
513799999999.999634 10000000000000000.000000 305.000000 0.000330 457117277681.442688 0.013680
821700000000.000977 10000000000000000.000000 305.000000 0.000330 681882390853.190674 0.034890
1313999999999.998535 10000000000000000.000000 305.000000 0.000330 1425957501464.310791 0.006690
2102000000000.002197 10000000000000000.000000 305.000000 0.000330 2094280981143.013428 0.000014
3362000000000.000000 10000000000000000.000000 305.000000 0.000330 2189462943461.730225 0.186775
5377000000000.003906 10000000000000000.000000 305.000000 0.000330 4448131093027.838867 0.036074
8600000000000.012695 10000000000000000.000000 305.000000 0.000330 8331874061022.718750 0.001003
13750000000000.003906 10000000000000000.000000 305.000000 0.000330 11124882792623.503906 0.045050
22000000000000.019531 10000000000000000.000000 305.000000 0.000330 21930151304488.765625 0.000010
35180000000000.031250 10000000000000000.000000 305.000000 0.000330 32275087134135.988281 0.007432
56270000000000.039062 10000000000000000.000000 305.000000 0.000330 66239522949125.250000 0.026666
90000000000000.062500 10000000000000000.000000 305.000000 0.000330 46694155390724.734375 0.446260
12000000000.000008 10000000000000000.000000 310.000000 0.000330 12949211920.708521 0.005798
19190000000.000019 10000000000000000.000000 310.000000 0.000330 19967719603.314777 0.001578
30700000000.000034 10000000000000000.000000 310.000000 0.000330 37535283219.096893 0.040545
49090000000.000069 10000000000000000.000000 310.000000 0.000330 59340628565.352379 0.036071
78519999999.999939 10000000000000000.000000 310.000000 0.000330 80182335578.457581 0.000439
125599999999.999878 10000000000000000.000000 310.000000 0.000330 142842622931.905457 0.016571
200900000000.000061 10000000000000000.000000 310.000000 0.000330 310336673057.335632 0.192094
321199999999.999634 10000000000000000.000000 310.000000 0.000330 349388417662.615479 0.007080
513799999999.999634 10000000000000000.000000 310.000000 0.000330 591897874222.920288 0.020056
821700000000.000977 10000000000000000.000000 310.000000 0.000330 699553676963.022705 0.025955
1313999999999.998535 10000000000000000.000000 310.000000 0.000330 1096482363361.945312 0.032839
2102000000000.002197 10000000000000000.000000 310.000000 0.000330 1881352653641.581055 0.012311
3362000000000.000000 10000000000000000.000000 310.000000 0.000330 3159357274774.024902 0.003866
5377000000000.003906 10000000000000000.000000 310.000000 0.000330 5384303738674.923828 0.000002
8600000000000.012695 10000000000000000.000000 310.000000 0.000330 9167137781844.134766 0.004080
13750000000000.003906 10000000000000000.000000 310.000000 0.000330 14222805318066.433594 0.001143
22000000000000.019531 10000000000000000.000000 310.000000 0.000330 22480040695324.632812 0.000466
35180000000000.031250 10000000000000000.000000 310.000000 0.000330 31006867913261.789062 0.015965
56270000000000.039062 10000000000000000.000000 310.000000 0.000330 62989713542001.132812 0.012740
90000000000000.062500 10000000000000000.000000 310.000000 0.000330 88594897096078.312500 0.000248
12000000000.000008 10000000000000000.000000 315.000000 0.000330 12125932278.424667 0.000109
19190000000.000019 10000000000000000.000000 315.000000 0.000330 19731388461.627354 0.000774
30700000000.000034 10000000000000000.000000 315.000000 0.000330 34612772173.878433 0.014408
49090000000.000069 10000000000000000.000000 315.000000 0.000330 44670094048.769112 0.008909
78519999999.999939 10000000000000000.000000 315.000000 0.000330 76182946797.085251 0.000913
125599999999.999878 10000000000000000.000000 315.000000 0.000330 144184160399.070038 0.019071
200900000000.000061 10000000000000000.000000 315.000000 0.000330 190205048068.923523 0.002993
321199999999.999634 10000000000000000.000000 315.000000 0.000330 363068646509.585266 0.015032
513799999999.999634 10000000000000000.000000 315.000000 0.000330 519928571829.247253 0.000141
821700000000.000977 10000000000000000.000000 315.000000 0.000330 874691800654.282959 0.003907
1313999999999.998535 10000000000000000.000000 315.000000 0.000330 998340328627.446655 0.075956
2102000000000.002197 10000000000000000.000000 315.000000 0.000330 1157995057495.877441 0.366108
