Ytrue Nb T d Ypred RSE
316200000000.000610 1000000000000000.000000 290.000000 0.000330 316200000000.003174 0.000000
21540000000.000042 17779999999999950.000000 325.000000 0.000280 21539999999.999428 0.000000
68129999999999.976562 10000000000000000.000000 325.000000 0.000230 68129999999999.695312 0.000000
21540000000.000042 17779999999999950.000000 310.000000 0.000180 21539999999.999428 0.000000
10000000000000.000000 56229999999999776.000000 295.000000 0.000280 10000000000000.082031 0.000000
464200000000.000854 100000000000000000.000000 335.000000 0.000180 464199999999.998901 0.000000
3162000000000.005859 56229999999999776.000000 330.000000 0.000280 3161999999999.979980 0.000000
10000000000.000000 17779999999999950.000000 320.000000 0.000280 10000000000.000082 0.000000
31620000000.000057 3162000000000006.000000 320.000000 0.000280 31620000000.000965 0.000000
4642000000000.007812 56229999999999776.000000 315.000000 0.000280 4642000000000.007812 0.000000
316200000000.000610 17779999999999950.000000 340.000000 0.000280 316200000000.003174 0.000000
31620000000.000057 31620000000000060.000000 300.000000 0.000230 31620000000.000965 0.000000
68129999999.999977 1000000000000000.000000 290.000000 0.000230 68129999999.999977 0.000000
215400000000.000427 100000000000000000.000000 290.000000 0.000380 215399999999.999542 0.000000
100000000000.000000 1778000000000002.250000 330.000000 0.000230 100000000000.001221 0.000000
146799999999.999878 3162000000000006.000000 320.000000 0.000330 146800000000.000488 0.000000
14679999999.999989 17779999999999950.000000 305.000000 0.000230 14680000000.000349 0.000000
464200000000.000854 3162000000000006.000000 325.000000 0.000280 464199999999.998901 0.000000
100000000000.000000 17779999999999950.000000 295.000000 0.000180 100000000000.001221 0.000000
21540000000.000042 1778000000000002.250000 310.000000 0.000280 21539999999.999428 0.000000
316200000000.000610 31620000000000060.000000 300.000000 0.000380 316200000000.003174 0.000000
6812999999999.998047 100000000000000000.000000 290.000000 0.000380 6812999999999.998047 0.000000
14679999999.999989 17779999999999950.000000 320.000000 0.000180 14680000000.000349 0.000000
100000000000.000000 56229999999999776.000000 290.000000 0.000380 100000000000.001221 0.000000
100000000000000.000000 10000000000000000.000000 300.000000 0.000180 99999999999998.765625 0.000000
100000000000000.000000 17779999999999950.000000 330.000000 0.000180 99999999999998.765625 0.000000
1000000000000.000000 1000000000000000.000000 310.000000 0.000380 1000000000000.000000 0.000000
215400000000.000427 17779999999999950.000000 305.000000 0.000280 215399999999.999542 0.000000
46420000000000.085938 10000000000000000.000000 330.000000 0.000180 46420000000000.656250 0.000000
1467999999999.998779 17779999999999950.000000 325.000000 0.000380 1468000000000.004883 0.000000
68129999999999.976562 1000000000000000.000000 295.000000 0.000380 68129999999999.695312 0.000000
2154000000000.004395 5623000000000000.000000 335.000000 0.000180 2154000000000.013184 0.000000
31620000000000.058594 1778000000000002.250000 340.000000 0.000180 31619999999999.152344 0.000000
14679999999.999989 5623000000000000.000000 320.000000 0.000380 14680000000.000349 0.000000
46420000000.000084 10000000000000000.000000 290.000000 0.000380 46420000000.001030 0.000000
14679999999999.988281 10000000000000000.000000 310.000000 0.000230 14680000000000.289062 0.000000
31620000000.000057 56229999999999776.000000 290.000000 0.000330 31620000000.000965 0.000000
1000000000000.000000 17779999999999950.000000 305.000000 0.000380 1000000000000.000000 0.000000
100000000000.000000 100000000000000000.000000 305.000000 0.000230 100000000000.001221 0.000000
464200000000.000854 31620000000000060.000000 295.000000 0.000230 464199999999.998901 0.000000
100000000000.000000 100000000000000000.000000 330.000000 0.000380 100000000000.001221 0.000000
31620000000.000057 1778000000000002.250000 300.000000 0.000230 31620000000.000965 0.000000
464200000000.000854 5623000000000000.000000 300.000000 0.000180 464199999999.998901 0.000000
68129999999.999977 10000000000000000.000000 305.000000 0.000180 68129999999.999977 0.000000
100000000000.000000 100000000000000000.000000 310.000000 0.000180 100000000000.001221 0.000000
100000000000000.000000 1000000000000000.000000 295.000000 0.000180 99999999999998.765625 0.000000
681299999999.999756 56229999999999776.000000 310.000000 0.000180 681299999999.996948 0.000000
10000000000.000000 56229999999999776.000000 330.000000 0.000380 10000000000.000082 0.000000
4642000000000.007812 3162000000000006.000000 340.000000 0.000280 4642000000000.007812 0.000000
68129999999999.976562 100000000000000000.000000 290.000000 0.000180 68129999999999.695312 0.000000
3162000000000.005859 1000000000000000.000000 320.000000 0.000380 3161999999999.979980 0.000000
31620000000.000057 31620000000000060.000000 330.000000 0.000180 31620000000.000965 0.000000
46420000000.000084 5623000000000000.000000 320.000000 0.000380 46420000000.001030 0.000000
31620000000.000057 31620000000000060.000000 310.000000 0.000380 31620000000.000965 0.000000
6812999999999.998047 56229999999999776.000000 310.000000 0.000280 6812999999999.998047 0.000000
21540000000.000042 3162000000000006.000000 325.000000 0.000330 21539999999.999428 0.000000
681299999999.999756 56229999999999776.000000 300.000000 0.000380 681299999999.996948 0.000000
21540000000.000042 5623000000000000.000000 290.000000 0.000230 21539999999.999428 0.000000
316200000000.000610 1778000000000002.250000 310.000000 0.000330 316200000000.003174 0.000000
21540000000.000042 1778000000000002.250000 330.000000 0.000330 21539999999.999428 0.000000
6812999999999.998047 3162000000000006.000000 330.000000 0.000230 6812999999999.998047 0.000000
100000000000.000000 56229999999999776.000000 305.000000 0.000380 100000000000.001221 0.000000
4642000000000.007812 3162000000000006.000000 305.000000 0.000280 4642000000000.007812 0.000000
100000000000000.000000 17779999999999950.000000 320.000000 0.000380 99999999999998.765625 0.000000
3162000000000.005859 3162000000000006.000000 315.000000 0.000230 3161999999999.979980 0.000000
681299999999.999756 3162000000000006.000000 300.000000 0.000230 681299999999.996948 0.000000
100000000000.000000 1000000000000000.000000 305.000000 0.000280 100000000000.001221 0.000000
1000000000000.000000 17779999999999950.000000 315.000000 0.000230 1000000000000.000000 0.000000
46420000000.000084 5623000000000000.000000 305.000000 0.000280 46420000000.001030 0.000000
46420000000000.085938 1778000000000002.250000 330.000000 0.000280 46420000000000.656250 0.000000
1000000000000.000000 10000000000000000.000000 335.000000 0.000230 1000000000000.000000 0.000000
14679999999.999989 10000000000000000.000000 305.000000 0.000330 14680000000.000349 0.000000
31620000000.000057 100000000000000000.000000 310.000000 0.000380 31620000000.000965 0.000000
3162000000000.005859 3162000000000006.000000 310.000000 0.000180 3161999999999.979980 0.000000
100000000000.000000 100000000000000000.000000 330.000000 0.000280 100000000000.001221 0.000000
100000000000000.000000 100000000000000000.000000 325.000000 0.000180 99999999999998.765625 0.000000
46420000000.000084 100000000000000000.000000 335.000000 0.000230 46420000000.001030 0.000000
6812999999999.998047 1778000000000002.250000 310.000000 0.000330 6812999999999.998047 0.000000
31620000000.000057 17779999999999950.000000 330.000000 0.000280 31620000000.000965 0.000000
4642000000000.007812 1778000000000002.250000 320.000000 0.000230 4642000000000.007812 0.000000
100000000000.000000 1000000000000000.000000 295.000000 0.000380 100000000000.001221 0.000000
215400000000.000427 3162000000000006.000000 320.000000 0.000180 215399999999.999542 0.000000
4642000000000.007812 10000000000000000.000000 315.000000 0.000280 4642000000000.007812 0.000000
14679999999.999989 3162000000000006.000000 305.000000 0.000330 14680000000.000349 0.000000
14679999999.999989 10000000000000000.000000 330.000000 0.000180 14680000000.000349 0.000000
46420000000.000084 1778000000000002.250000 290.000000 0.000330 46420000000.001030 0.000000
1000000000000.000000 1000000000000000.000000 325.000000 0.000180 1000000000000.000000 0.000000
46420000000000.085938 31620000000000060.000000 340.000000 0.000280 46420000000000.656250 0.000000
46420000000.000084 5623000000000000.000000 310.000000 0.000180 46420000000.001030 0.000000
215400000000.000427 17779999999999950.000000 300.000000 0.000330 215399999999.999542 0.000000
464200000000.000854 1778000000000002.250000 305.000000 0.000180 464199999999.998901 0.000000
46420000000000.085938 31620000000000060.000000 310.000000 0.000330 46420000000000.656250 0.000000
215400000000.000427 100000000000000000.000000 290.000000 0.000280 215399999999.999542 0.000000
21540000000000.042969 1000000000000000.000000 330.000000 0.000330 21540000000000.394531 0.000000
10000000000000.000000 1000000000000000.000000 340.000000 0.000230 10000000000000.082031 0.000000
68129999999999.976562 56229999999999776.000000 300.000000 0.000380 68129999999999.695312 0.000000
21540000000.000042 31620000000000060.000000 290.000000 0.000380 21539999999.999428 0.000000
1000000000000.000000 100000000000000000.000000 300.000000 0.000230 1000000000000.000000 0.000000
100000000000.000000 17779999999999950.000000 315.000000 0.000180 100000000000.001221 0.000000
3162000000000.005859 31620000000000060.000000 325.000000 0.000330 3161999999999.979980 0.000000
14679999999.999989 100000000000000000.000000 305.000000 0.000230 14680000000.000349 0.000000
681299999999.999756 31620000000000060.000000 320.000000 0.000380 681299999999.996948 0.000000
464200000000.000854 100000000000000000.000000 320.000000 0.000380 464199999999.998901 0.000000
1000000000000.000000 10000000000000000.000000 290.000000 0.000180 1000000000000.000000 0.000000
6812999999999.998047 1000000000000000.000000 320.000000 0.000380 6812999999999.998047 0.000000
316200000000.000610 56229999999999776.000000 310.000000 0.000230 316200000000.003174 0.000000
4642000000000.007812 5623000000000000.000000 305.000000 0.000330 4642000000000.007812 0.000000
100000000000.000000 31620000000000060.000000 335.000000 0.000180 100000000000.001221 0.000000
31620000000.000057 1778000000000002.250000 310.000000 0.000230 31620000000.000965 0.000000
1467999999999.998779 100000000000000000.000000 290.000000 0.000230 1468000000000.004883 0.000000
100000000000.000000 17779999999999950.000000 320.000000 0.000280 100000000000.001221 0.000000
68129999999.999977 10000000000000000.000000 290.000000 0.000380 68129999999.999977 0.000000
31620000000000.058594 3162000000000006.000000 330.000000 0.000380 31619999999999.152344 0.000000
6812999999999.998047 17779999999999950.000000 310.000000 0.000330 6812999999999.998047 0.000000
68129999999999.976562 31620000000000060.000000 305.000000 0.000330 68129999999999.695312 0.000000
31620000000.000057 17779999999999950.000000 300.000000 0.000180 31620000000.000965 0.000000
100000000000000.000000 1000000000000000.000000 335.000000 0.000330 99999999999998.765625 0.000000
100000000000000.000000 3162000000000006.000000 315.000000 0.000380 99999999999998.765625 0.000000
21540000000000.042969 100000000000000000.000000 335.000000 0.000230 21540000000000.394531 0.000000
14679999999999.988281 5623000000000000.000000 335.000000 0.000180 14680000000000.289062 0.000000
46420000000000.085938 5623000000000000.000000 290.000000 0.000330 46420000000000.656250 0.000000
3162000000000.005859 10000000000000000.000000 315.000000 0.000230 3161999999999.979980 0.000000
2154000000000.004395 31620000000000060.000000 305.000000 0.000330 2154000000000.013184 0.000000
681299999999.999756 1778000000000002.250000 310.000000 0.000380 681299999999.996948 0.000000
10000000000.000000 3162000000000006.000000 290.000000 0.000280 10000000000.000082 0.000000
146799999999.999878 100000000000000000.000000 330.000000 0.000230 146800000000.000488 0.000000
14679999999.999989 5623000000000000.000000 305.000000 0.000230 14680000000.000349 0.000000
10000000000.000000 10000000000000000.000000 315.000000 0.000230 10000000000.000082 0.000000
4642000000000.007812 3162000000000006.000000 295.000000 0.000280 4642000000000.007812 0.000000
3162000000000.005859 31620000000000060.000000 300.000000 0.000180 3161999999999.979980 0.000000
68129999999.999977 17779999999999950.000000 335.000000 0.000180 68129999999.999977 0.000000
46420000000.000084 56229999999999776.000000 290.000000 0.000180 46420000000.001030 0.000000
31620000000.000057 1778000000000002.250000 305.000000 0.000380 31620000000.000965 0.000000
21540000000.000042 17779999999999950.000000 315.000000 0.000330 21539999999.999428 0.000000
68129999999999.976562 10000000000000000.000000 290.000000 0.000230 68129999999999.695312 0.000000
146799999999.999878 3162000000000006.000000 330.000000 0.000180 146800000000.000488 0.000000
146799999999.999878 3162000000000006.000000 320.000000 0.000180 146800000000.000488 0.000000
31620000000.000057 1000000000000000.000000 295.000000 0.000230 31620000000.000965 0.000000
10000000000.000000 10000000000000000.000000 300.000000 0.000280 10000000000.000082 0.000000
68129999999.999977 5623000000000000.000000 340.000000 0.000380 68129999999.999977 0.000000
14679999999999.988281 3162000000000006.000000 335.000000 0.000380 14680000000000.289062 0.000000
3162000000000.005859 1778000000000002.250000 305.000000 0.000330 3161999999999.979980 0.000000
21540000000000.042969 10000000000000000.000000 295.000000 0.000230 21540000000000.394531 0.000000
681299999999.999756 10000000000000000.000000 335.000000 0.000330 681299999999.996948 0.000000
10000000000.000000 10000000000000000.000000 300.000000 0.000330 10000000000.000082 0.000000
146799999999.999878 1778000000000002.250000 315.000000 0.000230 146800000000.000488 0.000000
1000000000000.000000 1000000000000000.000000 325.000000 0.000330 1000000000000.000000 0.000000
68129999999.999977 1778000000000002.250000 305.000000 0.000330 68129999999.999977 0.000000
31620000000000.058594 10000000000000000.000000 330.000000 0.000330 31619999999999.152344 0.000000
31620000000.000057 100000000000000000.000000 325.000000 0.000380 31620000000.000965 0.000000
6812999999999.998047 5623000000000000.000000 340.000000 0.000230 6812999999999.998047 0.000000
68129999999.999977 31620000000000060.000000 310.000000 0.000230 68129999999.999977 0.000000
31620000000.000057 31620000000000060.000000 320.000000 0.000180 31620000000.000965 0.000000
68129999999.999977 17779999999999950.000000 310.000000 0.000180 68129999999.999977 0.000000
1000000000000.000000 56229999999999776.000000 320.000000 0.000230 1000000000000.000000 0.000000
100000000000000.000000 3162000000000006.000000 305.000000 0.000280 99999999999998.765625 0.000000
1000000000000.000000 10000000000000000.000000 320.000000 0.000180 1000000000000.000000 0.000000
4642000000000.007812 1778000000000002.250000 290.000000 0.000330 4642000000000.007812 0.000000
2154000000000.004395 3162000000000006.000000 320.000000 0.000330 2154000000000.013184 0.000000
100000000000.000000 1000000000000000.000000 310.000000 0.000180 100000000000.001221 0.000000
21540000000000.042969 5623000000000000.000000 300.000000 0.000180 21540000000000.394531 0.000000
10000000000.000000 1778000000000002.250000 310.000000 0.000230 10000000000.000082 0.000000
46420000000000.085938 3162000000000006.000000 340.000000 0.000380 46420000000000.656250 0.000000
14679999999999.988281 5623000000000000.000000 340.000000 0.000230 14680000000000.289062 0.000000
21540000000000.042969 1778000000000002.250000 330.000000 0.000330 21540000000000.394531 0.000000
100000000000.000000 1000000000000000.000000 305.000000 0.000180 100000000000.001221 0.000000
21540000000.000042 5623000000000000.000000 330.000000 0.000230 21539999999.999428 0.000000
46420000000.000084 3162000000000006.000000 320.000000 0.000330 46420000000.001030 0.000000
464200000000.000854 56229999999999776.000000 330.000000 0.000380 464199999999.998901 0.000000
4642000000000.007812 1000000000000000.000000 335.000000 0.000180 4642000000000.007812 0.000000
21540000000.000042 3162000000000006.000000 295.000000 0.000280 21539999999.999428 0.000000
31620000000.000057 56229999999999776.000000 290.000000 0.000380 31620000000.000965 0.000000
31620000000.000057 10000000000000000.000000 300.000000 0.000180 31620000000.000965 0.000000
681299999999.999756 1000000000000000.000000 315.000000 0.000230 681299999999.996948 0.000000
100000000000.000000 100000000000000000.000000 310.000000 0.000280 100000000000.001221 0.000000
68129999999999.976562 17779999999999950.000000 330.000000 0.000180 68129999999999.695312 0.000000
68129999999.999977 31620000000000060.000000 300.000000 0.000380 68129999999.999977 0.000000
1467999999999.998779 5623000000000000.000000 335.000000 0.000230 1468000000000.004883 0.000000
3162000000000.005859 1000000000000000.000000 335.000000 0.000330 3161999999999.979980 0.000000
21540000000.000042 3162000000000006.000000 330.000000 0.000380 21539999999.999428 0.000000
10000000000.000000 1000000000000000.000000 300.000000 0.000330 10000000000.000082 0.000000
2154000000000.004395 3162000000000006.000000 290.000000 0.000230 2154000000000.013184 0.000000
46420000000000.085938 1000000000000000.000000 305.000000 0.000330 46420000000000.656250 0.000000
464200000000.000854 5623000000000000.000000 315.000000 0.000380 464199999999.998901 0.000000
215400000000.000427 1778000000000002.250000 335.000000 0.000330 215399999999.999542 0.000000
21540000000.000042 17779999999999950.000000 295.000000 0.000280 21539999999.999428 0.000000
215400000000.000427 10000000000000000.000000 320.000000 0.000280 215399999999.999542 0.000000
21540000000000.042969 56229999999999776.000000 325.000000 0.000380 21540000000000.394531 0.000000
464200000000.000854 100000000000000000.000000 335.000000 0.000380 464199999999.998901 0.000000
2154000000000.004395 3162000000000006.000000 295.000000 0.000280 2154000000000.013184 0.000000
2154000000000.004395 10000000000000000.000000 320.000000 0.000280 2154000000000.013184 0.000000
21540000000.000042 17779999999999950.000000 315.000000 0.000180 21539999999.999428 0.000000
6812999999999.998047 10000000000000000.000000 330.000000 0.000280 6812999999999.998047 0.000000
68129999999.999977 56229999999999776.000000 340.000000 0.000280 68129999999.999977 0.000000
215400000000.000427 100000000000000000.000000 305.000000 0.000380 215399999999.999542 0.000000
10000000000.000000 10000000000000000.000000 340.000000 0.000230 10000000000.000082 0.000000
4642000000000.007812 3162000000000006.000000 330.000000 0.000280 4642000000000.007812 0.000000
4642000000000.007812 3162000000000006.000000 330.000000 0.000230 4642000000000.007812 0.000000
681299999999.999756 100000000000000000.000000 290.000000 0.000280 681299999999.996948 0.000000
2154000000000.004395 1778000000000002.250000 300.000000 0.000280 2154000000000.013184 0.000000
316200000000.000610 5623000000000000.000000 310.000000 0.000380 316200000000.003174 0.000000
6812999999999.998047 5623000000000000.000000 305.000000 0.000280 6812999999999.998047 0.000000
10000000000000.000000 100000000000000000.000000 335.000000 0.000330 10000000000000.082031 0.000000
464200000000.000854 31620000000000060.000000 340.000000 0.000330 464199999999.998901 0.000000
21540000000000.042969 17779999999999950.000000 310.000000 0.000330 21540000000000.394531 0.000000
2154000000000.004395 3162000000000006.000000 300.000000 0.000330 2154000000000.013184 0.000000
31620000000.000057 17779999999999950.000000 340.000000 0.000280 31620000000.000965 0.000000
10000000000000.000000 1000000000000000.000000 290.000000 0.000280 10000000000000.082031 0.000000
681299999999.999756 1778000000000002.250000 305.000000 0.000380 681299999999.996948 0.000000
1467999999999.998779 17779999999999950.000000 315.000000 0.000180 1468000000000.004883 0.000000
46420000000.000084 5623000000000000.000000 340.000000 0.000330 46420000000.001030 0.000000
1000000000000.000000 56229999999999776.000000 330.000000 0.000330 1000000000000.000000 0.000000
21540000000.000042 10000000000000000.000000 340.000000 0.000230 21539999999.999428 0.000000
100000000000.000000 1778000000000002.250000 320.000000 0.000280 100000000000.001221 0.000000
681299999999.999756 31620000000000060.000000 310.000000 0.000380 681299999999.996948 0.000000
316200000000.000610 3162000000000006.000000 335.000000 0.000230 316200000000.003174 0.000000
146799999999.999878 31620000000000060.000000 295.000000 0.000380 146800000000.000488 0.000000
100000000000000.000000 31620000000000060.000000 295.000000 0.000380 99999999999998.765625 0.000000
6812999999999.998047 1000000000000000.000000 295.000000 0.000180 6812999999999.998047 0.000000
31620000000000.058594 1000000000000000.000000 310.000000 0.000230 31619999999999.152344 0.000000
31620000000000.058594 10000000000000000.000000 310.000000 0.000380 31619999999999.152344 0.000000
4642000000000.007812 3162000000000006.000000 295.000000 0.000380 4642000000000.007812 0.000000
10000000000000.000000 1000000000000000.000000 290.000000 0.000330 10000000000000.082031 0.000000
68129999999.999977 10000000000000000.000000 295.000000 0.000330 68129999999.999977 0.000000
31620000000000.058594 1778000000000002.250000 325.000000 0.000180 31619999999999.152344 0.000000
31620000000000.058594 10000000000000000.000000 325.000000 0.000330 31619999999999.152344 0.000000
4642000000000.007812 1778000000000002.250000 290.000000 0.000380 4642000000000.007812 0.000000
14679999999999.988281 31620000000000060.000000 325.000000 0.000180 14680000000000.289062 0.000000
14679999999999.988281 56229999999999776.000000 320.000000 0.000330 14680000000000.289062 0.000000
146799999999.999878 3162000000000006.000000 310.000000 0.000280 146800000000.000488 0.000000
46420000000000.085938 31620000000000060.000000 330.000000 0.000230 46420000000000.656250 0.000000
10000000000.000000 3162000000000006.000000 310.000000 0.000280 10000000000.000082 0.000000
1467999999999.998779 56229999999999776.000000 325.000000 0.000380 1468000000000.004883 0.000000
14679999999.999989 5623000000000000.000000 300.000000 0.000280 14680000000.000349 0.000000
14679999999999.988281 100000000000000000.000000 290.000000 0.000330 14680000000000.289062 0.000000
14679999999.999989 100000000000000000.000000 290.000000 0.000230 14680000000.000349 0.000000
46420000000000.085938 1000000000000000.000000 310.000000 0.000280 46420000000000.656250 0.000000
10000000000000.000000 10000000000000000.000000 310.000000 0.000330 10000000000000.082031 0.000000
14679999999.999989 100000000000000000.000000 325.000000 0.000280 14680000000.000349 0.000000
46420000000.000084 3162000000000006.000000 305.000000 0.000280 46420000000.001030 0.000000
10000000000.000000 1000000000000000.000000 305.000000 0.000280 10000000000.000082 0.000000
68129999999999.976562 17779999999999950.000000 310.000000 0.000180 68129999999999.695312 0.000000
68129999999.999977 10000000000000000.000000 315.000000 0.000380 68129999999.999977 0.000000
14679999999999.988281 31620000000000060.000000 325.000000 0.000280 14680000000000.289062 0.000000
14679999999.999989 1778000000000002.250000 330.000000 0.000330 14680000000.000349 0.000000
1467999999999.998779 3162000000000006.000000 335.000000 0.000330 1468000000000.004883 0.000000
146799999999.999878 5623000000000000.000000 300.000000 0.000330 146800000000.000488 0.000000
14679999999999.988281 56229999999999776.000000 320.000000 0.000230 14680000000000.289062 0.000000
2154000000000.004395 5623000000000000.000000 290.000000 0.000180 2154000000000.013184 0.000000
100000000000000.000000 17779999999999950.000000 290.000000 0.000230 99999999999998.765625 0.000000
1467999999999.998779 56229999999999776.000000 325.000000 0.000180 1468000000000.004883 0.000000
6812999999999.998047 1000000000000000.000000 305.000000 0.000380 6812999999999.998047 0.000000
14679999999.999989 5623000000000000.000000 295.000000 0.000230 14680000000.000349 0.000000
21540000000000.042969 10000000000000000.000000 330.000000 0.000230 21540000000000.394531 0.000000
681299999999.999756 100000000000000000.000000 340.000000 0.000280 681299999999.996948 0.000000
100000000000.000000 31620000000000060.000000 305.000000 0.000280 100000000000.001221 0.000000
46420000000000.085938 56229999999999776.000000 310.000000 0.000230 46420000000000.656250 0.000000
4642000000000.007812 10000000000000000.000000 325.000000 0.000330 4642000000000.007812 0.000000
21540000000.000042 17779999999999950.000000 300.000000 0.000280 21539999999.999428 0.000000
100000000000.000000 3162000000000006.000000 325.000000 0.000380 100000000000.001221 0.000000
6812999999999.998047 1778000000000002.250000 300.000000 0.000230 6812999999999.998047 0.000000
4642000000000.007812 31620000000000060.000000 300.000000 0.000180 4642000000000.007812 0.000000
14679999999.999989 1000000000000000.000000 300.000000 0.000380 14680000000.000349 0.000000
14679999999.999989 5623000000000000.000000 300.000000 0.000380 14680000000.000349 0.000000
31620000000000.058594 100000000000000000.000000 340.000000 0.000380 31619999999999.152344 0.000000
100000000000000.000000 100000000000000000.000000 310.000000 0.000380 99999999999998.765625 0.000000
14679999999.999989 1000000000000000.000000 320.000000 0.000180 14680000000.000349 0.000000
464200000000.000854 100000000000000000.000000 305.000000 0.000230 464199999999.998901 0.000000
1467999999999.998779 1778000000000002.250000 310.000000 0.000330 1468000000000.004883 0.000000
10000000000000.000000 5623000000000000.000000 340.000000 0.000280 10000000000000.082031 0.000000
4642000000000.007812 5623000000000000.000000 300.000000 0.000230 4642000000000.007812 0.000000
21540000000000.042969 31620000000000060.000000 325.000000 0.000280 21540000000000.394531 0.000000
14679999999999.988281 1000000000000000.000000 335.000000 0.000380 14680000000000.289062 0.000000
3162000000000.005859 1000000000000000.000000 290.000000 0.000180 3161999999999.979980 0.000000
68129999999.999977 1778000000000002.250000 295.000000 0.000230 68129999999.999977 0.000000
68129999999999.976562 17779999999999950.000000 300.000000 0.000180 68129999999999.695312 0.000000
316200000000.000610 5623000000000000.000000 315.000000 0.000380 316200000000.003174 0.000000
10000000000000.000000 3162000000000006.000000 315.000000 0.000180 10000000000000.082031 0.000000
46420000000000.085938 31620000000000060.000000 310.000000 0.000380 46420000000000.656250 0.000000
14679999999999.988281 5623000000000000.000000 290.000000 0.000280 14680000000000.289062 0.000000
1467999999999.998779 3162000000000006.000000 290.000000 0.000180 1468000000000.004883 0.000000
31620000000.000057 10000000000000000.000000 335.000000 0.000230 31620000000.000965 0.000000
3162000000000.005859 3162000000000006.000000 320.000000 0.000280 3161999999999.979980 0.000000
464200000000.000854 5623000000000000.000000 295.000000 0.000230 464199999999.998901 0.000000
10000000000000.000000 1778000000000002.250000 310.000000 0.000330 10000000000000.082031 0.000000
31620000000.000057 1000000000000000.000000 320.000000 0.000230 31620000000.000965 0.000000
21540000000000.042969 1778000000000002.250000 310.000000 0.000230 21540000000000.394531 0.000000
68129999999.999977 1778000000000002.250000 300.000000 0.000180 68129999999.999977 0.000000
21540000000.000042 56229999999999776.000000 290.000000 0.000180 21539999999.999428 0.000000
4642000000000.007812 17779999999999950.000000 300.000000 0.000380 4642000000000.007812 0.000000
316200000000.000610 17779999999999950.000000 305.000000 0.000380 316200000000.003174 0.000000
100000000000.000000 100000000000000000.000000 300.000000 0.000380 100000000000.001221 0.000000
46420000000.000084 5623000000000000.000000 330.000000 0.000380 46420000000.001030 0.000000
100000000000.000000 1778000000000002.250000 310.000000 0.000180 100000000000.001221 0.000000
68129999999.999977 31620000000000060.000000 310.000000 0.000380 68129999999.999977 0.000000
