Ytrue Nb T d Ypred RSE
10000000000000.000000 5623000000000000.000000 295.000000 0.000180 9999999999999.917969 0.000000
215400000000.000427 12000000000000008.000000 320.000000 0.000380 215399999999.999542 0.000000
21540000000000.042969 1360000000000001.000000 330.000000 0.000380 21540000000000.394531 0.000000
1467999999999.998779 31620000000000060.000000 310.000000 0.000280 1467999999999.998779 0.000000
21540000000.000042 100000000000000000.000000 291.000000 0.000280 21539999999.999779 0.000000
316200000000.000610 17779999999999950.000000 330.000000 0.000230 316199999999.999268 0.000000
21540000000000.042969 100000000000000000.000000 305.000000 0.000380 21540000000000.394531 0.000000
316200000000.000610 7500000000000001.000000 335.000000 0.000180 316199999999.999268 0.000000
4642000000000.007812 100000000000000000.000000 290.000000 0.000330 4642000000000.027344 0.000000
10000000000.000000 17779999999999950.000000 315.000000 0.000230 9999999999.999714 0.000000
2154000000000.004395 1360000000000001.000000 330.000000 0.000380 2154000000000.013184 0.000000
14679999999999.988281 1000000000000000.000000 295.000000 0.000280 14680000000000.167969 0.000000
681299999999.999756 56229999999999776.000000 310.000000 0.000280 681299999999.999756 0.000000
464200000000.000854 1000000000000000.000000 305.000000 0.000230 464200000000.002747 0.000000
18279999999999.976562 56229999999999776.000000 300.000000 0.000180 18279999999999.750000 0.000000
21540000000.000042 5623000000000000.000000 310.000000 0.000180 21539999999.999779 0.000000
3162000000000.005859 5623000000000000.000000 330.000000 0.000230 3162000000000.031738 0.000000
10000000000000.000000 31620000000000060.000000 290.000000 0.000280 9999999999999.917969 0.000000
10000000000.000000 1000000000000000.000000 340.000000 0.000230 9999999999.999714 0.000000
68129999999.999977 17779999999999950.000000 320.000000 0.000280 68130000000.000534 0.000000
21540000000000.042969 2800000000000001.500000 335.000000 0.000230 21540000000000.394531 0.000000
31620000000.000057 1000000000000000.000000 300.000000 0.000180 31620000000.000057 0.000000
1467999999999.998779 1778000000000002.250000 305.000000 0.000380 1467999999999.998779 0.000000
14679999999.999989 1000000000000000.000000 300.000000 0.000280 14680000000.000528 0.000000
1467999999999.998779 100000000000000000.000000 310.000000 0.000180 1467999999999.998779 0.000000
100000000000.000000 56229999999999776.000000 290.000000 0.000180 100000000000.002457 0.000000
10000000000000.000000 10000000000000000.000000 310.000000 0.000330 9999999999999.917969 0.000000
316200000000.000610 3162000000000006.000000 315.000000 0.000280 316199999999.999268 0.000000
4642000000000.007812 56229999999999776.000000 335.000000 0.000230 4642000000000.027344 0.000000
46420000000.000084 20000000000000004.000000 300.000000 0.000330 46420000000.000656 0.000000
4642000000000.007812 1778000000000002.250000 302.000000 0.000380 4642000000000.027344 0.000000
68129999999.999977 31620000000000060.000000 290.000000 0.000330 68130000000.000534 0.000000
1467999999999.998779 100000000000000000.000000 301.000000 0.000280 1467999999999.998779 0.000000
14679999999999.988281 10000000000000000.000000 320.000000 0.000330 14680000000000.167969 0.000000
80000000000000.031250 4500000000000003.000000 293.000000 0.000200 79999999999999.375000 0.000000
3362000000000.000000 10000000000000000.000000 315.000000 0.000330 3361999999999.958496 0.000000
46420000000000.085938 100000000000000000.000000 330.000000 0.000380 46420000000000.843750 0.000000
1313999999999.998535 1000000000000000.000000 290.000000 0.000280 1313999999999.993164 0.000000
1467999999999.998779 10000000000000000.000000 322.000000 0.000230 1467999999999.998779 0.000000
46420000000000.085938 10000000000000000.000000 325.000000 0.000380 46420000000000.843750 0.000000
100000000000000.000000 100000000000000000.000000 315.000000 0.000180 100000000000001.640625 0.000000
4642000000000.007812 1778000000000002.250000 300.000000 0.000280 4642000000000.027344 0.000000
10000000000.000000 100000000000000000.000000 340.000000 0.000180 9999999999.999714 0.000000
68129999999999.976562 10000000000000000.000000 327.000000 0.000230 68130000000002.765625 0.000000
3162000000000.005859 1778000000000002.250000 315.000000 0.000180 3162000000000.031738 0.000000
14679999999999.988281 56229999999999776.000000 305.000000 0.000330 14680000000000.167969 0.000000
14679999999999.988281 3162000000000006.000000 290.000000 0.000280 14680000000000.167969 0.000000
14679999999999.988281 100000000000000000.000000 335.000000 0.000380 14680000000000.167969 0.000000
68129999999999.976562 5623000000000000.000000 290.000000 0.000380 68130000000002.765625 0.000000
1543000000000.002441 56229999999999776.000000 330.000000 0.000180 1543000000000.002441 0.000000
10000000000000.000000 5623000000000000.000000 290.000000 0.000230 9999999999999.917969 0.000000
10000000000.000000 100000000000000000.000000 335.000000 0.000280 9999999999.999714 0.000000
14679999999999.988281 56229999999999776.000000 310.000000 0.000380 14680000000000.167969 0.000000
33000000000.000038 56229999999999776.000000 330.000000 0.000180 32999999999.999496 0.000000
2154000000000.004395 100000000000000000.000000 310.000000 0.000280 2154000000000.013184 0.000000
10000000000.000000 31620000000000060.000000 300.000000 0.000380 9999999999.999714 0.000000
316200000000.000610 100000000000000000.000000 340.000000 0.000380 316199999999.999268 0.000000
19190000000.000019 100000000000000000.000000 335.000000 0.000230 19189999999.999233 0.000000
2154000000000.004395 1000000000000000.000000 320.000000 0.000180 2154000000000.013184 0.000000
19050000000.000023 56229999999999776.000000 310.000000 0.000180 19049999999.999088 0.000000
46420000000.000084 1778000000000002.250000 310.000000 0.000180 46420000000.000656 0.000000
19190000000.000019 1000000000000000.000000 335.000000 0.000280 19189999999.999233 0.000000
1000000000000.000000 10000000000000000.000000 330.000000 0.000280 1000000000000.000000 0.000000
316200000000.000610 3162000000000006.000000 335.000000 0.000230 316199999999.999268 0.000000
68129999999999.976562 1778000000000002.250000 312.000000 0.000380 68130000000002.765625 0.000000
31620000000.000057 1000000000000000.000000 330.000000 0.000230 31620000000.000057 0.000000
316200000000.000610 1778000000000002.250000 315.000000 0.000280 316199999999.999268 0.000000
3162000000000.005859 1778000000000002.250000 317.000000 0.000380 3162000000000.031738 0.000000
16930000000.000002 70000000000000016.000000 318.000000 0.000200 16930000000.000486 0.000000
1173000000000.001465 5623000000000000.000000 295.000000 0.000380 1173000000000.001465 0.000000
31620000000000.058594 1778000000000002.250000 305.000000 0.000230 31620000000000.058594 0.000000
21540000000.000042 56229999999999776.000000 332.000000 0.000330 21539999999.999779 0.000000
681299999999.999756 100000000000000000.000000 300.000000 0.000280 681299999999.999756 0.000000
6812999999999.998047 5623000000000000.000000 340.000000 0.000330 6813000000000.025391 0.000000
100000000000.000000 10000000000000000.000000 305.000000 0.000280 100000000000.002457 0.000000
100000000000000.000000 56229999999999776.000000 315.000000 0.000280 100000000000001.640625 0.000000
46420000000000.085938 100000000000000000.000000 340.000000 0.000180 46420000000000.843750 0.000000
14679999999999.988281 31620000000000060.000000 325.000000 0.000380 14680000000000.167969 0.000000
35180000000000.031250 10000000000000000.000000 325.000000 0.000330 35179999999999.746094 0.000000
14679999999999.988281 10000000000000000.000000 325.000000 0.000280 14680000000000.167969 0.000000
10000000000.000000 56229999999999776.000000 330.000000 0.000230 9999999999.999714 0.000000
215400000000.000427 1000000000000000.000000 300.000000 0.000180 215399999999.999542 0.000000
21540000000.000042 100000000000000000.000000 330.000000 0.000180 21539999999.999779 0.000000
68129999999999.976562 56229999999999776.000000 327.000000 0.000330 68130000000002.765625 0.000000
146799999999.999878 3700000000000000.000000 290.000000 0.000280 146799999999.999878 0.000000
681299999999.999756 5623000000000000.000000 305.000000 0.000380 681299999999.999756 0.000000
2154000000000.004395 10000000000000000.000000 300.000000 0.000380 2154000000000.013184 0.000000
21540000000000.042969 3162000000000006.000000 301.000000 0.000180 21540000000000.394531 0.000000
68129999999999.976562 100000000000000000.000000 310.000000 0.000330 68130000000002.765625 0.000000
31620000000.000057 5623000000000000.000000 335.000000 0.000330 31620000000.000057 0.000000
10000000000.000000 56229999999999776.000000 305.000000 0.000230 9999999999.999714 0.000000
31620000000.000057 3162000000000006.000000 340.000000 0.000330 31620000000.000057 0.000000
1000000000000.000000 17779999999999950.000000 320.000000 0.000230 1000000000000.000000 0.000000
14679999999999.988281 31620000000000060.000000 290.000000 0.000380 14680000000000.167969 0.000000
100000000000.000000 1000000000000000.000000 330.000000 0.000280 100000000000.002457 0.000000
31620000000.000057 10000000000000000.000000 300.000000 0.000180 31620000000.000057 0.000000
316200000000.000610 10000000000000000.000000 305.000000 0.000180 316199999999.999268 0.000000
100000000000000.000000 1778000000000002.250000 295.000000 0.000380 100000000000001.640625 0.000000
215400000000.000427 1778000000000002.250000 295.000000 0.000180 215399999999.999542 0.000000
464200000000.000854 1778000000000002.250000 320.000000 0.000230 464200000000.002747 0.000000
10000000000000.000000 100000000000000000.000000 315.000000 0.000180 9999999999999.917969 0.000000
68129999999.999977 5623000000000000.000000 340.000000 0.000330 68130000000.000534 0.000000
1000000000000.000000 56229999999999776.000000 315.000000 0.000180 1000000000000.000000 0.000000
100000000000000.000000 5623000000000000.000000 335.000000 0.000380 100000000000001.640625 0.000000
31620000000000.058594 45000000000000032.000000 335.000000 0.000280 31620000000000.058594 0.000000
316200000000.000610 56229999999999776.000000 332.000000 0.000330 316199999999.999268 0.000000
46420000000000.085938 3162000000000006.000000 305.000000 0.000280 46420000000000.843750 0.000000
146799999999.999878 5623000000000000.000000 320.000000 0.000230 146799999999.999878 0.000000
685899999999.999512 70000000000000016.000000 328.000000 0.000200 685899999999.999512 0.000000
19190000000.000019 1000000000000000.000000 290.000000 0.000280 19189999999.999233 0.000000
100000000000000.000000 31620000000000060.000000 340.000000 0.000230 100000000000001.640625 0.000000
46420000000.000084 31620000000000060.000000 335.000000 0.000230 46420000000.000656 0.000000
68129999999999.976562 1778000000000002.250000 305.000000 0.000280 68130000000002.765625 0.000000
90000000000000.062500 1000000000000000.000000 320.000000 0.000280 90000000000004.125000 0.000000
146799999999.999878 12000000000000008.000000 300.000000 0.000380 146799999999.999878 0.000000
31620000000.000057 10000000000000000.000000 300.000000 0.000280 31620000000.000057 0.000000
1467999999999.998779 31620000000000060.000000 290.000000 0.000230 1467999999999.998779 0.000000
31620000000000.058594 56229999999999776.000000 290.000000 0.000230 31620000000000.058594 0.000000
10000000000.000000 17779999999999950.000000 325.000000 0.000180 9999999999.999714 0.000000
2154000000000.004395 10000000000000000.000000 310.000000 0.000230 2154000000000.013184 0.000000
6812999999999.998047 3162000000000006.000000 341.000000 0.000180 6813000000000.025391 0.000000
8600000000000.012695 100000000000000000.000000 295.000000 0.000230 8599999999999.906250 0.000000
31620000000.000057 1000000000000000.000000 305.000000 0.000230 31620000000.000057 0.000000
316200000000.000610 1778000000000002.250000 312.000000 0.000380 316199999999.999268 0.000000
259299999999.999908 1200000000000000.750000 324.000000 0.000350 259300000000.002014 0.000000
68129999999999.976562 31620000000000060.000000 295.000000 0.000180 68130000000002.765625 0.000000
13750000000000.003906 100000000000000000.000000 340.000000 0.000230 13749999999999.722656 0.000000
100000000000000.000000 3162000000000006.000000 310.000000 0.000180 100000000000001.640625 0.000000
68129999999.999977 56229999999999776.000000 295.000000 0.000280 68130000000.000534 0.000000
681299999999.999756 10000000000000000.000000 325.000000 0.000330 681299999999.999756 0.000000
215400000000.000427 17779999999999950.000000 330.000000 0.000380 215399999999.999542 0.000000
14679999999.999989 31620000000000060.000000 330.000000 0.000330 14680000000.000528 0.000000
681299999999.999756 17779999999999950.000000 290.000000 0.000380 681299999999.999756 0.000000
146799999999.999878 100000000000000000.000000 295.000000 0.000180 146799999999.999878 0.000000
31620000000.000057 100000000000000000.000000 315.000000 0.000280 31620000000.000057 0.000000
8600000000000.012695 10000000000000000.000000 330.000000 0.000330 8599999999999.906250 0.000000
464200000000.000854 1778000000000002.250000 327.000000 0.000380 464200000000.002747 0.000000
316200000000.000610 31620000000000060.000000 335.000000 0.000380 316199999999.999268 0.000000
46420000000000.085938 3162000000000006.000000 321.000000 0.000180 46420000000000.843750 0.000000
297000000000.000549 5623000000000000.000000 325.000000 0.000380 297000000000.004211 0.000000
681299999999.999756 100000000000000000.000000 325.000000 0.000280 681299999999.999756 0.000000
10000000000000.000000 31620000000000060.000000 340.000000 0.000230 9999999999999.917969 0.000000
21540000000000.042969 1000000000000000.000000 320.000000 0.000280 21540000000000.394531 0.000000
14679999999999.988281 100000000000000000.000000 335.000000 0.000280 14680000000000.167969 0.000000
31620000000.000057 56229999999999776.000000 330.000000 0.000180 31620000000.000057 0.000000
31620000000000.058594 10000000000000000.000000 325.000000 0.000330 31620000000000.058594 0.000000
100000000000000.000000 1778000000000002.250000 292.000000 0.000380 100000000000001.640625 0.000000
1467999999999.998779 10000000000000000.000000 310.000000 0.000380 1467999999999.998779 0.000000
31620000000.000057 3162000000000006.000000 300.000000 0.000280 31620000000.000057 0.000000
31620000000000.058594 10000000000000000.000000 330.000000 0.000380 31620000000000.058594 0.000000
63519999999.999924 4500000000000003.000000 313.000000 0.000200 63519999999.998878 0.000000
10000000000.000000 1778000000000002.250000 300.000000 0.000180 9999999999.999714 0.000000
2154000000000.004395 7500000000000001.000000 295.000000 0.000180 2154000000000.013184 0.000000
100000000000000.000000 100000000000000000.000000 331.000000 0.000280 100000000000001.640625 0.000000
21540000000.000042 56229999999999776.000000 295.000000 0.000180 21539999999.999779 0.000000
68129999999999.976562 17779999999999950.000000 305.000000 0.000380 68130000000002.765625 0.000000
21540000000000.042969 100000000000000000.000000 295.000000 0.000180 21540000000000.394531 0.000000
14679999999999.988281 10000000000000000.000000 340.000000 0.000230 14680000000000.167969 0.000000
6812999999999.998047 100000000000000000.000000 305.000000 0.000180 6813000000000.025391 0.000000
100000000000000.000000 10000000000000000.000000 300.000000 0.000330 100000000000001.640625 0.000000
46420000000.000084 3162000000000006.000000 310.000000 0.000180 46420000000.000656 0.000000
464200000000.000854 3162000000000006.000000 300.000000 0.000230 464200000000.002747 0.000000
6812999999999.998047 17779999999999950.000000 305.000000 0.000330 6813000000000.025391 0.000000
3162000000000.005859 1778000000000002.250000 305.000000 0.000330 3162000000000.031738 0.000000
215400000000.000427 10000000000000000.000000 312.000000 0.000230 215399999999.999542 0.000000
31620000000.000057 100000000000000000.000000 320.000000 0.000280 31620000000.000057 0.000000
10000000000.000000 17779999999999950.000000 340.000000 0.000230 9999999999.999714 0.000000
316200000000.000610 17779999999999950.000000 325.000000 0.000280 316199999999.999268 0.000000
100000000000000.000000 17779999999999950.000000 315.000000 0.000180 100000000000001.640625 0.000000
31620000000.000057 56229999999999776.000000 295.000000 0.000180 31620000000.000057 0.000000
2154000000000.004395 80000000000000032.000000 320.000000 0.000180 2154000000000.013184 0.000000
100000000000000.000000 1000000000000000.000000 330.000000 0.000180 100000000000001.640625 0.000000
68129999999999.976562 3700000000000000.000000 290.000000 0.000280 68130000000002.765625 0.000000
215400000000.000427 1778000000000002.250000 307.000000 0.000380 215399999999.999542 0.000000
21540000000000.042969 31620000000000060.000000 290.000000 0.000280 21540000000000.394531 0.000000
100000000000.000000 1778000000000002.250000 290.000000 0.000180 100000000000.002457 0.000000
1467999999999.998779 1000000000000000.000000 310.000000 0.000380 1467999999999.998779 0.000000
3936000000000.003906 8500000000000002.000000 314.000000 0.000350 3936000000000.036133 0.000000
