X Y Yfit
1.200E-2 1.914E-10 5.550E+2 5.550E+2 5.550E+2
2.100E-2 8.612E-10 5.550E+2 5.550E+2 5.550E+2
3.200E-2 1.435E-9 5.550E+2 5.550E+2 5.550E+2
4.200E-2 2.297E-9 5.550E+2 5.550E+2 5.550E+2
5.200E-2 3.445E-9 5.550E+2 5.550E+2 5.550E+2
6.200E-2 5.646E-9 5.550E+2 5.550E+2 5.550E+2
7.200E-2 8.612E-9 5.550E+2 5.550E+2 5.550E+2
8.200E-2 1.196E-8 5.550E+2 5.550E+2 5.550E+2
9.200E-2 1.799E-8 5.550E+2 5.550E+2 5.550E+2
1.020E-1 2.593E-8 5.550E+2 5.550E+2 5.550E+2
1.120E-1 3.675E-8 5.550E+2 5.550E+2 5.550E+2
1.220E-1 5.330E-8 5.550E+2 5.550E+2 5.550E+2
1.320E-1 7.512E-8 5.550E+2 5.550E+2 5.550E+2
1.420E-1 1.056E-7 5.550E+2 5.550E+2 5.550E+2
1.520E-1 1.499E-7 5.550E+2 5.550E+2 5.550E+2
1.620E-1 2.103E-7 5.550E+2 5.550E+2 5.550E+2
1.720E-1 2.897E-7 5.550E+2 5.550E+2 5.550E+2
1.820E-1 4.084E-7 5.550E+2 5.550E+2 5.550E+2
1.920E-1 5.694E-7 5.550E+2 5.550E+2 5.550E+2
2.020E-1 7.907E-7 5.550E+2 5.550E+2 5.550E+2
2.120E-1 1.093E-6 5.550E+2 5.550E+2 5.550E+2
2.220E-1 1.511E-6 5.550E+2 5.550E+2 5.550E+2
2.320E-1 2.087E-6 5.550E+2 5.550E+2 5.550E+2
2.420E-1 2.877E-6 5.550E+2 5.550E+2 5.550E+2
2.520E-1 3.993E-6 5.550E+2 5.550E+2 5.550E+2
2.620E-1 5.529E-6 5.550E+2 5.550E+2 5.550E+2
2.720E-1 7.745E-6 5.550E+2 5.550E+2 5.550E+2
2.820E-1 1.094E-5 5.550E+2 5.550E+2 5.550E+2
2.920E-1 1.570E-5 5.550E+2 5.550E+2 5.550E+2
3.020E-1 2.289E-5 5.550E+2 5.550E+2 5.550E+2
3.120E-1 3.399E-5 5.550E+2 5.550E+2 5.550E+2
3.220E-1 5.126E-5 5.550E+2 5.550E+2 5.550E+2
3.320E-1 7.940E-5 5.550E+2 5.550E+2 5.550E+2
3.430E-1 1.266E-4 5.550E+2 5.550E+2 5.550E+2
3.520E-1 2.111E-4 5.550E+2 5.550E+2 5.550E+2
3.640E-1 3.558E-4 5.550E+2 5.550E+2 5.550E+2
3.730E-1 6.020E-4 5.550E+2 5.550E+2 5.550E+2
3.830E-1 9.859E-4 5.550E+2 5.550E+2 5.550E+2
3.930E-1 1.564E-3 5.550E+2 5.550E+2 5.550E+2
4.080E-1 3.553E-3 5.550E+2 5.550E+2 5.550E+2
4.150E-1 5.025E-3 5.550E+2 5.550E+2 5.550E+2
4.180E-1 6.816E-3 5.550E+2 5.550E+2 5.550E+2
4.230E-1 8.896E-3 5.550E+2 5.550E+2 5.550E+2
4.280E-1 1.118E-2 5.550E+2 5.550E+2 5.550E+2
4.310E-1 1.372E-2 5.550E+2 5.550E+2 5.550E+2
4.350E-1 1.643E-2 5.550E+2 5.550E+2 5.550E+2
4.380E-1 1.928E-2 5.550E+2 5.550E+2 5.550E+2
4.400E-1 2.229E-2 5.550E+2 5.550E+2 5.550E+2
