0.023  9.5694E-0011
0.053  9.5694E-0011
0.063  9.5694E-0011
0.093  9.5694E-0011
0.103  1.9139E-0010
0.123  3.8278E-0010
0.133  5.7416E-0010
0.143  6.6986E-0010
0.153  1.2440E-0009
0.163  2.1053E-0009
0.173  2.9665E-0009
0.183  4.1148E-0009
0.193  6.2201E-0009
0.203  9.6651E-0009
0.213  1.3876E-0008
0.223  2.0287E-0008
0.233  2.9665E-0008
0.243  4.2871E-0008
0.253  6.1818E-0008
0.263  8.5742E-0008
0.273  1.1469E-0007
0.283  1.5996E-0007
0.293  2.1328E-0007
0.303  2.9074E-0007
0.313  3.9034E-0007
0.323  5.2113E-0007
0.333  6.9517E-0007
0.343  9.3260E-0007
0.353  1.2445E-0006
0.363  1.6690E-0006
0.373  2.2545E-0006
0.383  3.0714E-0006
0.393  4.2235E-0006
0.403  5.9050E-0006
0.413  8.4471E-0006
0.423  1.2305E-0005
0.433  1.8398E-0005
0.443  2.8190E-0005
0.454  4.4221E-0005
0.463  6.9347E-0005
0.474  1.1457E-0004
0.483  1.9296E-0004
0.493  3.3970E-0004
0.505  6.0503E-0004
0.514  1.0593E-0003
0.522  1.7678E-0003
0.531  2.8060E-0003
0.539  4.1791E-0003
0.544  5.7910E-0003
0.549  7.6119E-0003
0.553  9.6119E-0003
0.557  1.1741E-0002
0.562  1.3960E-0002
0.566  1.6299E-0002
0.570  1.8697E-0002
0.574  2.1114E-0002
