N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
1.468000E+11 3.162E+15 295 1.800E-4 1.225470232E+00 1.225610345E+00 1.207144648E+00 1.207288844E+00
2.154000E+11 3.162E+15 295 1.800E-4 1.225730437E+00 1.225811184E+00 1.207292228E+00 1.207389816E+00
3.162000E+11 3.162E+15 295 1.800E-4 1.225920191E+00 1.225974665E+00 1.207463984E+00 1.207529847E+00
4.642000E+11 3.162E+15 295 1.800E-4 1.226255701E+00 1.226292181E+00 1.207675142E+00 1.207719431E+00
6.813000E+11 3.162E+15 295 1.800E-4 1.228199416E+00 1.228560186E+00 1.207938264E+00 1.207967924E+00
1.000000E+12 3.162E+15 295 1.800E-4 1.233010124E+00 1.233026832E+00 1.210729858E+00 1.210996790E+00
1.468000E+12 3.162E+15 295 1.800E-4 1.233755586E+00 1.233767524E+00 1.214246746E+00 1.214260645E+00
2.154000E+12 3.162E+15 295 1.800E-4 1.234380313E+00 1.234388203E+00 1.224930036E+00 1.225159508E+00
3.162000E+12 3.162E+15 295 1.800E-4 1.237493710E+00 1.237647383E+00 1.227467696E+00 1.227474423E+00
4.642000E+12 3.162E+15 295 1.800E-4 1.251287880E+00 1.251400216E+00 1.228075481E+00 1.228079563E+00
6.813000E+12 3.162E+15 295 1.800E-4 1.252833066E+00 1.252835736E+00 1.228511032E+00 1.228513793E+00
1.000000E+13 3.162E+15 295 1.800E-4 1.253276387E+00 1.253278177E+00 1.229653275E+00 1.229768546E+00
1.000000E+10 3.162E+15 300 1.800E-4 1.220467846E+00 1.228637341E+00 1.202237600E+00 1.205007279E+00
1.468000E+10 3.162E+15 300 1.800E-4 1.223663708E+00 1.228662541E+00 1.203122375E+00 1.205016644E+00
2.154000E+10 3.162E+15 300 1.800E-4 1.226181656E+00 1.228699178E+00 1.203736815E+00 1.205030330E+00
3.162000E+10 3.162E+15 300 1.800E-4 1.227891591E+00 1.228752335E+00 1.204168097E+00 1.205050272E+00
4.642000E+10 3.162E+15 300 1.800E-4 1.228243108E+00 1.228829075E+00 1.204478313E+00 1.205079297E+00
6.813000E+10 3.162E+15 300 1.800E-4 1.228540580E+00 1.228939017E+00 1.204712360E+00 1.205121355E+00
1.000000E+11 3.162E+15 300 1.800E-4 1.228824362E+00 1.229094847E+00 1.204904009E+00 1.205181966E+00
1.468000E+11 3.162E+15 300 1.800E-4 1.229129161E+00 1.229312439E+00 1.205079980E+00 1.205350007E+00
2.154000E+11 3.162E+15 300 1.800E-4 1.229486214E+00 1.229610114E+00 1.205690597E+00 1.206746159E+00
3.162000E+11 3.162E+15 300 1.800E-4 1.229922737E+00 1.230006261E+00 1.207998939E+00 1.208751374E+00
4.642000E+11 3.162E+15 300 1.800E-4 1.230458847E+00 1.230514953E+00 1.211060103E+00 1.211604271E+00
6.813000E+11 3.162E+15 300 1.800E-4 1.231102253E+00 1.231139812E+00 1.213068704E+00 1.213109603E+00
1.000000E+12 3.162E+15 300 1.800E-4 1.231660686E+00 1.231682066E+00 1.213484267E+00 1.213511589E+00
1.468000E+12 3.162E+15 300 1.800E-4 1.232530069E+00 1.232544157E+00 1.213975401E+00 1.213993591E+00
2.154000E+12 3.162E+15 300 1.800E-4 1.239106720E+00 1.239116392E+00 1.214524915E+00 1.214536980E+00
3.162000E+12 3.162E+15 300 1.800E-4 1.240185743E+00 1.240192161E+00 1.220633871E+00 1.220642279E+00
4.642000E+12 3.162E+15 300 1.800E-4 1.240997209E+00 1.241001692E+00 1.233446921E+00 1.233452251E+00
6.813000E+12 3.162E+15 300 1.800E-4 1.251806394E+00 1.251907149E+00 1.234061855E+00 1.234065507E+00
1.000000E+13 3.162E+15 300 1.800E-4 1.258500149E+00 1.258502475E+00 1.234559515E+00 1.234561934E+00
1.000000E+10 3.162E+15 305 1.800E-4 1.218363498E+00 1.224601925E+00 1.206368613E+00 1.209575549E+00
1.468000E+10 3.162E+15 305 1.800E-4 1.219296350E+00 1.224702599E+00 1.207391800E+00 1.209586919E+00
2.154000E+10 3.162E+15 305 1.800E-4 1.220165160E+00 1.224850176E+00 1.208103748E+00 1.209603531E+00
3.162000E+10 3.162E+15 305 1.800E-4 1.221746090E+00 1.225066360E+00 1.208604553E+00 1.209627765E+00
4.642000E+10 3.162E+15 305 1.800E-4 1.223044629E+00 1.225382715E+00 1.208965827E+00 1.209663059E+00
6.813000E+10 3.162E+15 305 1.800E-4 1.224202167E+00 1.225845036E+00 1.209239691E+00 1.209714223E+00
1.000000E+11 3.162E+15 305 1.800E-4 1.225362745E+00 1.226519287E+00 1.209465494E+00 1.209788048E+00
1.468000E+11 3.162E+15 305 1.800E-4 1.226680504E+00 1.227499690E+00 1.209674818E+00 1.209893715E+00
2.154000E+11 3.162E+15 305 1.800E-4 1.228332489E+00 1.228919035E+00 1.209895053E+00 1.210043293E+00
3.162000E+11 3.162E+15 305 1.800E-4 1.230534072E+00 1.230960874E+00 1.210151564E+00 1.210251687E+00
4.642000E+11 3.162E+15 305 1.800E-4 1.233273974E+00 1.233337466E+00 1.210468257E+00 1.210535671E+00
6.813000E+11 3.162E+15 305 1.800E-4 1.234219452E+00 1.234261908E+00 1.210865952E+00 1.210911149E+00
1.000000E+12 3.162E+15 305 1.800E-4 1.235290878E+00 1.235319198E+00 1.211358118E+00 1.211388275E+00
1.468000E+12 3.162E+15 305 1.800E-4 1.236440757E+00 1.236459563E+00 1.217592388E+00 1.217802318E+00
2.154000E+12 3.162E+15 305 1.800E-4 1.237606060E+00 1.237618526E+00 1.219593694E+00 1.219607559E+00
3.162000E+12 3.162E+15 305 1.800E-4 1.240038506E+00 1.240151460E+00 1.220329089E+00 1.220338249E+00
4.642000E+12 3.162E+15 305 1.800E-4 1.245644749E+00 1.245650480E+00 1.223561377E+00 1.223653314E+00
6.813000E+12 3.162E+15 305 1.800E-4 1.246512527E+00 1.246516377E+00 1.232570964E+00 1.232678290E+00
1.000000E+13 3.162E+15 305 1.800E-4 1.248525046E+00 1.248601402E+00 1.239814697E+00 1.239817836E+00
1.000000E+10 3.162E+15 310 1.800E-4 1.201733916E+00 1.205166751E+00 1.209410338E+00 1.213474613E+00
1.468000E+10 3.162E+15 310 1.800E-4 1.203041980E+00 1.205392124E+00 1.210702802E+00 1.213488435E+00
2.154000E+10 3.162E+15 310 1.800E-4 1.204113801E+00 1.205777273E+00 1.211603623E+00 1.213508610E+00
3.162000E+10 3.162E+15 310 1.800E-4 1.205723722E+00 1.207201754E+00 1.212237456E+00 1.213538043E+00
4.642000E+10 3.162E+15 310 1.800E-4 1.208244771E+00 1.209256063E+00 1.212694213E+00 1.213580970E+00
6.813000E+10 3.162E+15 310 1.800E-4 1.211502298E+00 1.212194568E+00 1.213039382E+00 1.213643190E+00
1.000000E+11 3.162E+15 310 1.800E-4 1.214894473E+00 1.215259748E+00 1.213322403E+00 1.213733035E+00
1.468000E+11 3.162E+15 310 1.800E-4 1.217002474E+00 1.217250308E+00 1.213582907E+00 1.213861724E+00
2.154000E+11 3.162E+15 310 1.800E-4 1.219645721E+00 1.219798428E+00 1.213855160E+00 1.214044121E+00
3.162000E+11 3.162E+15 310 1.800E-4 1.220437144E+00 1.220540091E+00 1.214170920E+00 1.214298665E+00
4.642000E+11 3.162E+15 310 1.800E-4 1.221436945E+00 1.221502264E+00 1.214560329E+00 1.214646434E+00
6.813000E+11 3.162E+15 310 1.800E-4 1.228612529E+00 1.228646890E+00 1.215050052E+00 1.215107863E+00
1.000000E+12 3.162E+15 310 1.800E-4 1.235400253E+00 1.235554168E+00 1.215658367E+00 1.215697009E+00
1.468000E+12 3.162E+15 310 1.800E-4 1.238814407E+00 1.238837801E+00 1.216387732E+00 1.216413448E+00
2.154000E+12 3.162E+15 310 1.800E-4 1.240476783E+00 1.240492400E+00 1.217236362E+00 1.217253401E+00
3.162000E+12 3.162E+15 310 1.800E-4 1.242181407E+00 1.242191705E+00 1.225021887E+00 1.225033700E+00
4.642000E+12 3.162E+15 310 1.800E-4 1.243654742E+00 1.243661670E+00 1.226067781E+00 1.226075419E+00
6.813000E+12 3.162E+15 310 1.800E-4 1.250425396E+00 1.250430286E+00 1.226981153E+00 1.226986281E+00
1.000000E+13 3.162E+15 310 1.800E-4 1.251554479E+00 1.251557773E+00 1.233083367E+00 1.233087068E+00
1.000000E+10 3.162E+15 315 1.800E-4 1.182450938E+00 1.185328653E+00 1.211299840E+00 1.216358803E+00
1.468000E+10 3.162E+15 315 1.800E-4 1.183394056E+00 1.185471381E+00 1.212903537E+00 1.216376201E+00
2.154000E+10 3.162E+15 315 1.800E-4 1.184290444E+00 1.013431658E+00 1.214024262E+00 1.216401700E+00
3.162000E+10 3.162E+15 315 1.800E-4 1.185383807E+00 1.186467519E+00 1.214814414E+00 1.021665048E+00
4.642000E+10 3.162E+15 315 1.800E-4 1.186573687E+00 1.187311964E+00 1.215384725E+00 1.216492955E+00
6.813000E+10 3.162E+15 315 1.800E-4 1.188008164E+00 1.188510481E+00 1.215816414E+00 1.216571474E+00
1.000000E+11 3.162E+15 315 1.800E-4 1.189844681E+00 1.190186088E+00 1.216171002E+00 1.216684772E+00
1.468000E+11 3.162E+15 315 1.800E-4 1.194635568E+00 1.194917231E+00 1.216497982E+00 1.216847020E+00
2.154000E+11 3.162E+15 315 1.800E-4 1.200491049E+00 1.200656719E+00 1.216840113E+00 1.217076901E+00
3.162000E+11 3.162E+15 315 1.800E-4 1.204489999E+00 1.204596245E+00 1.217237322E+00 1.217397548E+00
4.642000E+11 3.162E+15 315 1.800E-4 1.205505189E+00 1.323897766E+00 1.217727338E+00 1.217835481E+00
6.813000E+11 3.162E+15 315 1.800E-4 1.209225593E+00 1.209274537E+00 1.218343808E+00 1.218416536E+00
1.000000E+12 3.162E+15 315 1.800E-4 1.222758255E+00 1.222794957E+00 1.219128962E+00 1.219177680E+00
1.468000E+12 3.162E+15 315 1.800E-4 1.226926374E+00 1.226951660E+00 1.220049343E+00 1.220081844E+00
2.154000E+12 3.162E+15 315 1.800E-4 1.232182075E+00 1.232198632E+00 1.221118581E+00 1.221140209E+00
3.162000E+12 3.162E+15 315 1.800E-4 1.243930505E+00 1.243943365E+00 1.222247015E+00 1.222261404E+00
4.642000E+12 3.162E+15 315 1.800E-4 1.245907895E+00 1.245916599E+00 1.226614896E+00 1.226706883E+00
6.813000E+12 3.162E+15 315 1.800E-4 1.247643157E+00 1.247649054E+00 1.231415758E+00 1.231422419E+00
1.000000E+13 3.162E+15 315 1.800E-4 1.254647086E+00 1.254651264E+00 1.232486963E+00 1.232491452E+00
1.000000E+10 3.162E+15 320 1.800E-4 1.167032414E+00 1.169857495E+00 1.212183306E+00 1.218376761E+00
1.468000E+10 3.162E+15 320 1.800E-4 1.167958257E+00 1.169892255E+00 1.214140163E+00 1.218398994E+00
2.154000E+10 3.162E+15 320 1.800E-4 1.168621534E+00 1.169942830E+00 1.215512129E+00 1.218431483E+00
3.162000E+10 3.162E+15 320 1.800E-4 1.169115009E+00 1.170016260E+00 1.216482269E+00 1.218478863E+00
4.642000E+10 3.162E+15 320 1.800E-4 1.169508266E+00 1.170122135E+00 1.217184652E+00 1.218547842E+00
6.813000E+10 3.162E+15 320 1.800E-4 1.169856186E+00 1.170273690E+00 1.217718419E+00 1.218647830E+00
1.000000E+11 3.162E+15 320 1.800E-4 1.170204809E+00 1.170488366E+00 1.218159171E+00 1.218791923E+00
1.468000E+11 3.162E+15 320 1.800E-4 1.171377125E+00 1.171592352E+00 1.218567787E+00 1.218998059E+00
2.154000E+11 3.162E+15 320 1.800E-4 1.174830079E+00 1.174976515E+00 1.218997346E+00 1.219289492E+00
3.162000E+11 3.162E+15 320 1.800E-4 1.184616701E+00 1.184725772E+00 1.219496950E+00 1.219694952E+00
4.642000E+11 3.162E+15 320 1.800E-4 1.189973080E+00 1.190046477E+00 1.220113054E+00 1.220246916E+00
6.813000E+11 3.162E+15 320 1.800E-4 1.191240078E+00 1.191289324E+00 1.220886477E+00 1.220976715E+00
1.000000E+12 3.162E+15 320 1.800E-4 1.201099004E+00 1.201131378E+00 1.221862688E+00 1.221923385E+00
1.468000E+12 3.162E+15 320 1.800E-4 1.211309009E+00 1.211335004E+00 1.223011547E+00 1.223052184E+00
2.154000E+12 3.162E+15 320 1.800E-4 1.214431941E+00 1.214448428E+00 1.224322152E+00 1.224349313E+00
3.162000E+12 3.162E+15 320 1.800E-4 1.228711545E+00 1.228725251E+00 1.225731734E+00 1.225749863E+00
4.642000E+12 3.162E+15 320 1.800E-4 1.234288600E+00 1.234298074E+00 1.227269562E+00 1.227281536E+00
6.813000E+12 3.162E+15 320 1.800E-4 1.236394006E+00 1.236400468E+00 1.229400353E+00 1.229471608E+00
1.000000E+13 3.162E+15 320 1.800E-4 1.248381457E+00 1.248389545E+00 1.236634896E+00 1.236640653E+00
1.000000E+10 3.162E+15 325 1.800E-4 1.148585601E+00 1.151848306E+00 1.211013100E+00 1.218412185E+00
1.468000E+10 3.162E+15 325 1.800E-4 1.149907253E+00 1.152145203E+00 1.213344955E+00 1.218442778E+00
2.154000E+10 3.162E+15 325 1.800E-4 1.151044984E+00 1.152576317E+00 1.214988038E+00 1.218487509E+00
3.162000E+10 3.162E+15 325 1.800E-4 1.152153391E+00 1.153199421E+00 1.216156757E+00 1.218552727E+00
4.642000E+10 3.162E+15 325 1.800E-4 1.153379955E+00 1.154093544E+00 1.217010232E+00 1.218647513E+00
6.813000E+10 3.162E+15 325 1.800E-4 1.155608275E+00 1.156172526E+00 1.217667547E+00 1.218784673E+00
1.000000E+11 3.162E+15 325 1.800E-4 1.157846954E+00 1.158145380E+00 1.218220622E+00 1.218981945E+00
1.468000E+11 3.162E+15 325 1.800E-4 1.158273608E+00 1.158475366E+00 1.218744762E+00 1.219262998E+00
2.154000E+11 3.162E+15 325 1.800E-4 1.158789888E+00 1.158926823E+00 1.219306073E+00 1.219658397E+00
3.162000E+11 3.162E+15 325 1.800E-4 1.160299729E+00 1.160396335E+00 1.219965662E+00 1.220204864E+00
4.642000E+11 3.162E+15 325 1.800E-4 1.170245362E+00 1.170314988E+00 1.220780112E+00 1.220942294E+00
6.813000E+11 3.162E+15 325 1.800E-4 1.176002859E+00 1.176051136E+00 1.221781884E+00 1.221891535E+00
1.000000E+12 3.162E+15 325 1.800E-4 1.178567274E+00 1.178598264E+00 1.223030011E+00 1.223104019E+00
1.468000E+12 3.162E+15 325 1.800E-4 1.193737107E+00 1.193762731E+00 1.224507964E+00 1.224557861E+00
2.154000E+12 3.162E+15 325 1.800E-4 1.198012239E+00 1.198030162E+00 1.226175335E+00 1.226208915E+00
3.162000E+12 3.162E+15 325 1.800E-4 1.206083406E+00 1.206102431E+00 1.227953422E+00 1.227976026E+00
4.642000E+12 3.162E+15 325 1.800E-4 1.218378621E+00 1.218391224E+00 1.229869682E+00 1.229885047E+00
6.813000E+12 3.162E+15 325 1.800E-4 1.221036559E+00 1.221043195E+00 1.231632962E+00 1.231643304E+00
1.000000E+13 3.162E+15 325 1.800E-4 1.228287440E+00 1.228303630E+00 1.233141340E+00 1.233197622E+00
1.000000E+10 3.162E+15 330 1.800E-4 1.120605454E+00 1.124066896E+00 1.184468903E+00 1.191440256E+00
1.468000E+10 3.162E+15 330 1.800E-4 1.122315698E+00 1.124697149E+00 1.186745254E+00 1.191560740E+00
2.154000E+10 3.162E+15 330 1.800E-4 1.123979703E+00 1.125614321E+00 1.188422431E+00 1.191736367E+00
3.162000E+10 3.162E+15 330 1.800E-4 1.125822759E+00 1.126943461E+00 1.189716367E+00 1.191991640E+00
4.642000E+10 3.162E+15 330 1.800E-4 1.128090004E+00 1.128858227E+00 1.190800783E+00 1.192361119E+00
6.813000E+10 3.162E+15 330 1.800E-4 1.131205035E+00 1.131727803E+00 1.191822476E+00 1.192892174E+00
1.000000E+11 3.162E+15 330 1.800E-4 1.133507319E+00 1.133820740E+00 1.192914706E+00 1.193648596E+00
1.468000E+11 3.162E+15 330 1.800E-4 1.137807832E+00 1.138058910E+00 1.195457110E+00 1.196007933E+00
2.154000E+11 3.162E+15 330 1.800E-4 1.140014965E+00 1.140148274E+00 1.199591076E+00 1.199983597E+00
3.162000E+11 3.162E+15 330 1.800E-4 1.140598994E+00 1.140685042E+00 1.203620834E+00 1.203874909E+00
4.642000E+11 3.162E+15 330 1.800E-4 1.146477180E+00 1.146543292E+00 1.206445327E+00 1.206621499E+00
6.813000E+11 3.162E+15 330 1.800E-4 1.157445286E+00 1.157491894E+00 1.208696304E+00 1.208811856E+00
1.000000E+12 3.162E+15 330 1.800E-4 1.165481621E+00 1.165515600E+00 1.210167320E+00 1.210245549E+00
1.468000E+12 3.162E+15 330 1.800E-4 1.170492755E+00 1.170516313E+00 1.213750295E+00 1.213820880E+00
2.154000E+12 3.162E+15 330 1.800E-4 1.183362350E+00 1.183379916E+00 1.223787968E+00 1.223900161E+00
3.162000E+12 3.162E+15 330 1.800E-4 1.186057314E+00 1.186071102E+00 1.227879343E+00 1.227903979E+00
4.642000E+12 3.162E+15 330 1.800E-4 1.199254865E+00 1.199267933E+00 1.230313359E+00 1.230329532E+00
6.813000E+12 3.162E+15 330 1.800E-4 1.205992435E+00 1.205999227E+00 1.232965402E+00 1.232978457E+00
1.000000E+13 3.162E+15 330 1.800E-4 1.207752901E+00 1.207757596E+00 1.234858815E+00 1.234867938E+00
1.000000E+10 3.162E+15 335 1.800E-4 1.013525159E+00 1.014097888E+00 1.165614970E+00 1.172778887E+00
1.468000E+10 3.162E+15 335 1.800E-4 1.014313537E+00 1.008799077E+00 1.167964147E+00 1.172918816E+00
2.154000E+10 3.162E+15 335 1.800E-4 1.014802825E+00 1.015548679E+00 1.169710133E+00 1.173122865E+00
3.162000E+10 3.162E+15 335 1.800E-4 1.016315129E+00 1.016326656E+00 1.171074888E+00 1.173334356E+00
4.642000E+10 3.162E+15 335 1.800E-4 1.017534676E+00 1.008804628E+00 1.171965923E+00 1.173426405E+00
6.813000E+10 3.162E+15 335 1.800E-4 1.020468480E+00 1.020363853E+00 1.172562907E+00 1.173559727E+00
1.000000E+11 3.162E+15 335 1.800E-4 1.026570377E+00 1.026438642E+00 1.173071660E+00 1.173751173E+00
1.468000E+11 3.162E+15 335 1.800E-4 1.037366205E+00 1.035939110E+00 1.173561180E+00 1.174023727E+00
2.154000E+11 3.162E+15 335 1.800E-4 1.047623245E+00 1.047640435E+00 1.174092002E+00 1.174406545E+00
3.162000E+11 3.162E+15 335 1.800E-4 1.095451298E+00 1.095509522E+00 1.174711496E+00 1.174925019E+00
4.642000E+11 3.162E+15 335 1.800E-4 1.111080947E+00 1.111126478E+00 1.176858441E+00 1.177022361E+00
6.813000E+11 3.162E+15 335 1.800E-4 1.129597369E+00 1.129635511E+00 1.181843004E+00 1.181986114E+00
1.000000E+12 3.162E+15 335 1.800E-4 1.147136608E+00 1.147169456E+00 1.191415805E+00 1.191505565E+00
1.468000E+12 3.162E+15 335 1.800E-4 1.153445923E+00 1.153470239E+00 1.195769594E+00 1.195822753E+00
2.154000E+12 3.162E+15 335 1.800E-4 1.163630267E+00 1.163653588E+00 1.197802235E+00 1.197838273E+00
3.162000E+12 3.162E+15 335 1.800E-4 1.173923661E+00 1.173935666E+00 1.203054125E+00 1.203094982E+00
4.642000E+12 3.162E+15 335 1.800E-4 1.176465912E+00 1.176478358E+00 1.212339679E+00 1.212407598E+00
6.813000E+12 3.162E+15 335 1.800E-4 1.188264134E+00 1.188274804E+00 1.218275140E+00 1.218302817E+00
1.000000E+13 3.162E+15 335 1.800E-4 1.193020469E+00 1.193025043E+00 1.221635818E+00 1.221658044E+00
1.000000E+10 3.162E+15 340 1.800E-4 1.009002516E+00 1.009860959E+00 1.131562576E+00 1.137025626E+00
1.468000E+10 3.162E+15 340 1.800E-4 1.009101026E+00 1.008146950E+00 1.133404204E+00 1.137181237E+00
2.154000E+10 3.162E+15 340 1.800E-4 1.008966418E+00 1.009771328E+00 1.134807058E+00 1.137408294E+00
3.162000E+10 3.162E+15 340 1.800E-4 1.007746840E+00 1.009723595E+00 1.135951306E+00 1.137738489E+00
4.642000E+10 3.162E+15 340 1.800E-4 1.007927585E+00 1.009658527E+00 1.136990228E+00 1.138216634E+00
6.813000E+10 3.162E+15 340 1.800E-4 1.009699162E+00 1.009443459E+00 1.138063239E+00 1.138904810E+00
1.000000E+11 3.162E+15 340 1.800E-4 1.009707823E+00 1.009686027E+00 1.139334845E+00 1.139924403E+00
1.468000E+11 3.162E+15 340 1.800E-4 1.010011352E+00 1.010142319E+00 1.141432038E+00 1.141869221E+00
2.154000E+11 3.162E+15 340 1.800E-4 1.010780049E+00 1.008440726E+00 1.145855071E+00 1.146165279E+00
3.162000E+11 3.162E+15 340 1.800E-4 1.012237375E+00 1.012314288E+00 1.148999557E+00 1.149202407E+00
4.642000E+11 3.162E+15 340 1.800E-4 1.009101203E+00 1.012859659E+00 1.154054736E+00 1.154212728E+00
6.813000E+11 3.162E+15 340 1.800E-4 1.018903400E+00 1.018974728E+00 1.158693028E+00 1.158788350E+00
1.000000E+12 3.162E+15 340 1.800E-4 1.050801731E+00 1.050785932E+00 1.159951788E+00 1.160016224E+00
1.468000E+12 3.162E+15 340 1.800E-4 1.112184488E+00 1.112192933E+00 1.167318655E+00 1.167403025E+00
2.154000E+12 3.162E+15 340 1.800E-4 1.136458862E+00 1.136473297E+00 1.180154682E+00 1.180202722E+00
3.162000E+12 3.162E+15 340 1.800E-4 1.154459728E+00 1.154472117E+00 1.184348823E+00 1.184373418E+00
4.642000E+12 3.162E+15 340 1.800E-4 1.157787320E+00 1.157794359E+00 1.186570161E+00 1.186586930E+00
6.813000E+12 3.162E+15 340 1.800E-4 1.165497742E+00 1.165507716E+00 1.191780160E+00 1.370947453E+00
1.000000E+13 3.162E+15 340 1.800E-4 1.174114235E+00 1.174124346E+00 1.196752902E+00 1.196802595E+00
1.000000E+10 1.778E+15 290 1.800E-4 1.210142618E+00 1.211146617E+00 1.194725432E+00 1.201424352E+00
1.468000E+10 1.778E+15 290 1.800E-4 1.210476819E+00 1.211161480E+00 1.195836576E+00 1.201428394E+00
2.154000E+10 1.778E+15 290 1.800E-4 1.210716576E+00 1.211183077E+00 1.198577555E+00 1.201434265E+00
3.162000E+10 1.778E+15 290 1.800E-4 1.210896809E+00 1.211214427E+00 1.200684614E+00 1.201442820E+00
4.642000E+10 1.778E+15 290 1.800E-4 1.211043665E+00 1.211259724E+00 1.201209092E+00 1.201455296E+00
6.813000E+10 1.778E+15 290 1.800E-4 1.211177911E+00 1.211324719E+00 1.201305918E+00 1.201473412E+00
1.000000E+11 1.778E+15 290 1.800E-4 1.211317438E+00 1.211417056E+00 1.201385808E+00 1.201499669E+00
1.468000E+11 1.778E+15 290 1.800E-4 1.211479000E+00 1.211546463E+00 1.201460171E+00 1.201537479E+00
2.154000E+11 1.778E+15 290 1.800E-4 1.211678769E+00 1.211724373E+00 1.201539056E+00 1.202416158E+00
3.162000E+11 1.778E+15 290 1.800E-4 1.213509052E+00 1.213884138E+00 1.203846717E+00 1.204584500E+00
4.642000E+11 1.778E+15 290 1.800E-4 1.217637523E+00 1.217861823E+00 1.207164886E+00 1.207693566E+00
6.813000E+11 1.778E+15 290 1.800E-4 1.218246793E+00 1.218261136E+00 1.211721040E+00 1.212106601E+00
1.000000E+12 1.778E+15 290 1.800E-4 1.218722502E+00 1.218732054E+00 1.214231667E+00 1.214243572E+00
1.468000E+12 1.778E+15 290 1.800E-4 1.219249559E+00 1.219255893E+00 1.214493461E+00 1.214501384E+00
2.154000E+12 1.778E+15 290 1.800E-4 1.220292550E+00 1.220372583E+00 1.214800244E+00 1.214805501E+00
3.162000E+12 1.778E+15 290 1.800E-4 1.232772179E+00 1.232844449E+00 1.215137144E+00 1.215140614E+00
4.642000E+12 1.778E+15 290 1.800E-4 1.237427870E+00 1.237430009E+00 1.215480225E+00 1.215482514E+00
6.813000E+12 1.778E+15 290 1.800E-4 1.237946935E+00 1.237948365E+00 1.219917462E+00 1.220009353E+00
1.000000E+13 1.778E+15 290 1.800E-4 1.238306333E+00 1.238307283E+00 1.228670048E+00 1.228671162E+00
1.000000E+10 1.778E+15 295 1.800E-4 1.212778383E+00 1.214068281E+00 1.197947667E+00 1.200925598E+00
1.468000E+10 1.778E+15 295 1.800E-4 1.213212860E+00 1.214092870E+00 1.199970300E+00 1.200930455E+00
2.154000E+10 1.778E+15 295 1.800E-4 1.213528847E+00 1.214128653E+00 1.200282711E+00 1.200937558E+00
3.162000E+10 1.778E+15 295 1.800E-4 1.213772042E+00 1.214180495E+00 1.200501635E+00 1.200947928E+00
4.642000E+10 1.778E+15 295 1.800E-4 1.213977362E+00 1.214255237E+00 1.200659104E+00 1.200963033E+00
6.813000E+10 1.778E+15 295 1.800E-4 1.214173293E+00 1.214362151E+00 1.200778178E+00 1.200985018E+00
1.000000E+11 1.778E+15 295 1.800E-4 1.214385173E+00 1.214513348E+00 1.200876249E+00 1.201016870E+00
1.468000E+11 1.778E+15 295 1.800E-4 1.214636973E+00 1.214723806E+00 1.200967279E+00 1.201062781E+00
2.154000E+11 1.778E+15 295 1.800E-4 1.214951725E+00 1.215010416E+00 1.201063631E+00 1.201128379E+00
3.162000E+11 1.778E+15 295 1.800E-4 1.215350046E+00 1.215389593E+00 1.201177192E+00 1.201221003E+00
4.642000E+11 1.778E+15 295 1.800E-4 1.215846277E+00 1.215872836E+00 1.201319984E+00 1.201555550E+00
6.813000E+11 1.778E+15 295 1.800E-4 1.216443358E+00 1.216461138E+00 1.204035400E+00 1.204274744E+00
1.000000E+12 1.778E+15 295 1.800E-4 1.217128387E+00 1.217140245E+00 1.207272467E+00 1.207286649E+00
1.468000E+12 1.778E+15 295 1.800E-4 1.223435637E+00 1.223443841E+00 1.207582694E+00 1.207592126E+00
2.154000E+12 1.778E+15 295 1.800E-4 1.224228785E+00 1.224234237E+00 1.216054607E+00 1.216201067E+00
3.162000E+12 1.778E+15 295 1.800E-4 1.225078187E+00 1.225081722E+00 1.220331837E+00 1.220336424E+00
4.642000E+12 1.778E+15 295 1.800E-4 1.230153772E+00 1.230204716E+00 1.220793766E+00 1.220796787E+00
6.813000E+12 1.778E+15 295 1.800E-4 1.242522136E+00 1.242524003E+00 1.221310622E+00 1.221312581E+00
1.000000E+13 1.778E+15 295 1.800E-4 1.243070849E+00 1.243072109E+00 1.221713775E+00 1.221715105E+00
1.000000E+10 1.778E+15 300 1.800E-4 1.200462256E+00 1.201879625E+00 1.197160620E+00 1.202989433E+00
1.468000E+10 1.778E+15 300 1.800E-4 1.200944045E+00 1.201911321E+00 1.197719271E+00 1.203063127E+00
2.154000E+10 1.778E+15 300 1.800E-4 1.201298013E+00 1.201957456E+00 1.198106329E+00 1.203171165E+00
3.162000E+10 1.778E+15 300 1.800E-4 1.201575126E+00 1.202024271E+00 1.198710334E+00 1.203329475E+00
4.642000E+10 1.778E+15 300 1.800E-4 1.201814853E+00 1.202120494E+00 1.200330939E+00 1.203561270E+00
6.813000E+10 1.778E+15 300 1.800E-4 1.202050167E+00 1.202257873E+00 1.201650665E+00 1.203900261E+00
1.000000E+11 1.778E+15 300 1.800E-4 1.202310763E+00 1.202451774E+00 1.202830563E+00 1.204395211E+00
1.468000E+11 1.778E+15 300 1.800E-4 1.202625182E+00 1.202720745E+00 1.204026166E+00 1.205116086E+00
2.154000E+11 1.778E+15 300 1.800E-4 1.204436000E+00 1.204499781E+00 1.205399691E+00 1.205813714E+00
3.162000E+11 1.778E+15 300 1.800E-4 1.207865691E+00 1.207899940E+00 1.205873887E+00 1.205930968E+00
4.642000E+11 1.778E+15 300 1.800E-4 1.217803255E+00 1.217836655E+00 1.206055406E+00 1.206093940E+00
