X Y Yfit
7.700E+1 6.880E+22 7.005E+22 5.550E+2 5.550E+2
8.500E+1 6.900E+22 1.271E+21 5.550E+2 5.550E+2
9.000E+1 6.930E+22 1.495E+20 5.550E+2 5.550E+2
9.500E+1 6.930E+22 2.210E+19 5.550E+2 5.550E+2
1.000E+2 6.930E+22 3.966E+18 5.550E+2 5.550E+2
1.100E+2 7.060E+22 2.054E+17 5.550E+2 5.550E+2
1.200E+2 7.120E+22 1.756E+16 5.550E+2 5.550E+2
1.300E+2 7.220E+22 2.205E+15 5.550E+2 5.550E+2
1.400E+2 7.330E+22 3.746E+14 5.550E+2 5.550E+2
1.500E+2 7.620E+22 8.097E+13 5.550E+2 5.550E+2
1.600E+2 7.970E+22 2.129E+13 5.550E+2 5.550E+2
1.700E+2 8.530E+22 6.572E+12 5.550E+2 5.550E+2
1.800E+2 9.200E+22 2.320E+12 5.550E+2 5.550E+2
1.900E+2 1.000E+23 9.164E+11 5.550E+2 5.550E+2
2.000E+2 1.086E+23 3.983E+11 5.550E+2 5.550E+2
2.100E+2 1.170E+23 1.879E+11 5.550E+2 5.550E+2
2.200E+2 1.246E+23 9.507E+10 5.550E+2 5.550E+2
2.300E+2 1.327E+23 5.115E+10 5.550E+2 5.550E+2
2.400E+2 1.400E+23 2.903E+10 5.550E+2 5.550E+2
2.500E+2 1.460E+23 1.727E+10 5.550E+2 5.550E+2
2.600E+2 1.518E+23 1.071E+10 5.550E+2 5.550E+2
2.700E+2 1.580E+23 6.889E+9 5.550E+2 5.550E+2
2.800E+2 1.637E+23 4.580E+9 5.550E+2 5.550E+2
2.900E+2 1.684E+23 3.136E+9 5.550E+2 5.550E+2
