X Y Yfit
3.9590000E-2 2.7430000E-1 7.4359550E-1
4.1590000E-2 3.0880000E-1 6.9358680E-1
4.3590000E-2 3.4880000E-1 6.4660834E-1
4.5590000E-2 3.9970000E-1 6.0238816E-1
4.7590000E-2 4.6700000E-1 5.6068933E-1
4.9590000E-2 5.5610000E-1 5.2130418E-1
5.1590000E-2 6.6710000E-1 4.8404972E-1
5.3590000E-2 7.7790000E-1 4.4876382E-1
5.5590000E-2 8.6110000E-1 4.1530219E-1
5.7590000E-2 8.8930000E-1 3.8353584E-1
5.9590000E-2 8.3490000E-1 3.5334899E-1
6.1590000E-2 6.7380000E-1 3.2463734E-1
6.3590000E-2 4.1760000E-1 2.9730659E-1
6.5590000E-2 1.0030000E-1 2.7127121E-1
6.7590000E-2 -2.4350000E-1 2.4645335E-1
6.9590000E-2 -5.7960000E-1 2.2278201E-1
7.1590000E-2 -8.7540000E-1 2.0019219E-1
7.3590000E-2 -1.1120000E+0 1.7862430E-1
7.5590000E-2 -1.2780000E+0 1.5802352E-1
7.7590000E-2 -1.3610000E+0 1.3833934E-1
7.9590000E-2 -1.3490000E+0 1.1952509E-1
8.1590000E-2 -1.2370000E+0 1.0153758E-1
8.3590000E-2 -1.0290000E+0 8.4336781E-2
8.5590000E-2 -7.3470000E-1 6.7885475E-2
8.7590000E-2 -3.6120000E-1 5.2149036E-2
8.9590000E-2 8.3450000E-2 3.7095184E-2
9.1590000E-2 5.9150000E-1 2.2693775E-2
9.3590000E-2 1.1560000E+0 8.9166187E-3
9.5590000E-2 1.7690000E+0 -4.2626855E-3
9.7590000E-2 2.4240000E+0 -1.6868899E-2
9.9590000E-2 3.1140000E+0 -2.8925275E-2
1.0160000E-1 3.8240000E+0 -4.0510032E-2
1.0360000E-1 4.4760000E+0 -5.1528568E-2
1.0560000E-1 4.9580000E+0 -6.2059222E-2
1.0760000E-1 5.1630000E+0 -7.2120303E-2
1.0960000E-1 4.9820000E+0 -8.1729108E-2
1.1160000E-1 4.3820000E+0 -9.0901995E-2
1.1360000E-1 3.4330000E+0 -9.9654451E-2
1.1560000E-1 2.2110000E+0 -1.0800115E-1
1.1760000E-1 7.9320000E-1 -1.1595602E-1
1.1960000E-1 -7.4400000E-1 -1.2353227E-1
1.2160000E-1 -2.3180000E+0 -1.3074245E-1
1.2360000E-1 -3.7980000E+0 -1.3759853E-1
1.2560000E-1 -5.0340000E+0 -1.4411185E-1
1.2760000E-1 -5.8760000E+0 -1.5029326E-1
1.2960000E-1 -6.1770000E+0 -1.5615308E-1
1.3160000E-1 -5.9400000E+0 -1.6170116E-1
1.3360000E-1 -5.3280000E+0 -1.6694690E-1
1.3560000E-1 -4.5120000E+0 -1.7189928E-1
1.3760000E-1 -3.6640000E+0 -1.7656691E-1
1.3960000E-1 -2.9520000E+0 -1.8095799E-1
1.4160000E-1 -2.4760000E+0 -1.8508040E-1
1.4360000E-1 -2.2220000E+0 -1.8894167E-1
1.4560000E-1 -2.1690000E+0 -1.9254902E-1
1.4760000E-1 -2.2940000E+0 -1.9590939E-1
1.4960000E-1 -2.5740000E+0 -1.9902942E-1
1.5160000E-1 -2.9720000E+0 -2.0191550E-1
1.5360000E-1 -3.3720000E+0 -2.0457376E-1
1.5560000E-1 -3.6320000E+0 -2.0701010E-1
1.5760000E-1 -3.6090000E+0 -2.0923017E-1
1.5960000E-1 -3.1630000E+0 -2.1123945E-1
1.6160000E-1 -2.2500000E+0 -2.1304317E-1
1.6360000E-1 -9.8420000E-1 -2.1464640E-1
1.6560000E-1 5.0390000E-1 -2.1605400E-1
1.6760000E-1 2.0850000E+0 -2.1727068E-1
1.6960000E-1 3.6300000E+0 -2.1830096E-1
1.7160000E-1 5.0130000E+0 -2.1914922E-1
1.7360000E-1 6.1450000E+0 -2.1981967E-1
1.7560000E-1 6.9660000E+0 -2.2031639E-1
1.7760000E-1 7.4160000E+0 -2.2064331E-1
1.7960000E-1 7.4350000E+0 -2.2080423E-1
1.8160000E-1 6.9870000E+0 -2.2080284E-1
1.8360000E-1 6.1740000E+0 -2.2064268E-1
1.8560000E-1 5.1380000E+0 -2.2032720E-1
1.8760000E-1 4.0260000E+0 -2.1985973E-1
1.8960000E-1 2.9810000E+0 -2.1924349E-1
1.9160000E-1 2.1340000E+0 -2.1848160E-1
1.9360000E-1 1.4900000E+0 -2.1757709E-1
1.9560000E-1 9.8600000E-1 -2.1653289E-1
1.9760000E-1 5.5800000E-1 -2.1535185E-1
1.9960000E-1 1.4210000E-1 -2.1403671E-1
2.0160000E-1 -3.0560000E-1 -2.1259015E-1
2.0360000E-1 -7.9550000E-1 -2.1101477E-1
2.0560000E-1 -1.3350000E+0 -2.0931309E-1
2.0760000E-1 -1.9310000E+0 -2.0748754E-1
2.0960000E-1 -2.5900000E+0 -2.0554052E-1
2.1160000E-1 -3.3110000E+0 -2.0347431E-1
2.1360000E-1 -4.0180000E+0 -2.0129118E-1
