93.58	5.592E-10
90.51	7.589E-10
86.78	1.329E-9
83.35	2.485E-9
80.35	4.498E-9
77.5	7.438E-9
74.99	1.202E-8
72.87	1.809E-8
70.57	2.73E-8
68.6	3.957E-8
66.4	5.755E-8
64.52	8.335E-8
62.77	1.15E-7
61.15	1.562E-7
59.55	2.137E-7
57.91	2.949E-7
56.53	3.91E-7
55.08	5.28E-7
53.7	7.083E-7
52.42	9.325E-7
51.19	1.243E-6
50.08	1.607E-6
48.86	2.143E-6
47.73	2.886E-6
46.66	3.732E-6
45.65	4.883E-6
44.58	6.507E-6
43.74	8.247E-6
42.85	1.048E-5
42.07	1.335E-5
41.33	1.682E-5
40.61	2.118E-5
39.82	2.763E-5
39.18	3.484E-5
38.51	4.506E-5
37.74	6.28E-5
37.16	8.322E-5
36.52	1.106E-4
35.98	1.509E-4
35.46	2.01E-4
34.89	2.868E-4
