# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
10000000 10000
8834 441650 191168 -200.207 127.575 7.44849
8835 441700 191167 -113.344 74.3357 46.3559
8836 441750 191166 -64.8508 73.9421 186.749
8837 441800 191165 1.80654 -108.073 -5.09542
8838 441850 191164 -45.9859 -145.818 -142.363
8839 441900 191163 -77.2166 -300.149 -224.948
8840 441950 191162 1.88757 -305.504 -274.102
8841 442000 191161 182.157 -248.681 -365.382
8842 442050 191160 143.29 -253.293 -372.377
8843 442100 191159 0.0723294 -185.036 -231.573
8844 442150 191158 98.6897 -41.6111 -44.5169
8845 442200 191157 147.097 -9.07565 32.4499
8846 442250 191156 245.768 95.8933 22.1341
8847 442300 191155 64.1038 155.709 68.24
8848 442350 191154 -49.0209 89.9152 74.8039
8849 442400 191153 -188.288 34.8672 182.857
8850 442450 191152 -315.862 16.886 287.807
8851 442500 191151 -316.022 49.7507 222.72
8852 442550 191150 -449.752 249.461 71.9536
8853 442600 191149 -342.632 64.5278 -143.217
8854 442650 191148 -235.54 21.0634 -357.142
8855 442700 191147 -118.601 27.6578 -441.63
8856 442750 191146 -84.2868 -119.379 -301.741
8857 442800 191145 19.4227 -174.79 -183.211
8858 442850 191144 7.94312 -295.105 -85.8425
8859 442900 191143 -24.9604 -265.201 -67.9539
8860 442950 191142 -66.6924 -345.728 -50.7128
8861 443000 191141 132.698 -358.885 66.7816
8862 443050 191140 140.823 -246.688 -21.6406
8863 443100 191139 -15.4936 -24.7774 -44.4513
8864 443150 191138 -14.0405 63.0883 -22.7583
8865 443200 191137 -109.567 82.1976 -10.1179
8866 443250 191136 -92.9664 139.986 48.6648
8867 443300 191135 -182.937 277.011 91.4435
8868 443350 191134 -70.6732 262.293 13.1584
8869 443400 191133 -41.9991 270.339 26.8496
8870 443450 191132 -28.8901 148.049 46.0779
8871 443500 191131 -72.8083 -91.2262 -16.8319
8872 443550 191130 -35.1739 -266.718 -40.0217
8873 443600 191129 -186.014 -378.291 -76.7901
8874 443650 191128 -191.776 -271.605 -198.031
8875 443700 191127 -115.258 -225.067 -300.822
8876 443750 191126 45.7332 -131.41 -275.979
8877 443800 191125 0.863748 -133.635 -232.836
8878 443850 191124 40.6888 -145.277 -133.957
8879 443900 191123 85.5168 -74.0876 18.835
8880 443950 191122 102.846 25.0209 110.842
8881 444000 191121 180.66 122.827 238.377
8882 444050 191120 120.13 144.057 201.093
8883 444100 191119 9.42386 133.783 184.093
8884 444150 191118 26.1181 165.838 116.089
8885 444200 191117 67.2711 265.754 -25.4149
8886 444250 191116 5.19609 221.275 -74.9848
8887 444300 191115 -94.2536 247.784 33.9233
8888 444350 191114 -244.749 57.5444 -41.7134
8889 444400 191113 -253.665 -13.6258 -138.676
8890 444450 191112 -245.002 -61.4044 -162.559
8891 444500 191111 -88.6752 -100.641 -171.861
8892 444550 191110 151.777 -105.58 -96.044
8893 444600 191109 335.254 -102.629 36.7873
8894 444650 191108 243.781 -146.144 7.18876
8895 444700 191107 150.507 -333.534 -31.846
8896 444750 191106 -26.6003 -352.148 -239.308
8897 444800 191105 70.2663 -182.449 -205.194
8898 444850 191104 157.032 -82.5072 -76.5173
8899 444900 191103 149.872 50.6003 -102.543
8900 444950 191102 -31.9668 150.482 -24.3476
8901 445000 191101 -136.827 20.5741 82.5288
8902 445050 191100 -14.0314 -35.9787 162.588
8903 445100 191099 -63.4395 30.5312 180.091
8904 445150 191098 9.27267 155.111 192.959
8905 445200 191097 -25.0515 330.283 249.8
8906 445250 191096 -67.0168 232.412 193.021
8907 445300 191095 -202.007 130.713 29.6426
8908 445350 191094 -163.456 45.8213 49.8412
8909 445400 191093 -162.291 -161.113 31.3077
8910 445450 191092 -145.586 -81.5014 70.0561
8911 445500 191091 -43.9038 -89.7818 17.1976
8912 445550 191090 -50.323 -193.203 -88.1079
8913 445600 191089 15.5335 -176.265 -108.526
8914 445650 191088 145.323 -212.298 -82.6018
8915 445700 191087 210.02 -156.985 -93.855
8916 445750 191086 332.298 -22.4778 -239.729
8917 445800 191085 470.346 -108.968 -171.959
8918 445850 191084 409.671 -244.273 -82.8832
8919 445900 191083 192.431 -189.264 92.5066
8920 445950 191082 -63.2513 -188.386 85.5248
8921 446000 191081 -178.07 -27.5073 103.22
8922 446050 191080 -168.19 79.8292 197.113
8923 446100 191079 -187.735 172.881 313.69
8924 446150 191078 -215.547 125.606 275.519
8925 446200 191077 -230.26 295.452 255.086
8926 446250 191076 -59.7637 268.378 169.346
8927 446300 191075 -96.3715 148.73 23.402
8928 446350 191074 51.1103 11.7051 -18.6329
8929 446400 191073 -63.4195 -65.1562 -41.4312
8930 446450 191072 71.6221 -75.6999 21.7921
8931 446500 191071 141.111 -118.252 -60.9524
8932 446550 191070 212.548 -253.465 -37.5803
8933 446600 191069 212.985 -348.493 7.26769
8934 446650 191068 118.804 -465.945 26.5125
8935 446700 191067 -10.5661 -365.011 -30.3403
8936 446750 191066 100.891 -235.138 -50.3838
8937 446800 191065 150.793 -92.3164 5.10251
8938 446850 191064 219.587 163.045 62.4309
8939 446900 191063 216.628 230.092 157.974
8940 446950 191062 76.6419 204.656 68.8085
8941 447000 191061 56.7502 126.206 180.624
8942 447050 191060 -98.9045 108.264 193.052
8943 447100 191059 -102.397 28.0811 260.29
8944 447150 191058 -79.1109 31.4484 119.66
8945 447200 191057 -172.096 -148.506 17.6531
8946 447250 191056 -133.643 -97.0417 -41.3188
8947 447300 191055 -40.229 -36.6143 -201.147
8948 447350 191054 15.9555 -24.7519 -243.021
8949 447400 191053 90.2849 -139.997 -183.885
8950 447450 191052 135.676 -191.406 -222.324
8951 447500 191051 233.81 -175.624 -142.706
8952 447550 191050 218.266 -227.897 -144.411
8953 447600 191049 198.037 -243.874 -36.77
8954 447650 191048 177.868 -18.9017 44.2818
8955 447700 191047 56.0508 113.512 181.631
8956 447750 191046 -29.7159 206.114 283.282
8957 447800 191045 -48.2515 118.969 213.745
8958 447850 191044 -46.3613 197.178 134.902
8959 447900 191043 -14.7141 121.216 -12.6708
8960 447950 191042 -45.1151 226.966 -11.5115
8961 448000 191041 -16.2808 361.529 -16.2784
8962 448050 191040 80.5156 105.931 -152.728
8963 448100 191039 74.651 -8.67637 -144.445
8964 448150 191038 2.76208 -148.966 -28.7148
8965 448200 191037 37.0382 -224.356 -20.213
8966 448250 191036 42.383 -302.623 15.7462
8967 448300 191035 63.5833 -483.297 -16.6186
8968 448350 191034 111.505 -533.963 -123.987
8969 448400 191033 215.156 -431.059 -249.6
8970 448450 191032 188.707 -192.383 -278.738
8971 448500 191031 156.566 -8.61524 -94.4398
8972 448550 191030 197.651 -9.4204 -77.1198
8973 448600 191029 177.389 -33.6383 221.807
8974 448650 191028 96.467 108.383 288.289
8975 448700 191027 152.051 170.012 366.327
8976 448750 191026 258.561 258.909 267.596
8977 448800 191025 198.721 227.499 229.476
8978 448850 191024 105.103 226.419 194.662
8979 448900 191023 29.3577 52.8412 95.2437
8980 448950 191022 -154.801 88.0136 139.859
8981 449000 191021 -258.259 -25.92 226.248
8982 449050 191020 -182.608 35.0785 173.782
8983 449100 191019 -156.062 -164.532 78.542
8984 449150 191018 41.0861 -112.855 -146.488
8985 449200 191017 74.4328 -105.784 -95.1349
8986 449250 191016 198.615 -232.515 37.1527
8987 449300 191015 199.449 -210.448 161.457
8988 449350 191014 316.038 -182.514 234.699
8989 449400 191013 301.791 -171.032 215.08
8990 449450 191012 347.069 -217.194 121.445
8991 449500 191011 326.453 -264.57 30.0018
8992 449550 191010 310.054 -81.1961 -111.211
8993 449600 191009 150.832 45.2512 -108.209
8994 449650 191008 25.9078 67.133 -26.1528
8995 449700 191007 -89.9101 119.081 122.501
8996 449750 191006 -40.1989 149.032 234.89
8997 449800 191005 -130.922 177.643 251.005
8998 449850 191004 -183.211 166.846 356.267
8999 449900 191003 -59.8675 159.764 326.131
9000 449950 191002 72.6892 184.121 200.934
9001 450000 191001 41.5388 -4.44647 50.664
9002 450050 191000 -30.9141 -60.1678 -72.2351
9003 450100 190999 -102.186 -57.7067 -91.971
9004 450150 190998 -139.659 -63.2799 25.4082
9005 450200 190997 -130.71 -96.7338 150.239
9006 450250 190996 33.1275 -43.444 76.6612
9007 450300 190995 230.756 -29.9977 -1.4322
9008 450350 190994 344.964 26.3179 -96.5633
9009 450400 190993 297.722 -64.1988 -208.154
9010 450450 190992 274.086 -22.6444 -173.543
9011 450500 190991 183.612 18.8404 38.6096
9012 450550 190990 196.619 81.1275 87.7739
9013 450600 190989 169.135 111.559 228.485
9014 450650 190988 -12.7635 -28.2132 181.11
9015 450700 190987 13.2304 154.745 181.317
9016 450750 190986 -115.464 134.438 -15.0486
9017 450800 190985 -143.554 157.239 -56.5164
9018 450850 190984 -237.519 102.762 82.947
9019 450900 190983 -205.383 50.2629 149.575
9020 450950 190982 -105.81 180.735 136.464
9021 451000 190981 -5.43735 143.36 8.8476
9022 451050 190980 210.79 167.003 -41.1501
9023 451100 190979 375.479 35.4986 -176.531
9024 451150 190978 402.929 -28.2299 -224.945
9025 451200 190977 173.243 -202.799 -269.611
9026 451250 190976 50.9942 -213.697 -235.284
9027 451300 190975 -63.1153 -305.565 50.238
9028 451350 190974 23.1584 -83.1869 190.35
9029 451400 190973 112.711 132.525 209.618
9030 451450 190972 22.6461 262.682 248.799
9031 451500 190971 -75.4057 321.661 245.595
9032 451550 190970 -46.2847 296.43 262.524
9033 451600 190969 -41.2551 326.048 143.527
9034 451650 190968 12.9299 390.74 83.442
9035 451700 190967 -87.2759 292.499 35.189
9036 451750 190966 -192.387 230.319 79.477
9037 451800 190965 -81.5535 22.9319 162.333
9038 451850 190964 -87.2159 -25.7961 96.0374
9039 451900 190963 38.2687 -139.6 -102.6
9040 451950 190962 27.7201 -219.588 -274.445
9041 452000 190961 -11.388 -346.241 -292.21
9042 452050 190960 42.6397 -274.294 -242.801
9043 452100 190959 95.1631 -116.544 -197.478
9044 452150 190958 84.3519 -16.1142 -70.3656
9045 452200 190957 160.139 39.7457 -65.6289
9046 452250 190956 294.055 88.0043 -8.51166
9047 452300 190955 274.091 47.9256 158.091
9048 452350 190954 206.016 12.3256 369.702
9049 452400 190953 15.9658 66.9041 403.464
9050 452450 190952 -92.3106 247.322 394.13
9051 452500 190951 -192.282 384.379 209.036
9052 452550 190950 -193.454 501.502 82.1222
9053 452600 190949 -130.56 490.344 90.029
9054 452650 190948 -50.7478 429.814 30.4523
9055 452700 190947 -25.0997 373.727 13.0927
9056 452750 190946 12.2577 266.229 -183.114
9057 452800 190945 56.9124 21.3367 -182.6
9058 452850 190944 89.633 -169.525 -103.381
9059 452900 190943 75.4539 -233.981 -75.5522
9060 452950 190942 131.372 -124.97 17.7876
9061 453000 190941 260.818 -155.377 1.40886
9062 453050 190940 341.596 -181.283 -18.0901
9063 453100 190939 207.688 -373.213 2.35078
9064 453150 190938 126.69 -4.17811 30.9969
9065 453200 190937 107.498 63.7624 -3.99498
9066 453250 190936 107.033 140.62 -73.7292
9067 453300 190935 89.0454 263.734 -95.0911
9068 453350 190934 16.3543 398.034 44.6767
9069 453400 190933 126.515 581.771 258.085
9070 453450 190932 63.9015 255.844 222.316
9071 453500 190931 -34.5051 191.702 129.15
9072 453550 190930 47.7596 -80.0301 181.882
9073 453600 190929 -72.168 -123.451 109.227
9074 453650 190928 -29.0524 -76.4114 94.2139
9075 453700 190927 -162.062 134.72 -81.7251
9076 453750 190926 -94.1586 93.8497 -169.183
9077 453800 190925 -1.1609 150.756 -134.814
9078 453850 190924 46.7892 -102.747 -56.9195
9079 453900 190923 145.799 -145.607 169.931
9080 453950 190922 268.699 -190.492 233.45
9081 454000 190921 374.558 -101.877 327.475
9082 454050 190920 390.626 -44.7068 174.769
9083 454100 190919 324.777 -2.13056 53.2413
9084 454150 190918 306.086 66.9766 -29.2446
9085 454200 190917 203.771 42.2844 -5.15455
9086 454250 190916 169.726 102.226 75.2321
9087 454300 190915 83.5677 175.74 83.8834
9088 454350 190914 -91.0774 53.4761 28.2575
9089 454400 190913 -24.3693 -33.3812 97.3085
9090 454450 190912 -49.664 104.495 -3.09104
9091 454500 190911 -61.7741 217.413 75.2592
9092 454550 190910 96.9209 225.084 137.308
9093 454600 190909 93.5091 27.9499 183.156
9094 454650 190908 94.6923 -15.0367 145.59
9095 454700 190907 36.4036 -131.916 162.627
9096 454750 190906 76.9188 -152.286 204.213
9097 454800 190905 229.663 -214.518 -103.268
9098 454850 190904 236.065 -135.135 -275.734
9099 454900 190903 154.84 -74.3542 -389.63
9100 454950 190902 162.073 -1.91006 -252.132
9101 455000 190901 113.422 61.1024 -14.6078
9102 455050 190900 183.073 -80.5617 290.85
9103 455100 190899 93.9549 24.7421 418.613
9104 455150 190898 225.753 178.021 369.061
9105 455200 190897 112.192 172.481 238.421
9106 455250 190896 70.9369 211.036 36.8708
9107 455300 190895 -102.927 132.577 -119.743
9108 455350 190894 -89.6305 160.82 21.1805
9109 455400 190893 -152.338 167.446 100.083
9110 455450 190892 -164.441 58.4012 285.538
9111 455500 190891 -137.726 -49.4149 197.147
9112 455550 190890 -37.0253 -156.296 29.5617
9113 455600 190889 -0.359444 -114.795 -183.585
9114 455650 190888 15.8044 -59.1592 -250.447
9115 455700 190887 157.769 -126.856 -277.097
9116 455750 190886 426.43 -215.053 -157.433
9117 455800 190885 393.319 -311.436 -88.7136
9118 455850 190884 288.277 -250.865 -53.8714
9119 455900 190883 169.281 -242.531 35.4671
9120 455950 190882 113.28 -186.972 23.7821
9121 456000 190881 -11.7685 -29.7372 -22.7217
9122 456050 190880 -84.2011 59.4487 -3.90022
9123 456100 190879 -197.122 95.4509 172.93
9124 456150 190878 -149.943 115.074 283.378
9125 456200 190877 -103.3 270.328 429.45
9126 456250 190876 -113.649 345.151 348.4
9127 456300 190875 -162.093 329.03 178.231
9128 456350 190874 -195.107 137.49 -8.59968
9129 456400 190873 -47.7673 31.3973 -101.885
9130 456450 190872 48.6661 -80.0689 -163.599
9131 456500 190871 92.8446 -232.111 -198.842
9132 456550 190870 73.6134 -338.201 -102.858
9133 456600 190869 -16.1835 -486.35 -177.114
9134 456650 190868 32.314 -532.61 -74.6362
9135 456700 190867 102.044 -498.056 -61.3713
9136 456750 190866 300.271 -433.955 -43.8997
9137 456800 190865 391.127 -280.111 -145.83
9138 456850 190864 273.935 -99.9867 -209.646
9139 456900 190863 287.24 -78.885 -145.933
9140 456950 190862 248.058 21.0529 -34.0327
9141 457000 190861 138.091 74.9162 33.4989
9142 457050 190860 142.179 85.7996 338.728
9143 457100 190859 -39.5569 40.6427 375.02
9144 457150 190858 -150.896 25.6576 274.421
9145 457200 190857 -129.422 6.28685 31.348
9146 457250 190856 -170.458 34.4152 101.119
9147 457300 190855 25.6263 -62.2759 -49.3905
9148 457350 190854 -73.9201 -102.038 -131.352
9149 457400 190853 -116.248 -194.478 -240.292
9150 457450 190852 18.6743 0.409196 -127.852
9151 457500 190851 191.13 -84.0991 -134.398
9152 457550 190850 346.563 -205.391 -268.516
9153 457600 190849 352.717 -303.114 -101.269
9154 457650 190848 258.687 -316.733 83.8094
9155 457700 190847 246.851 -189.836 153.168
9156 457750 190846 236.038 -149.228 114.728
9157 457800 190845 198.954 -108.147 123.345
9158 457850 190844 134.003 15.0461 112.71
9159 457900 190843 201.883 203.729 100.302
9160 457950 190842 274.004 397.255 -7.86439
9161 458000 190841 282.574 274.913 33.6389
9162 458050 190840 225.35 161.584 35.3743
9163 458100 190839 71.2891 126.062 29.9405
9164 458150 190838 -5.08392 49.0922 115.116
9165 458200 190837 -40.7878 -110.971 158.808
9166 458250 190836 65.8226 -103.02 288.554
9167 458300 190835 35.9674 -19.1578 152.369
9168 458350 190834 67.0283 -68.7082 141.214
9169 458400 190833 139.396 -217.027 -243.919
9170 458450 190832 126.338 -167.974 -232.892
9171 458500 190831 248.672 -137.098 -166.546
9172 458550 190830 240.415 23.4902 -101.7
9173 458600 190829 221.265 216.374 94.6558
9174 458650 190828 234.259 154.462 122.427
9175 458700 190827 267.931 139.701 191.466
9176 458750 190826 316.786 66.8717 202.632
9177 458800 190825 281.627 36.5305 213.426
9178 458850 190824 283.603 211.238 263.957
9179 458900 190823 82.9664 116.108 99.3541
9180 458950 190822 -157.036 131.021 -108.128
9181 459000 190821 -242.476 224.738 -120.037
9182 459050 190820 -160.137 119.317 -71.8782
9183 459100 190819 50.4874 154.342 -10.9067
9184 459150 190818 172.539 115.285 -99.2346
9185 459200 190817 89.5025 -114.164 -151.594
9186 459250 190816 103.485 -223.887 -12.6361
9187 459300 190815 39.987 -344.25 77.5734
9188 459350 190814 122.615 -233.693 95.8471
9189 459400 190813 161.349 -236.534 67.3586
9190 459450 190812 277.453 -273.902 -75.1638
9191 459500 190811 317.809 -240.404 -89.2521
9192 459550 190810 263.317 -285.995 -185.424
9193 459600 190809 195.078 -358.86 -112.567
9194 459650 190808 202.199 -133.647 -49.1986
9195 459700 190807 136.879 30.6155 9.54879
9196 459750 190806 -91.7528 243.716 37.5766
9197 459800 190805 -168.971 129.756 132.528
9198 459850 190804 -207.953 127.067 391.167
9199 459900 190803 -11.841 116.164 448.676
9200 459950 190802 95.9985 179.505 467.533
9201 460000 190801 -48.1195 183.49 302.372
9202 460050 190800 -127.033 84.169 105.372
9203 460100 190799 -396.315 -156.638 65.0752
9204 460150 190798 -348.488 -3.75751 -48.2671
9205 460200 190797 -269.156 -101.96 -80.2432
9206 460250 190796 123.901 -158.466 -81.9209
9207 460300 190795 348.195 -194.164 35.646
9208 460350 190794 232.89 -83.9797 -13.0373
9209 460400 190793 226.597 -288.595 -202.012
9210 460450 190792 233.852 -394.787 -228.444
9211 460500 190791 279.502 -271.707 -119.01
9212 460550 190790 228.7 -213.274 -103.83
9213 460600 190789 196.018 -85.5216 -33.6582
9214 460650 190788 -40.2214 -38.9476 -51.3988
9215 460700 190787 -43.5299 239.537 44.5765
9216 460750 190786 -167.404 184.02 149.984
9217 460800 190785 -182.671 163.694 212.372
9218 460850 190784 -204.182 187.522 332.398
9219 460900 190783 -369.557 245.233 200.582
9220 460950 190782 -297.639 285.467 137.124
9221 461000 190781 -88.1374 195.503 24.8973
9222 461050 190780 89.2813 79.5073 -31.7833
9223 461100 190779 78.1844 30.6714 -78.4596
9224 461150 190778 97.9945 -178.42 -216.083
9225 461200 190777 -0.391849 -173.852 -114.757
9226 461250 190776 -73.6305 -442.768 -127.837
9227 461300 190775 -94.8507 -263.077 -164.656
9228 461350 190774 -49.5063 -258.556 -179.733
9229 461400 190773 107.317 -199.156 -102.999
9230 461450 190772 63.8949 5.81967 -3.33767
9231 461500 190771 136.608 5.93819 142.513
9232 461550 190770 60.4786 178.898 191.948
9233 461600 190769 29.7273 244.648 191.139
9234 461650 190768 -15.1685 175.747 65.068
9235 461700 190767 42.7648 295.308 40.399
9236 461750 190766 -139.295 272.527 81.1355
9237 461800 190765 -234.92 268.576 19.7517
9238 461850 190764 -279.924 148.488 -2.12144
9239 461900 190763 -291.221 -1.25324 37.8068
9240 461950 190762 -218.336 -39.9296 116.001
9241 462000 190761 -133.41 -184.914 -113.733
9242 462050 190760 -2.09551 -102.191 -243.17
9243 462100 190759 92.7354 -69.4383 -263.952
9244 462150 190758 -55.0743 -144.548 -241.512
9245 462200 190757 71.6732 -6.06363 -239.013
9246 462250 190756 166.715 -57.6553 -140.758
9247 462300 190755 230.435 70.4421 -40.8718
9248 462350 190754 98.5954 33.43 157.262
9249 462400 190753 27.8952 40.1825 274.322
9250 462450 190752 -52.8878 117.314 322.424
9251 462500 190751 -133.668 33.6364 79.5503
9252 462550 190750 -158.823 147.101 -72.2141
9253 462600 190749 -171.307 311.003 10.9401
9254 462650 190748 -43.6802 397.531 106.282
9255 462700 190747 -10.4515 340.389 73.9027
9256 462750 190746 82.1197 156.733 -108.109
9257 462800 190745 84.7624 -6.78945 -153.27
9258 462850 190744 114.187 -192.051 -201.729
9259 462900 190743 59.1338 -297.417 -124.541
9260 462950 190742 65.4639 -305.731 -155.651
9261 463000 190741 57.0806 -325.112 -192.11
9262 463050 190740 34.9922 -372.6 -83.1294
9263 463100 190739 -40.9324 -334.978 -41.8891
9264 463150 190738 70.989 -234.558 -40.3241
9265 463200 190737 123.967 -112.749 -67.5167
9266 463250 190736 317.043 -99.1737 -109.943
9267 463300 190735 389.189 41.6614 -93.641
9268 463350 190734 188.153 101.324 -123.317
9269 463400 190733 62.0865 86.9827 -26.3874
9270 463450 190732 51.4208 -61.2655 212.475
9271 463500 190731 -61.8621 -97.8986 389.813
9272 463550 190730 -293.991 -166.616 356.852
9273 463600 190729 -187.297 -41.3523 206.328
9274 463650 190728 -109.174 62.6826 120.325
9275 463700 190727 -135.972 130.004 -144.358
9276 463750 190726 -234.968 11.7888 -112.257
9277 463800 190725 -142.791 87.1124 -166.588
9278 463850 190724 -118.471 -27.4485 -74.7822
9279 463900 190723 3.09509 -150.629 63.4151
9280 463950 190722 70.5313 -179.54 44.5045
9281 464000 190721 250.379 -187.546 107.17
9282 464050 190720 248.201 -258.149 -54.991
9283 464100 190719 119.913 -315.915 -157.124
9284 464150 190718 90.8324 -420.901 -52.8431
9285 464200 190717 76.1371 -327.214 -84.8904
9286 464250 190716 60.9468 -292.085 -141.776
9287 464300 190715 128.805 -91.543 -0.313631
9288 464350 190714 52.7601 56.5465 24.6037
9289 464400 190713 35.3822 256.053 140.077
9290 464450 190712 -9.31962 367.428 -49.4463
9291 464500 190711 17.2025 236.436 -53.1641
9292 464550 190710 -83.9274 164.87 110.98
9293 464600 190709 -318.632 -43.9588 254.866
9294 464650 190708 -261.282 30.8042 348.911
9295 464700 190707 -281.589 61.2834 275.336
9296 464750 190706 -205.188 75.5524 131.763
9297 464800 190705 -195.44 24.3445 -201.219
9298 464850 190704 53.4037 -40.3466 -371.733
9299 464900 190703 -11.3097 -123.168 -371.749
9300 464950 190702 34.3897 -232.866 -424.974
9301 465000 190701 83.0361 -331.823 -178.697
9302 465050 190700 152.666 -187.274 -77.1858
9303 465100 190699 255.086 -228.436 -3.22979
9304 465150 190698 246.396 -160.246 31.7845
9305 465200 190697 240.142 -81.5649 -36.9115
9306 465250 190696 135.441 56.2672 -178.727
9307 465300 190695 -66.5855 67.1738 -243.467
9308 465350 190694 -178.723 6.25162 -16.2489
9309 465400 190693 -343.618 11.0526 165.471
9310 465450 190692 -359.393 116.287 201.364
9311 465500 190691 -315.482 227.802 155.94
9312 465550 190690 -131.571 292.442 7.12053
9313 465600 190689 -116.586 229.442 -125.25
9314 465650 190688 39.181 146.026 -254.671
9315 465700 190687 97.1845 -134.733 -339.705
9316 465750 190686 176.88 -238.898 -120.817
9317 465800 190685 110.691 -271.292 -124.387
9318 465850 190684 78.5263 -215.621 -270.409
9319 465900 190683 27.6303 -194.219 -326.305
9320 465950 190682 82.6467 -180.148 -344.466
9321 466000 190681 -12.9303 -73.216 -251.563
9322 466050 190680 113.563 -31.0063 -74.6105
9323 466100 190679 -0.472227 52.3213 -1.89207
9324 466150 190678 -17.5637 10.7603 -14.9304
9325 466200 190677 -107.582 136.766 242.725
9326 466250 190676 -205.465 234.586 262.24
9327 466300 190675 -80.5503 430.285 91.4135
9328 466350 190674 -5.82465 327.647 102.635
9329 466400 190673 11.6147 250.796 49.0083
9330 466450 190672 -54.4554 73.3887 -8.41615
9331 466500 190671 -62.6614 -148.987 -83.9629
9332 466550 190670 -168.692 -244.915 -211.976
9333 466600 190669 -300.855 -346.706 -105.648
9334 466650 190668 -323.899 -364.585 -57.4493
9335 466700 190667 -139.305 -397.08 -10.5835
9336 466750 190666 126.813 -281.704 -17.2516
9337 466800 190665 247.978 -185.101 -129.854
9338 466850 190664 282.201 -234.544 -211.343
9339 466900 190663 186.784 -227.425 -66.9258
9340 466950 190662 138.102 -187.068 12.6742
9341 467000 190661 -26.1637 -92.717 215.732
9342 467050 190660 -65.6347 -42.0148 310.82
9343 467100 190659 -141.251 150.527 310.62
9344 467150 190658 -156.219 151.135 223.047
9345 467200 190657 -153.404 304.822 188.588
9346 467250 190656 -233.631 266.243 159.67
9347 467300 190655 -287.054 129.715 79.0256
9348 467350 190654 -276.145 71.2049 51.7855
9349 467400 190653 -262.278 15.7352 157.792
9350 467450 190652 -142.536 23.8495 -53.5425
9351 467500 190651 -184.971 -93.4205 -171.236
9352 467550 190650 116.626 -165.14 -238.258
9353 467600 190649 160.125 -241.706 -136.345
9354 467650 190648 32.8546 -400.366 -88.5714
9355 467700 190647 -111.637 -474.539 83.7301
9356 467750 190646 -151.77 -435.123 114.289
9357 467800 190645 -172.073 -343.465 68.8001
9358 467850 190644 -123.263 -161.836 60.5161
9359 467900 190643 16.9399 51.3764 -6.96634
9360 467950 190642 203.845 234.046 20.5711
9361 468000 190641 120.545 78.8816 78.1067
9362 468050 190640 39.8179 54.7781 150.581
9363 468100 190639 30.5189 26.3356 238.335
9364 468150 190638 -174.849 47.6494 274.851
9365 468200 190637 -377.575 38.0461 170.254
9366 468250 190636 -462.376 -89.5934 193.401
9367 468300 190635 -361.699 -13.6527 216.551
9368 468350 190634 -328.713 -104.397 191.458
9369 468400 190633 -279.907 -156.522 168.804
9370 468450 190632 -64.1733 -111.787 74.0631
9371 468500 190631 -157.056 2.28588 -19.2743
9372 468550 190630 -155.448 -22.9166 -145.752
9373 468600 190629 2.73512 -59.243 -198.744
9374 468650 190628 70.0823 -258.509 -181.068
9375 468700 190627 202.975 -310.384 83.0672
9376 468750 190626 187.381 -336.893 74.8906
9377 468800 190625 184.411 -185.398 79.2205
9378 468850 190624 27.2457 -156.095 70.3687
9379 468900 190623 -58.694 -57.6047 64.5695
9380 468950 190622 -136.973 -118.215 42.5918
9381 469000 190621 -243.498 87.873 -103.121
9382 469050 190620 -206.675 104.634 29.444
9383 469100 190619 -132.89 115.926 -26.7446
9384 469150 190618 -100.639 101.687 -17.8579
9385 469200 190617 10.5008 184.326 0.0795628
9386 469250 190616 -85.5025 -22.1029 199.722
9387 469300 190615 -145.105 89.0635 164.46
9388 469350 190614 -194.206 -104.919 97.4735
9389 469400 190613 -235.877 -8.90392 -106.345
9390 469450 190612 -65.086 -191.842 -141.909
9391 469500 190611 -112.123 -304.809 -44.0897
9392 469550 190610 113.117 -132.555 -166.322
9393 469600 190609 66.5652 -121.623 -236.385
9394 469650 190608 67.4492 -54.6654 -297.856
9395 469700 190607 -10.8273 2.78992 -228.196
9396 469750 190606 64.0443 -49.2177 -95.1686
9397 469800 190605 141.149 -56.937 -49.1029
9398 469850 190604 27.4795 -43.6601 88.0412
9399 469900 190603 -64.2918 -20.664 243.174
9400 469950 190602 -39.1752 113.696 289.483
9401 470000 190601 -79.0792 165.652 211.527
9402 470050 190600 -109.618 273.017 67.6733
9403 470100 190599 -272.143 315.291 -20.0486
9404 470150 190598 -286.453 194.196 -110.296
9405 470200 190597 -295.488 85.3002 -303.276
9406 470250 190596 -164.116 -94.0927 -214.206
9407 470300 190595 57.9704 -67.526 -63.4502
9408 470350 190594 197.816 -148.244 -3.3366
9409 470400 190593 157.007 -163.509 -4.40451
9410 470450 190592 108.193 -162.952 -147.446
9411 470500 190591 7.02734 -179.304 -195.536
9412 470550 190590 56.4228 -220.278 -232.597
9413 470600 190589 92.6986 -292.398 -237.249
9414 470650 190588 114.047 -295.582 -172.447
9415 470700 190587 -94.3675 -133.917 -75.7945
9416 470750 190586 -232.062 39.5771 94.739
9417 470800 190585 -244.888 215.38 248.423
9418 470850 190584 -138.788 359.464 114.684
9419 470900 190583 -133.452 320.141 261.446
9420 470950 190582 -139.003 333.195 121.553
9421 471000 190581 -152.814 178.209 103.743
9422 471050 190580 -147.57 166.565 3.69656
