0	1.0066654
1	1.00682989
2	1.00674394
3	1.0066749
4	1.00681275
5	1.0067606
6	1.00676347
7	1.00674697
8	1.00679808
9	1.00677926
10	1.00681196
11	1.00679038
12	1.00677576
13	1.00675156
14	1.00676605
15	1.00676058
16	1.00668257
17	1.00672969
18	1.00677682
19	1.0067375
20	1.00680565
21	1.00668994
22	1.00676118
23	1.00674183
24	1.00674005
25	1.00670612
26	1.00667851
27	1.00679177
28	1.00669253
29	1.00675594
30	1.00672673
31	1.00667229
32	1.00678278
33	1.00667865
34	1.00672352
35	1.00676322
36	1.00676366
37	1.00675338
38	1.00675175
39	1.00676543
40	1.00671313
41	1.00675217
42	1.00672736
43	1.00674554
44	1.00671838
45	1.00676027
46	1.00680171
47	1.00675105
48	1.00668986
49	1.00670569
50	1.00675726
51	1.00674781
52	1.00672877
53	1.00676619
54	1.00679419
55	1.00674988
56	1.0068379
57	1.00672641
58	1.00671713
59	1.00673326
60	1.00676252
61	1.00681852
62	1.00676503
63	1.00681335
64	1.00681289
65	1.0068049
66	1.00680342
67	1.00682322
68	1.00677442
69	1.00687423
70	1.00675669
71	1.00672217
72	1.00681214
73	1.00676259
74	1.00682289
75	1.00682711
76	1.00686457
77	1.00673228
78	1.00675981
79	1.00679723
80	1.00674935
81	1.00681188
82	1.00673788
83	1.00672453
84	1.006828
85	1.00678392
86	1.00676395
87	1.00671124
88	1.00678358
89	1.00674058
90	1.00682754
91	1.00682664
92	1.00680942
93	1.00680548
94	1.00674298
95	1.00668934
96	1.00678681
97	1.00673772
98	1.00675234
99	1.0067545
100	1.00680213
101	1.00681546
102	1.00683437
103	1.00682465
104	1.00676683
105	1.00679401
106	1.00678773
107	1.00680662
108	1.00676701
109	1.00680183
110	1.00678089
111	1.00680965
112	1.00678281
113	1.0067676
114	1.00677895
115	1.00674335
116	1.00675971
117	1.00670572
118	1.00668179
119	1.00677381
120	1.00674401
121	1.00684963
122	1.00674338
123	1.0067519
124	1.00678579
125	1.00678069
126	1.00680456
127	1.00680495
128	1.00670865
129	1.00673141
130	1.0067886
131	1.00675946
132	1.00679092
133	1.00675959
134	1.00677242
135	1.00672224
136	1.00683708
137	1.00671827
138	1.00679569
139	1.0067704
140	1.00667049
141	1.00671277
142	1.00680577
143	1.00677842
144	1.00679673
145	1.00678045
146	1.00671743
147	1.00677052
148	1.00667934
149	1.00671794
150	1.0067706
151	1.00673251
152	1.00675393
153	1.0067228
154	1.00676723
155	1.00674745
156	1.00669873
157	1.00681567
158	1.00675421
159	1.00674057
160	1.0067545
161	1.00671527
162	1.006751
163	1.00679632
164	1.00676883
165	1.00673001
166	1.00673296
167	1.00676547
168	1.00676217
169	1.00677023
170	1.0066918
171	1.00672361
172	1.00682075
173	1.00678615
174	1.00681437
175	1.00677427
176	1.00676637
177	1.0067559
178	1.00680194
179	1.00673948
180	1.00673427
181	1.0067878
182	1.0067604
183	1.0067038
184	1.00674089
185	1.00672081
186	1.00675396
187	1.00675214
188	1.00676782
189	1.0067516
190	1.00678067
191	1.00672688
192	1.00673383
193	1.00675693
194	1.00680516
195	1.00680868
196	1.00677875
197	1.00675091
198	1.00674652
199	1.00677612
200	1.00678687
201	1.00673482
202	1.006817
203	1.00673582
204	1.00678446
205	1.00672104
206	1.00666772
207	1.00674549
208	1.00670592
209	1.00671747
210	1.0068046
211	1.00675074
212	1.00678897
213	1.0067824
214	1.00671916
215	1.00670657
216	1.00676765
217	1.00679663
218	1.00676701
219	1.00674225
220	1.00679224
221	1.00674017
222	1.00677147
223	1.00671008
224	1.00684011
225	1.00677884
226	1.0067155
227	1.00680596
228	1.00678614
229	1.00675594
230	1.00672526
231	1.00679929
232	1.00677944
233	1.00677544
234	1.0067721
235	1.00671916
236	1.00668971
237	1.00676315
238	1.00672806
239	1.00678013
240	1.00671696
241	1.00675748
242	1.00678403
243	1.00679891
244	1.00678684
245	1.00672861
246	1.00674995
247	1.00677986
248	1.0067579
249	1.00680817
250	1.00673646
251	1.00670137
252	1.00671934
253	1.00673031
254	1.00678161
255	1.00679327
256	1.00679361
257	1.00674499
258	1.00678251
259	1.00674679
260	1.00674999
261	1.00665775
262	1.00680605
263	1.00682084
264	1.00673254
265	1.0067385
266	1.00671792
267	1.00668202
268	1.00671995
269	1.00664789
270	1.00670474
271	1.00673301
272	1.00677281
273	1.00675748
274	1.00682637
275	1.00678125
276	1.00682639
277	1.00675281
278	1.00676278
279	1.00674331
280	1.0067712
281	1.00678769
282	1.00673868
283	1.0067409
284	1.00680884
285	1.00675979
286	1.00680235
287	1.00670365
288	1.00673142
289	1.00676423
290	1.00675938
291	1.00677387
292	1.00674624
293	1.00680382
294	1.00675295
295	1.00672784
296	1.00671541
297	1.00678437
298	1.00680376
299	1.00674246
300	1.00668066
301	1.00676288
302	1.00672801
303	1.0067546
304	1.00676061
305	1.00680505
306	1.00674804
307	1.00673481
308	1.00675167
309	1.00670561
310	1.00679241
311	1.00667875
312	1.00676445
313	1.00673895
314	1.00672999
315	1.00672946
316	1.00683392
317	1.00678333
318	1.00676374
319	1.00679768
320	1.00675129
321	1.00675346
322	1.00673514
323	1.00673175
324	1.00673741
325	1.00682586
326	1.00681462
327	1.00677453
328	1.00677873
329	1.00671592
330	1.0067382
331	1.00672935
332	1.0067679
333	1.00671291
