T(K) Nd(cm-3) Mu(cm2/Vs)
457 2.00969E+14 6.04291E+2
247 2.51059E+15 1.94706E+3
471 3.77001E+16 5.06032E+2
204 8.76419E+16 1.15926E+3
428 2.76579E+15 6.71003E+2
252 6.23913E+13 1.96146E+3
310 9.79252E+16 7.40817E+2
492 6.03111E+16 4.52329E+2
478 2.03792E+13 5.59001E+2
473 3.65958E+17 3.45080E+2
227 1.34759E+16 1.90014E+3
227 1.67685E+16 1.80928E+3
458 2.68173E+16 5.43780E+2
209 2.61251E+15 2.71676E+3
404 4.18457E+14 7.56830E+2
269 3.27996E+15 1.62107E+3
293 3.28405E+15 1.36974E+3
326 4.58673E+16 8.47917E+2
342 4.73140E+15 1.00403E+3
340 1.28133E+17 6.20361E+2
326 2.22376E+18 2.98636E+2
274 5.99016E+16 9.91643E+2
450 4.23312E+16 5.35468E+2
215 2.72164E+18 3.84631E+2
419 9.76447E+18 2.17836E+2
293 2.38636E+14 1.42318E+3
294 7.39267E+18 2.76321E+2
401 1.14466E+14 7.69036E+2
481 2.64159E+15 5.45059E+2
422 3.46341E+13 6.99667E+2
372 1.41055E+14 8.89697E+2
213 1.53591E+13 2.79298E+3
352 3.29885E+15 9.58107E+2
492 3.24423E+17 3.41687E+2
243 1.77014E+13 2.11657E+3
442 3.67688E+18 2.31603E+2
227 2.59353E+13 2.43373E+3
216 6.22627E+13 2.71057E+3
499 1.06329E+15 5.14840E+2
417 5.66933E+14 7.13385E+2
421 1.74429E+14 7.03046E+2
277 3.98883E+16 1.09455E+3
479 7.16949E+17 2.93371E+2
266 5.78768E+13 1.74451E+3
481 1.76363E+17 3.95220E+2
205 4.84526E+16 1.47694E+3
426 2.59203E+13 6.89100E+2
261 1.19779E+14 1.81453E+3
344 1.87541E+17 5.47813E+2
248 3.55947E+18 3.34271E+2
288 7.32788E+16 8.77985E+2
264 1.13675E+17 8.25705E+2
228 4.26361E+18 3.46847E+2
338 1.08197E+15 1.05878E+3
266 2.56384E+13 1.75157E+3
465 4.86338E+16 5.03437E+2
484 2.11877E+13 5.46787E+2
353 1.80891E+13 9.87766E+2
400 1.60721E+13 7.74383E+2
413 5.58936E+16 5.86981E+2
475 4.85809E+13 5.64916E+2
466 9.22768E+15 5.61382E+2
407 4.77864E+16 6.12828E+2
241 2.06170E+15 2.06406E+3
409 2.18010E+13 7.42795E+2
396 1.69378E+18 2.77983E+2
351 1.54607E+16 8.84961E+2
485 4.58643E+16 4.75508E+2
412 3.76745E+14 7.31457E+2
248 3.38739E+13 2.02350E+3
371 1.21658E+16 8.22796E+2
499 3.38252E+16 4.68429E+2
444 1.25250E+14 6.37910E+2
245 1.64383E+15 1.99803E+3
337 1.35133E+17 6.16442E+2
256 5.86641E+14 1.86989E+3
463 1.31890E+13 5.91261E+2
261 2.15366E+15 1.75105E+3
366 2.01846E+13 9.20444E+2
454 2.29070E+13 6.12797E+2
228 7.34700E+15 2.06985E+3
337 6.82036E+18 2.55881E+2
368 9.50256E+18 2.35961E+2
307 6.45516E+17 4.06662E+2
248 2.67763E+16 1.41720E+3
402 1.43683E+15 7.60552E+2
446 2.89014E+18 2.37729E+2
233 8.28663E+17 4.59694E+2
273 1.01203E+16 1.44034E+3
380 1.54286E+13 8.54066E+2
329 8.58033E+17 3.60625E+2
435 8.40260E+13 6.63125E+2
433 3.30803E+16 5.83290E+2
396 3.86959E+13 7.90350E+2
264 5.53578E+13 1.76933E+3
478 1.06028E+16 5.35269E+2
216 3.99357E+14 2.68041E+3
468 3.16427E+14 5.78785E+2
334 1.20682E+15 1.08336E+3
455 1.86945E+17 4.15185E+2
392 8.98840E+13 8.05945E+2
304 4.33314E+14 1.32197E+3
333 1.08516E+13 1.10652E+3
454 6.85550E+17 3.07919E+2
379 1.23185E+14 8.57563E+2
380 5.37940E+13 8.54186E+2
480 1.02804E+16 5.31674E+2
411 4.55107E+16 6.07991E+2
358 2.81977E+17 4.67271E+2
425 2.34640E+16 6.20433E+2
276 3.46678E+13 1.62121E+3
360 2.91173E+18 2.70156E+2
323 7.64435E+18 2.59828E+2
388 1.60707E+15 8.07886E+2
306 2.78752E+18 3.00448E+2
478 1.45010E+14 5.58892E+2
284 3.28393E+13 1.52428E+3
307 3.40236E+13 1.29748E+3
386 2.52282E+13 8.28407E+2
324 4.05195E+18 2.75977E+2
406 9.76937E+16 5.42596E+2
266 1.74878E+15 1.68660E+3
350 7.20669E+17 3.62720E+2
270 5.69963E+15 1.55233E+3
497 1.17915E+14 5.22218E+2
451 1.46888E+18 2.63652E+2
484 2.16348E+17 3.77722E+2
323 1.49097E+15 1.15506E+3
337 4.41478E+15 1.03519E+3
393 5.92418E+16 6.22317E+2
402 1.27907E+13 7.66643E+2
247 8.65394E+15 1.75639E+3
252 1.18082E+14 1.94810E+3
414 1.77749E+14 7.23972E+2
270 1.76547E+18 3.51286E+2
377 7.98810E+15 8.19246E+2
433 8.56741E+16 5.12095E+2
459 9.28411E+13 5.99782E+2
464 1.13732E+18 2.72164E+2
420 2.22711E+18 2.55870E+2
494 1.37027E+15 5.22916E+2
224 2.02656E+14 2.50736E+3
284 7.28623E+14 1.51129E+3
463 9.87287E+17 2.80546E+2
479 2.58630E+17 3.67900E+2
276 7.33389E+18 2.88231E+2
202 1.58034E+13 3.15293E+3
259 2.51860E+14 1.84187E+3
309 1.48287E+13 1.28435E+3
275 1.10180E+14 1.62973E+3
459 2.24354E+17 3.95738E+2
419 5.41146E+16 5.76728E+2
377 5.53345E+13 8.67025E+2
277 9.83799E+15 1.40526E+3
205 1.92934E+17 8.25972E+2
395 8.08493E+15 7.53265E+2
282 9.83675E+15 1.36464E+3
343 9.17955E+18 2.46988E+2
481 8.89953E+16 4.44518E+2
450 1.29385E+14 6.23408E+2
209 2.02773E+14 2.89972E+3
230 9.84436E+18 3.17557E+2
243 8.84342E+14 2.06350E+3
431 5.00021E+15 6.53280E+2
454 9.05617E+18 2.08993E+2
387 1.00842E+17 5.71298E+2
440 3.87592E+15 6.34319E+2
433 2.86397E+15 6.57265E+2
289 6.87925E+14 1.45663E+3
337 1.77477E+13 1.08051E+3
220 2.08457E+16 1.80526E+3
348 1.79174E+14 1.00958E+3
376 3.80521E+16 7.11148E+2
456 1.41911E+17 4.38028E+2
292 3.28768E+13 1.44349E+3
426 1.13334E+14 6.89768E+2
321 1.10158E+16 1.06778E+3
246 3.22827E+18 3.40717E+2
229 4.67822E+14 2.37582E+3
408 2.09027E+16 6.70931E+2
371 1.46981E+14 8.95284E+2
297 1.18342E+16 1.21578E+3
210 8.45670E+14 2.81340E+3
272 5.94078E+17 4.51604E+2
356 1.68838E+17 5.46311E+2
453 3.24419E+13 6.14559E+2
313 1.05478E+16 1.12342E+3
461 3.51494E+15 5.85995E+2
381 2.71526E+15 8.32612E+2
460 5.43172E+18 2.16561E+2
345 3.80155E+15 9.95719E+2
407 4.94519E+15 7.25824E+2
246 8.42472E+15 1.77071E+3
413 4.06646E+16 6.12337E+2
219 6.05987E+14 2.59682E+3
453 1.25330E+15 6.09771E+2
331 1.35942E+16 9.93242E+2
402 1.07912E+17 5.37563E+2
277 2.68646E+14 1.59713E+3
265 5.34724E+16 1.06905E+3
303 3.29248E+13 1.33734E+3
241 2.49577E+16 1.50689E+3
352 2.28061E+17 5.04566E+2
334 1.95312E+18 3.00866E+2
483 4.80091E+15 5.35738E+2
498 2.60575E+16 4.77933E+2
278 1.76696E+13 1.59919E+3
283 1.76774E+16 1.25378E+3
451 7.23171E+14 6.17038E+2
320 2.15878E+16 9.95944E+2
337 6.17799E+17 3.87845E+2
258 1.62011E+13 1.86696E+3
292 6.02931E+16 9.16992E+2
444 3.23337E+14 6.36447E+2
460 1.77758E+16 5.55409E+2
312 5.10231E+16 8.77694E+2
288 8.05719E+15 1.33648E+3
311 2.34206E+13 1.27149E+3
266 2.38582E+15 1.67282E+3
494 2.17064E+17 3.69133E+2
259 1.10876E+13 1.84424E+3
364 5.53476E+15 8.85519E+2
240 5.26110E+17 5.10113E+2
418 1.87880E+18 2.64172E+2
338 2.17989E+15 1.04967E+3
253 3.69812E+18 3.28484E+2
465 1.97726E+14 5.85569E+2
433 1.49770E+14 6.66754E+2
495 4.23450E+18 2.12846E+2
416 9.39428E+15 6.80809E+2
490 4.34926E+13 5.35299E+2
490 2.78256E+15 5.27902E+2
307 1.53352E+14 1.29444E+3
474 5.42244E+17 3.14928E+2
343 1.69679E+17 5.65299E+2
291 7.51827E+15 1.31808E+3
469 6.91880E+13 5.78194E+2
399 1.28316E+17 5.20915E+2
294 1.98451E+13 1.42511E+3
447 4.75480E+17 3.39750E+2
345 2.83300E+15 1.00389E+3
296 1.09223E+16 1.23939E+3
250 9.83313E+18 3.00380E+2
417 7.24771E+17 3.22895E+2
270 6.10250E+16 1.00274E+3
259 5.45025E+17 4.78869E+2
306 8.66878E+14 1.29043E+3
445 1.03181E+16 6.03444E+2
492 5.52107E+17 3.04384E+2
339 4.37171E+16 8.08934E+2
333 1.43046E+18 3.19243E+2
298 2.79061E+13 1.38685E+3
359 9.46943E+16 6.33082E+2
294 5.58563E+15 1.32547E+3
408 2.32730E+17 4.39506E+2
481 5.06396E+15 5.39143E+2
446 7.64784E+14 6.29858E+2
332 2.07370E+17 5.46516E+2
295 4.66726E+16 9.67374E+2
267 2.96566E+14 1.72361E+3
430 9.17659E+16 5.10322E+2
461 9.07369E+16 4.67752E+2
362 3.84790E+13 9.38854E+2
301 6.83008E+14 1.34456E+3
210 3.58860E+13 2.88910E+3
215 1.20886E+13 2.75172E+3
347 3.09306E+13 1.01810E+3
210 8.42283E+17 4.96906E+2
362 9.05505E+13 9.35365E+2
285 5.48051E+13 1.51205E+3
467 2.58413E+14 5.81275E+2
203 8.85152E+18 3.49045E+2
452 8.10817E+14 6.13902E+2
345 6.58499E+16 7.26653E+2
368 1.61159E+16 8.16092E+2
367 3.65753E+14 9.08119E+2
278 2.87325E+17 5.63221E+2
261 4.34698E+17 5.11854E+2
419 1.29042E+18 2.82916E+2
351 4.67584E+13 9.98352E+2
463 1.57718E+14 5.90573E+2
206 7.88005E+13 3.01326E+3
257 4.60594E+16 1.16024E+3
347 3.46155E+15 9.85456E+2
297 7.56234E+18 2.74160E+2
261 1.01537E+14 1.81861E+3
263 1.02667E+16 1.53481E+3
370 2.18539E+15 8.79596E+2
310 2.50472E+18 3.02951E+2
412 6.35005E+18 2.27696E+2
295 3.82912E+14 1.40601E+3
224 1.06943E+13 2.50035E+3
298 1.46683E+15 1.35528E+3
343 4.19371E+18 2.65547E+2
452 1.37640E+16 5.80651E+2
464 4.23244E+13 5.89148E+2
292 6.88852E+15 1.32081E+3
216 5.80786E+17 5.36245E+2
295 1.57388E+17 6.64118E+2
453 7.15755E+18 2.13065E+2
268 2.70579E+14 1.71460E+3
355 2.07645E+14 9.70282E+2
401 6.84459E+18 2.30002E+2
413 1.44741E+16 6.75102E+2
400 6.56386E+17 3.40015E+2
414 2.35611E+13 7.27171E+2
264 7.34810E+14 1.74475E+3
268 1.28682E+13 1.72023E+3
363 3.75192E+17 4.24465E+2
443 3.97865E+13 6.41649E+2
345 2.43940E+16 8.67093E+2
383 1.42909E+15 8.30517E+2
371 1.72444E+16 7.99200E+2
250 1.61993E+15 1.92470E+3
456 5.10275E+16 5.15484E+2
294 6.07179E+18 2.81348E+2
364 7.98413E+17 3.44305E+2
353 1.91212E+13 9.85986E+2
495 4.45608E+16 4.62729E+2
234 1.07774E+14 2.28048E+3
342 1.66719E+13 1.04822E+3
326 2.97400E+18 2.85881E+2
226 1.65888E+14 2.45649E+3
351 2.44084E+14 9.91997E+2
332 5.79818E+18 2.61754E+2
243 1.26494E+15 2.05484E+3
494 4.65711E+18 2.10921E+2
323 1.12061E+18 3.42862E+2
311 5.59990E+14 1.25698E+3
407 3.99374E+18 2.40591E+2
493 8.05416E+16 4.36198E+2
261 3.80236E+14 1.80785E+3
364 1.46768E+15 9.16128E+2
285 2.25709E+16 1.18898E+3
372 2.04594E+18 2.79367E+2
211 8.34386E+18 3.41185E+2
489 1.84013E+18 2.40731E+2
225 7.87951E+13 2.47306E+3
489 7.96335E+15 5.18483E+2
351 6.16897E+18 2.51489E+2
349 2.56178E+17 4.90891E+2
275 3.20498E+18 3.16290E+2
305 7.70479E+13 1.31788E+3
372 2.80361E+15 8.66383E+2
460 2.09514E+18 2.44889E+2
288 1.41848E+14 1.47649E+3
222 3.94071E+13 2.55904E+3
466 6.97995E+13 5.84999E+2
328 4.98228E+14 1.13370E+3
433 6.78448E+17 3.19383E+2
369 5.93688E+17 3.69056E+2
296 1.37076E+16 1.20819E+3
432 1.55278E+18 2.67990E+2
285 1.88670E+13 1.51932E+3
226 1.82327E+17 7.82226E+2
468 3.87519E+18 2.22325E+2
244 6.00903E+16 1.12747E+3
417 1.07391E+14 7.14752E+2
296 1.10277E+14 1.39939E+3
494 6.78477E+17 2.90304E+2
399 3.14760E+17 4.13876E+2
491 8.25529E+15 5.15529E+2
420 4.72251E+14 7.04386E+2
447 3.29110E+14 6.29583E+2
305 3.63323E+17 4.86879E+2
425 7.19890E+18 2.21142E+2
433 1.21086E+18 2.80796E+2
311 2.15210E+14 1.26753E+3
495 6.91638E+17 2.88564E+2
476 1.22669E+16 5.34727E+2
467 5.54187E+15 5.67376E+2
325 2.49048E+14 1.15625E+3
433 5.45290E+18 2.24244E+2
500 5.51091E+16 4.46975E+2
295 1.69162E+16 1.17762E+3
224 1.06255E+17 9.83770E+2
449 2.59698E+16 5.63324E+2
