T(K) Nd(cm-3) Mu(cm2/Vs)
485 8.41027E+13 1.14959E+6
218 1.71367E+15 2.93298E+13
397 1.97812E+14 2.53804E+7
314 4.52852E+17 2.36927E+9
383 5.27897E+18 4.83337E+7
356 1.30694E+16 1.85715E+8
346 1.42514E+18 3.09925E+8
234 1.92244E+15 3.78412E+12
207 1.55544E+16 1.55191E+14
396 1.25879E+13 2.72234E+7
276 7.11287E+16 4.72523E+10
418 1.21946E+15 1.08753E+7
311 3.30733E+18 2.87918E+9
328 3.06712E+17 9.32815E+8
389 5.67571E+14 3.59778E+7
335 4.47648E+17 6.18572E+8
479 1.26336E+16 1.36846E+6
414 3.64816E+15 1.29175E+7
207 3.69070E+18 1.69090E+14
357 8.30032E+13 1.76425E+8
355 8.06763E+13 1.93563E+8
375 4.75617E+13 6.79929E+7
232 2.47477E+18 4.57414E+12
325 2.84457E+15 1.13070E+9
404 1.63976E+14 1.86821E+7
483 5.08609E+14 1.23118E+6
270 1.43284E+17 7.84272E+10
304 1.21911E+16 4.82460E+9
430 5.36388E+17 6.83378E+6
330 7.55817E+15 8.13183E+8
381 2.50877E+18 5.23243E+7
232 8.55090E+16 4.83140E+12
425 1.16725E+13 8.27232E+6
408 9.64287E+15 1.62386E+7
286 2.91692E+14 1.91523E+10
266 6.16308E+18 1.14490E+11
471 4.16782E+14 1.77449E+6
470 9.08920E+13 1.80965E+6
210 1.10208E+17 9.61032E+13
318 8.08781E+17 1.72053E+9
280 6.22066E+16 3.20705E+10
392 6.87226E+16 3.11616E+7
473 1.24382E+16 1.64782E+6
289 1.34784E+17 1.50308E+10
484 4.19159E+14 1.20853E+6
227 1.22641E+15 9.35242E+12
421 1.44734E+17 9.78513E+6
390 2.59039E+16 3.53216E+7
260 5.68295E+18 2.13039E+11
347 2.09825E+15 2.99365E+8
303 1.06667E+13 5.02545E+9
364 5.32498E+18 1.21654E+8
307 6.58171E+16 3.78031E+9
491 2.33094E+16 9.82389E+5
395 6.11875E+15 2.81880E+7
299 2.06294E+15 6.98201E+9
363 1.44130E+13 1.23520E+8
394 5.43882E+18 2.90643E+7
358 1.79030E+17 1.61490E+8
333 2.22373E+16 6.96491E+8
266 8.94026E+14 1.16452E+11
219 2.79726E+13 2.82672E+13
353 5.90184E+15 2.12936E+8
454 8.63096E+18 3.02916E+6
355 4.90200E+18 1.87534E+8
475 1.73903E+16 1.55513E+6
287 2.44625E+13 1.78560E+10
396 3.39357E+14 2.72162E+7
327 1.12741E+15 9.76934E+8
238 1.43052E+15 2.27476E+12
211 2.55504E+13 8.68292E+13
223 4.86322E+17 1.44654E+13
421 1.35839E+18 9.77422E+6
256 3.08148E+17 3.05023E+11
360 2.04015E+18 1.48863E+8
417 1.63024E+14 1.14078E+7
458 1.15695E+17 2.65468E+6
455 1.33599E+16 2.91132E+6
234 1.14316E+16 3.66796E+12
244 4.84072E+14 1.17557E+12
321 9.88375E+17 1.40770E+9
235 1.77252E+13 3.42589E+12
327 5.91798E+14 9.89541E+8
430 2.23134E+15 6.82411E+6
380 2.91702E+14 5.53640E+7
360 2.61448E+17 1.48502E+8
495 6.00744E+17 8.71235E+5
224 2.40896E+16 1.42317E+13
353 1.36107E+18 2.09129E+8
445 1.06603E+14 4.01423E+6
373 1.09060E+17 7.67610E+7
247 3.48961E+13 7.95677E+11
227 7.92413E+17 9.39493E+12
433 1.38898E+17 6.08324E+6
330 8.77151E+16 8.06414E+8
352 1.54341E+17 2.26200E+8
202 2.41175E+17 3.47344E+14
367 5.00605E+16 1.04307E+8
274 3.15228E+16 5.39233E+10
260 4.67249E+14 1.95039E+11
300 6.22959E+18 6.38936E+9
253 1.23574E+13 4.01910E+11
495 7.38845E+15 8.86375E+5
304 1.25790E+14 4.85547E+9
499 1.48700E+13 7.79278E+5
327 1.34029E+13 9.76254E+8
354 2.01093E+17 2.04914E+8
453 3.16250E+13 3.12254E+6
225 9.83286E+18 1.14847E+13
200 2.28036E+17 4.79055E+14
219 2.75916E+14 2.59658E+13
345 2.08491E+15 3.32308E+8
478 1.44698E+13 1.41070E+6
211 6.15954E+16 8.66008E+13
340 9.57604E+17 4.51180E+8
302 2.12254E+14 5.54488E+9
208 2.35472E+18 1.29829E+14
464 9.15348E+16 2.18395E+6
267 5.47971E+15 1.01480E+11
342 7.66582E+18 4.07683E+8
432 7.12933E+16 6.51484E+6
265 2.54360E+17 1.23849E+11
320 1.16696E+17 1.59825E+9
486 3.88276E+15 1.11137E+6
492 2.96944E+14 9.49475E+5
350 2.99276E+18 2.54686E+8
290 4.56942E+13 1.42132E+10
263 1.96243E+15 1.58151E+11
266 1.70188E+15 1.11526E+11
405 3.62272E+13 1.81745E+7
497 5.33256E+18 8.31778E+5
394 3.14405E+18 2.95914E+7
212 1.32565E+14 7.66186E+13
285 4.49353E+14 2.05044E+10
382 3.50606E+16 4.94638E+7
389 1.33202E+14 3.67291E+7
460 2.36909E+14 2.46966E+6
421 2.11193E+15 9.53073E+6
348 2.41326E+14 2.80332E+8
424 4.56022E+17 8.62836E+6
452 1.15043E+15 3.20197E+6
225 1.10917E+17 1.14114E+13
241 6.34918E+16 1.57322E+12
318 4.67104E+16 1.82200E+9
318 1.22769E+17 1.72001E+9
486 7.79810E+16 1.14223E+6
479 2.17123E+18 1.39678E+6
399 5.03734E+15 2.38700E+7
403 3.67053E+17 1.98870E+7
459 4.31419E+16 2.52464E+6
420 3.43563E+14 1.02181E+7
370 3.55787E+18 8.87213E+7
430 3.38180E+16 6.89919E+6
457 1.55168E+17 2.76866E+6
279 2.49885E+13 3.60447E+10
365 7.98345E+13 1.14915E+8
416 1.18280E+18 1.17769E+7
318 2.86171E+16 1.80003E+9
284 1.46383E+17 2.26923E+10
297 2.25171E+18 8.24975E+9
323 6.66895E+13 1.24437E+9
387 3.28241E+16 3.97216E+7
380 3.19944E+16 5.58953E+7
203 6.38990E+14 3.09570E+14
260 6.47718E+14 1.95792E+11
477 1.66818E+16 1.45950E+6
470 1.13589E+15 1.79943E+6
384 1.73795E+14 4.63820E+7
323 5.04349E+17 1.28426E+9
430 1.42387E+13 7.03159E+6
311 2.25904E+18 2.89950E+9
432 7.16364E+18 6.45175E+6
380 2.61968E+13 5.45542E+7
467 8.84206E+14 1.96358E+6
240 1.37426E+17 1.85561E+12
460 3.88512E+18 2.51009E+6
405 1.31429E+14 1.80323E+7
443 1.00735E+18 4.39006E+6
355 1.04803E+13 1.90792E+8
316 1.03662E+15 2.01228E+9
449 3.70424E+14 3.56651E+6
378 3.73328E+13 6.16145E+7
236 3.46399E+14 2.90473E+12
401 4.07605E+18 2.13694E+7
256 7.50014E+13 3.11669E+11
498 1.60730E+15 8.10060E+5
406 3.85796E+15 1.77722E+7
471 2.50001E+13 1.73539E+6
327 3.98152E+13 9.71030E+8
462 3.92758E+17 2.30021E+6
441 1.59993E+16 4.73313E+6
340 9.35735E+14 4.47416E+8
225 1.77666E+16 1.24878E+13
484 5.86456E+18 1.17898E+6
322 5.81674E+13 1.39364E+9
371 7.66618E+17 8.35907E+7
419 1.36999E+18 1.05762E+7
448 4.84910E+15 3.65978E+6
230 3.30556E+18 6.37537E+12
268 2.65912E+18 9.41895E+10
482 4.16532E+14 1.25532E+6
317 1.53405E+15 1.86053E+9
285 3.34193E+15 2.09890E+10
353 5.68187E+16 2.13157E+8
226 5.19080E+17 1.06361E+13
339 2.10105E+18 4.64305E+8
230 8.72919E+16 6.16625E+12
245 2.70753E+16 1.05278E+12
477 1.22225E+14 1.45419E+6
442 1.17595E+14 4.48779E+6
256 5.17401E+18 2.99845E+11
325 2.03294E+15 1.13992E+9
206 2.56590E+13 1.77784E+14
325 2.55815E+18 1.13752E+9
275 4.15537E+17 4.92500E+10
302 6.16911E+17 5.28499E+9
491 1.26971E+13 9.71807E+5
242 5.93748E+14 1.38744E+12
331 4.89269E+16 7.51891E+8
270 3.10749E+14 7.64525E+10
330 2.84761E+17 8.14688E+8
384 7.91287E+17 4.64010E+7
362 1.04673E+13 1.33658E+8
354 1.78744E+13 2.05235E+8
496 1.24585E+15 8.60234E+5
344 1.02903E+15 3.47055E+8
497 8.65755E+15 8.23114E+5
456 3.35552E+13 2.77212E+6
434 7.47849E+16 5.92726E+6
492 2.67673E+18 9.53567E+5
407 3.59490E+17 1.69544E+7
397 1.43592E+14 2.59317E+7
208 1.22525E+16 1.39630E+14
425 3.11922E+13 8.20731E+6
389 5.00570E+17 3.70685E+7
439 3.33483E+18 4.94263E+6
280 1.26535E+15 3.06191E+10
229 8.55880E+17 7.19490E+12
302 1.60535E+13 5.59297E+9
421 1.12834E+13 9.57960E+6
348 2.14972E+16 2.87374E+8
318 3.47440E+18 1.75998E+9
244 3.96929E+17 1.16795E+12
470 1.32049E+15 1.81794E+6
211 4.09017E+13 9.09633E+13
482 1.89308E+13 1.25113E+6
271 1.38754E+15 7.42201E+10
316 2.08763E+16 2.02077E+9
293 8.47118E+13 1.06884E+10
218 5.19493E+14 3.12326E+13
361 1.83634E+17 1.38917E+8
201 1.26360E+13 4.58998E+14
303 3.44029E+17 4.96712E+9
357 7.56865E+14 1.75336E+8
325 2.27420E+17 1.09113E+9
374 6.29886E+16 7.25386E+7
237 2.81530E+16 2.41470E+12
289 2.79276E+13 1.53192E+10
256 9.01280E+17 3.16106E+11
392 1.04725E+13 3.23394E+7
430 1.98641E+17 6.94594E+6
377 2.15199E+13 6.19175E+7
323 1.92221E+16 1.28883E+9
299 2.60454E+14 6.62393E+9
344 3.72692E+16 3.47426E+8
269 4.47054E+13 8.18449E+10
215 1.53804E+14 4.93584E+13
417 6.71268E+14 1.11667E+7
311 1.69654E+18 2.90119E+9
298 1.08704E+18 7.32359E+9
320 2.66686E+16 1.54938E+9
313 6.34622E+18 2.48396E+9
205 4.92326E+15 2.21532E+14
280 2.30101E+16 3.14558E+10
454 2.27335E+17 2.97358E+6
272 3.12222E+14 6.52458E+10
472 1.59072E+16 1.70135E+6
207 6.52511E+17 1.66223E+14
331 9.54167E+17 7.61408E+8
459 8.45378E+15 2.53793E+6
394 3.63645E+17 2.90498E+7
428 2.26098E+15 7.39307E+6
276 2.32387E+13 4.63212E+10
476 4.38085E+18 1.48799E+6
201 1.76517E+15 4.19348E+14
432 3.51515E+13 6.46703E+6
383 2.87892E+16 4.66222E+7
212 5.19711E+18 7.43363E+13
426 7.93739E+15 8.00429E+6
415 5.83875E+17 1.24056E+7
221 1.77302E+16 1.89851E+13
484 1.44036E+17 1.17653E+6
303 1.53063E+15 4.96808E+9
249 6.11129E+14 6.81595E+11
274 2.10247E+14 5.46448E+10
481 4.77588E+15 1.29851E+6
311 1.07625E+18 2.80671E+9
340 5.33392E+16 4.35797E+8
332 6.21075E+13 7.40601E+8
389 6.79162E+15 3.70718E+7
458 1.76883E+17 2.61911E+6
485 2.47574E+18 1.15482E+6
225 3.94826E+14 1.21137E+13
218 3.43809E+15 2.88367E+13
312 3.19640E+14 2.58148E+9
313 9.56688E+17 2.52949E+9
500 1.47683E+15 7.63788E+5
226 9.33955E+14 9.77809E+12
476 5.06047E+17 1.52122E+6
429 1.42872E+17 7.09888E+6
340 3.16146E+14 4.33810E+8
224 6.93311E+13 1.29030E+13
401 5.18557E+14 2.17745E+7
351 3.25101E+18 2.36762E+8
231 3.57246E+14 5.65129E+12
487 1.06726E+18 1.08793E+6
352 3.05803E+13 2.22367E+8
434 2.56376E+14 5.99128E+6
364 1.17808E+17 1.22269E+8
353 4.02945E+13 2.09857E+8
312 3.41832E+16 2.65029E+9
294 1.48099E+15 1.01999E+10
494 5.63118E+14 9.06741E+5
218 1.70621E+16 3.04857E+13
327 6.45072E+13 9.64074E+8
324 4.70164E+14 1.19313E+9
331 6.18891E+18 7.56919E+8
321 8.42586E+15 1.41236E+9
203 8.56663E+17 2.89628E+14
304 1.97866E+13 4.77877E+9
482 6.67786E+14 1.26074E+6
230 1.60075E+15 6.25558E+12
339 6.41168E+15 4.65128E+8
202 1.83888E+14 3.37468E+14
331 1.62527E+15 7.71594E+8
211 4.04913E+16 8.48700E+13
409 4.05039E+16 1.57677E+7
475 2.21157E+17 1.53675E+6
367 5.22815E+15 1.00909E+8
304 3.88454E+13 4.87610E+9
382 1.39611E+16 4.98533E+7
356 8.57061E+15 1.80315E+8
257 3.73402E+18 2.68258E+11
379 6.16313E+14 5.87473E+7
296 4.01043E+15 8.92966E+9
440 3.24347E+15 4.79861E+6
456 7.60079E+13 2.78571E+6
297 4.76169E+17 8.02220E+9
261 4.49731E+16 1.83999E+11
263 3.00318E+13 1.49448E+11
468 2.73402E+15 1.90865E+6
459 3.72589E+15 2.52390E+6
422 8.70607E+16 9.45815E+6
473 2.26985E+18 1.62796E+6
347 7.80111E+18 3.01723E+8
350 1.07585E+14 2.49398E+8
250 8.86494E+17 5.97718E+11
298 2.37659E+18 7.53516E+9
341 2.03982E+14 4.21277E+8
475 4.30456E+14 1.54761E+6
490 1.72555E+15 1.00333E+6
200 2.69524E+13 4.62395E+14
484 1.22486E+17 1.17900E+6
493 1.28813E+14 9.31718E+5
245 1.14237E+13 9.54926E+11
437 2.56187E+14 5.28882E+6
428 1.83526E+15 7.32950E+6
439 7.39885E+18 4.92002E+6
307 2.18098E+15 3.88572E+9
303 7.96116E+15 5.25359E+9
419 1.53234E+13 1.06411E+7
249 7.80762E+14 6.51901E+11
426 1.11989E+17 7.95480E+6
469 1.92109E+14 1.86864E+6
415 3.67816E+15 1.20475E+7
264 1.00505E+13 1.34626E+11
435 8.68465E+13 5.66493E+6
323 1.49121E+17 1.23941E+9
358 8.06356E+17 1.59714E+8
345 3.20661E+13 3.39155E+8
406 4.46386E+18 1.73024E+7
495 1.82736E+14 8.83151E+5
375 1.99644E+15 7.00858E+7
266 1.64903E+16 1.13520E+11
455 1.60545E+17 2.87310E+6
375 3.31070E+17 6.79063E+7
330 4.02740E+17 8.11620E+8
214 7.05740E+15 5.58568E+13
493 7.48967E+15 9.20124E+5
239 6.05360E+14 2.11335E+12
224 9.90392E+16 1.27179E+13
472 6.06056E+18 1.69473E+6
216 2.55361E+16 3.96889E+13
446 5.03492E+16 3.91518E+6
232 7.76486E+15 4.99175E+12
304 1.64021E+15 4.72764E+9
243 4.47286E+15 1.22530E+12
453 1.21753E+17 3.11976E+6
382 1.77365E+13 4.96095E+7
227 4.73413E+14 8.85705E+12
495 3.43570E+17 8.71402E+5
304 3.95241E+16 4.83776E+9
490 1.78647E+15 1.00436E+6
483 8.33451E+18 1.23357E+6
318 2.76912E+15 1.72267E+9
424 6.93940E+13 8.67610E+6
323 2.23558E+16 1.25804E+9
499 1.60916E+16 7.90355E+5
353 8.59747E+16 2.17399E+8
304 6.63542E+17 4.69391E+9
318 4.85973E+16 1.81196E+9
245 8.49460E+14 1.02480E+12
442 7.51805E+14 4.49931E+6
278 5.90705E+15 3.63630E+10
436 8.04781E+15 5.60678E+6
484 4.43364E+14 1.18280E+6
489 8.29896E+18 1.02414E+6
397 2.28868E+16 2.57432E+7
468 2.09337E+13 1.93398E+6
417 2.97665E+16 1.12997E+7
355 2.31931E+15 1.87363E+8
290 1.88449E+18 1.34054E+10
278 2.94712E+14 3.91646E+10
217 7.07753E+18 3.47099E+13
301 2.54909E+17 5.73541E+9
331 1.52343E+18 7.49770E+8
292 1.08998E+14 1.21371E+10
365 4.84346E+16 1.12838E+8
474 5.44121E+13 1.59328E+6
486 1.13525E+16 1.11631E+6
432 1.44736E+15 6.39302E+6
473 7.57015E+15 1.67354E+6
337 3.44731E+13 5.21738E+8
463 7.57921E+17 2.23356E+6
494 1.25866E+13 9.03074E+5
301 1.64225E+15 5.98739E+9
444 7.07644E+13 4.20750E+6
252 5.50933E+17 4.54563E+11
465 1.96154E+15 2.14008E+6
274 4.28108E+15 5.31103E+10
254 2.00880E+15 3.62251E+11
460 1.89787E+13 2.44357E+6
489 5.99454E+13 1.02359E+6
286 7.29567E+14 1.85920E+10
397 1.70816E+14 2.52600E+7
340 3.28085E+18 4.53651E+8
479 9.93586E+17 1.40027E+6
400 2.90628E+17 2.22085E+7
374 1.47230E+13 7.15994E+7
409 1.18103E+14 1.51953E+7
259 9.35967E+15 2.17304E+11
442 1.57766E+18 4.45027E+6
409 4.96314E+13 1.52555E+7
372 5.49868E+14 8.04917E+7
272 7.07140E+13 6.55820E+10
290 6.52457E+18 1.38743E+10
240 4.98322E+15 1.76459E+12
422 2.78839E+14 9.29541E+6
408 6.86405E+15 1.63633E+7
253 1.53726E+18 4.16799E+11
255 9.19451E+16 3.49653E+11
250 3.77705E+18 5.55944E+11
293 3.11143E+16 1.06697E+10
349 6.82769E+17 2.61663E+8
472 1.51682E+13 1.71911E+6
241 4.97196E+13 1.64629E+12
417 2.57474E+17 1.13991E+7
273 6.56461E+18 5.85675E+10
363 1.98145E+16 1.25289E+8
361 4.14614E+18 1.43685E+8
498 1.83819E+14 8.00561E+5
358 1.01290E+16 1.63788E+8
423 1.80859E+13 9.07966E+6
346 7.32818E+18 3.23128E+8
204 1.72424E+14 2.49170E+14
234 5.29456E+13 3.92248E+12
376 1.31634E+15 6.61852E+7
278 3.20211E+18 3.63128E+10
406 6.59145E+17 1.78535E+7
275 5.89492E+14 4.93031E+10
336 3.47061E+16 5.53349E+8
360 2.26573E+17 1.44312E+8
479 9.72542E+18 1.37814E+6
448 6.49416E+18 3.67281E+6
403 4.37567E+15 2.01218E+7
477 3.64733E+15 1.45545E+6
353 5.69208E+17 2.10350E+8
445 1.42902E+18 4.01430E+6
202 1.75153E+16 3.51404E+14
459 3.64628E+15 2.56951E+6
398 1.24240E+15 2.47717E+7
219 7.68579E+14 2.57733E+13
476 3.05123E+18 1.48956E+6
433 2.57889E+15 6.27420E+6
356 1.73845E+14 1.87212E+8
306 2.47893E+17 4.07145E+9
412 6.37193E+15 1.40072E+7
371 3.12491E+17 8.61932E+7
321 2.32335E+16 1.49704E+9
445 1.85016E+16 4.02740E+6
311 2.03816E+16 2.82137E+9
330 4.03388E+16 8.18484E+8
458 4.30440E+16 2.65504E+6
392 3.60707E+17 3.11797E+7
315 3.23947E+16 2.22977E+9
488 2.53702E+15 1.06709E+6
368 4.16658E+18 9.91123E+7
225 2.67578E+13 1.11330E+13
257 2.73539E+17 2.69163E+11
370 1.77618E+13 8.92586E+7
494 1.30360E+13 8.93337E+5
445 1.48490E+16 4.12997E+6
376 1.33089E+17 6.57801E+7
272 2.54506E+16 6.71879E+10
476 2.00646E+17 1.50180E+6
367 4.05758E+17 1.04432E+8
458 2.99650E+15 2.63750E+6
375 4.21802E+15 6.96867E+7
443 2.02225E+18 4.32171E+6
213 7.07711E+17 6.26310E+13
432 3.21365E+13 6.41713E+6
257 1.27227E+15 2.64504E+11
455 1.30949E+13 2.91766E+6
290 2.80540E+15 1.34075E+10
306 8.89051E+18 4.14769E+9
296 6.57199E+16 8.82134E+9
484 7.87629E+18 1.20090E+6
266 8.17691E+18 1.12501E+11
345 1.75946E+16 3.29928E+8
462 1.66656E+14 2.29764E+6
342 4.44313E+17 3.96654E+8
338 4.04066E+13 5.13414E+8
298 8.16527E+14 7.20986E+9
417 2.18827E+13 1.13127E+7
452 1.86339E+15 3.20972E+6
395 1.03474E+16 2.81902E+7
362 1.88463E+14 1.30663E+8
291 1.65393E+15 1.32458E+10
461 9.63697E+16 2.42821E+6
476 2.45440E+17 1.50100E+6
295 3.85363E+16 9.26787E+9
364 5.72671E+13 1.19992E+8
497 1.34846E+15 8.26054E+5
420 5.89532E+14 1.01160E+7
270 3.21436E+16 8.06348E+10
240 8.33665E+14 1.78397E+12
275 2.22059E+13 4.93400E+10
207 2.37829E+15 1.71716E+14
473 9.50290E+14 1.63984E+6
209 2.06264E+17 1.16602E+14
238 1.31928E+15 2.36287E+12
398 2.38518E+14 2.44514E+7
349 2.82583E+15 2.60852E+8
309 1.39895E+14 3.37399E+9
247 5.14927E+18 7.82741E+11
268 1.09567E+18 9.27403E+10
484 3.21568E+14 1.18502E+6
377 3.59509E+16 6.27303E+7
318 2.85484E+18 1.76412E+9
228 1.74890E+16 7.75231E+12
236 6.95264E+16 2.81469E+12
200 2.11224E+14 4.68005E+14
393 2.73590E+18 3.03404E+7
446 2.37660E+18 3.97901E+6
410 4.27140E+14 1.49918E+7
353 9.02705E+17 2.16571E+8
365 3.48902E+16 1.16854E+8
457 4.04683E+14 2.70655E+6
473 1.83861E+15 1.64971E+6
432 1.34847E+14 6.48639E+6
338 7.68639E+18 4.95014E+8
375 3.36766E+18 6.93101E+7
218 2.92624E+15 2.92600E+13
386 3.47100E+14 4.16807E+7
242 4.04761E+18 1.50044E+12
387 1.48057E+17 3.97888E+7
468 5.98626E+17 1.94252E+6
438 1.25417E+18 5.24729E+6
275 1.12632E+17 4.97152E+10
350 2.55581E+14 2.48047E+8
421 2.63125E+17 9.64110E+6
498 3.27106E+18 7.99523E+5
408 2.07931E+15 1.62084E+7
380 5.20656E+17 5.50843E+7
349 3.45738E+13 2.67671E+8
278 1.81046E+15 3.74703E+10
418 1.53048E+18 1.09226E+7
329 2.12209E+16 8.58444E+8
328 6.45512E+14 9.03906E+8
390 7.67779E+15 3.53511E+7
473 2.58274E+14 1.63976E+6
266 5.47407E+16 1.17613E+11
423 2.70691E+15 9.02347E+6
244 5.63467E+17 1.08930E+12
460 2.60607E+17 2.44088E+6
440 4.13746E+15 4.88975E+6
206 3.09334E+13 1.89255E+14
244 1.22130E+17 1.13893E+12
454 2.09051E+16 3.00219E+6
447 1.15483E+18 3.77601E+6
329 4.91082E+17 8.78332E+8
465 2.88774E+15 2.13406E+6
231 2.40861E+17 5.18407E+12
286 1.80142E+17 1.88896E+10
431 3.01114E+18 6.61773E+6
336 4.04483E+17 5.72738E+8
230 6.18543E+13 6.13136E+12
307 2.98521E+13 3.80328E+9
296 3.32824E+13 8.47769E+9
211 4.31578E+14 8.07415E+13
350 7.07379E+15 2.49341E+8
356 3.11226E+18 1.82556E+8
349 3.79245E+15 2.62767E+8
337 4.08006E+18 5.46432E+8
200 3.29399E+15 4.92253E+14
213 2.21543E+15 5.92784E+13
300 5.40375E+18 6.23166E+9
207 3.25690E+16 1.69969E+14
485 2.20288E+17 1.16884E+6
425 2.98717E+17 8.26027E+6
430 1.01675E+13 7.00148E+6
421 3.68166E+17 9.80749E+6
439 5.75386E+15 4.94941E+6
227 1.78952E+17 8.79334E+12
418 2.26069E+17 1.06652E+7
428 8.86061E+13 7.30485E+6
306 5.83431E+14 4.08790E+9
365 7.40975E+15 1.13272E+8
222 1.03976E+17 1.77770E+13
272 7.39083E+16 6.72598E+10
454 9.37763E+17 2.98139E+6
307 4.06967E+14 3.84040E+9
287 1.85400E+15 1.79453E+10
318 1.07879E+18 1.81469E+9
445 1.06834E+13 4.02508E+6
349 3.09616E+15 2.71539E+8
213 3.33828E+13 6.85296E+13
489 2.93096E+14 1.04453E+6
440 2.66988E+16 4.85279E+6
216 1.93937E+13 4.16298E+13
356 6.76338E+15 1.81738E+8
483 5.35013E+18 1.21590E+6
450 4.69979E+16 3.40572E+6
456 8.39307E+14 2.77933E+6
381 5.36442E+15 5.32766E+7
393 3.06990E+18 3.07421E+7
435 6.90057E+13 5.66282E+6
329 1.74888E+14 8.91109E+8
448 3.13242E+13 3.67585E+6
210 3.04169E+17 1.02893E+14
341 3.11084E+17 4.21398E+8
283 1.41639E+18 2.51693E+10
255 5.61807E+15 3.57132E+11
333 7.20936E+13 6.84204E+8
381 9.84827E+14 5.19110E+7
336 1.37899E+16 5.57194E+8
411 2.78833E+17 1.40289E+7
362 7.27435E+17 1.30245E+8
366 1.47486E+18 1.05708E+8
342 1.50031E+13 3.86315E+8
468 1.71981E+14 1.92252E+6
392 8.62835E+18 3.14621E+7
474 2.33005E+14 1.61010E+6
354 9.47878E+17 2.07927E+8
479 1.61527E+15 1.37593E+6
294 1.47653E+16 1.02306E+10
461 7.64184E+13 2.41185E+6
477 4.45621E+16 1.47540E+6
416 1.00249E+14 1.15545E+7
295 1.35067E+16 9.57694E+9
324 5.71091E+13 1.21840E+9
225 5.15234E+15 1.20965E+13
423 1.94488E+14 8.92476E+6
450 1.18997E+16 3.38600E+6
299 8.92448E+15 6.72959E+9
360 3.09800E+16 1.51340E+8
413 4.43977E+13 1.33011E+7
211 3.37929E+14 9.07125E+13
210 7.95334E+15 9.67787E+13
330 7.70856E+16 8.16607E+8
212 6.18291E+17 7.77776E+13
479 1.74174E+13 1.40110E+6
255 2.76138E+15 3.52605E+11
304 3.31550E+16 4.86091E+9
245 1.53964E+13 1.04982E+12
364 3.31559E+16 1.20815E+8
239 1.27768E+18 2.06572E+12
291 1.78773E+13 1.23507E+10
365 1.10578E+18 1.12416E+8
331 8.73224E+15 7.88066E+8
254 6.39600E+18 3.85571E+11
267 1.19365E+15 1.02431E+11
430 4.69308E+13 7.02961E+6
