T(K) Nd(cm-3) Mu(cm2/Vs)
458 2.79723E+13 5.36876E+2
341 7.43686E+15 9.50859E+2
212 2.92928E+17 7.09191E+2
307 1.47726E+14 1.26954E+3
230 7.73823E+16 1.22205E+3
481 8.86622E+16 3.89029E+2
339 3.47839E+18 1.75204E+2
426 3.24003E+16 5.48350E+2
349 3.23901E+13 9.57905E+2
336 8.55793E+14 1.03204E+3
285 1.31725E+13 1.50152E+3
412 7.23161E+13 6.70826E+2
363 1.64571E+18 2.14316E+2
365 7.55948E+16 6.35177E+2
219 4.62088E+14 2.67861E+3
371 1.29763E+15 8.31631E+2
236 2.85166E+17 6.52592E+2
380 1.57437E+18 2.10801E+2
419 2.15944E+13 6.48576E+2
453 1.93856E+14 5.47187E+2
430 2.31265E+13 6.12516E+2
386 1.86330E+14 7.71985E+2
272 2.05612E+14 1.65857E+3
234 6.54249E+18 1.96204E+2
282 1.94643E+17 6.57364E+2
457 2.75068E+18 1.52693E+2
377 3.30473E+13 8.12859E+2
441 1.68105E+18 1.84317E+2
369 4.77782E+16 6.80464E+2
263 2.33683E+14 1.78136E+3
229 4.86066E+18 2.15547E+2
424 1.54713E+13 6.32229E+2
475 2.26606E+17 3.28875E+2
336 6.06471E+16 7.61874E+2
211 6.64723E+13 2.95208E+3
370 8.92882E+14 8.40372E+2
345 1.43060E+17 5.81323E+2
279 3.81194E+18 1.96618E+2
364 1.09332E+17 5.83564E+2
461 1.33063E+15 5.24580E+2
234 9.00786E+18 1.82150E+2
225 2.11481E+16 1.89766E+3
465 5.73695E+15 5.04546E+2
276 7.43412E+15 1.47875E+3
354 1.14357E+17 5.98547E+2
433 1.26641E+18 2.06669E+2
493 1.99538E+13 4.58907E+2
236 2.83302E+18 2.46845E+2
411 9.39058E+16 4.99707E+2
229 5.81412E+15 2.22051E+3
285 6.78135E+18 1.66360E+2
294 1.41533E+18 2.65242E+2
434 3.54195E+16 5.25021E+2
497 3.46538E+17 2.77148E+2
491 5.05913E+16 4.03632E+2
366 3.76167E+17 3.82454E+2
203 3.19062E+14 3.18636E+3
403 1.05371E+15 6.95840E+2
321 1.44490E+17 6.35618E+2
411 2.16028E+16 6.11255E+2
266 2.04979E+16 1.41563E+3
375 3.44056E+16 6.93166E+2
487 2.58336E+14 4.70306E+2
448 1.22486E+13 5.61458E+2
353 2.99603E+13 9.33923E+2
214 7.44501E+14 2.82207E+3
236 1.26992E+14 2.27811E+3
224 9.39456E+13 2.56633E+3
283 1.49764E+14 1.52173E+3
458 2.50767E+15 5.28978E+2
479 1.37523E+16 4.62093E+2
319 2.53139E+17 5.16455E+2
361 1.89699E+17 4.99308E+2
389 3.61747E+16 6.44243E+2
413 7.72485E+18 1.24296E+2
498 1.76809E+17 3.24790E+2
375 5.51527E+13 8.20148E+2
478 5.25827E+14 4.88159E+2
236 5.94837E+14 2.26480E+3
409 2.38536E+18 1.72794E+2
484 2.39759E+15 4.70637E+2
280 2.68189E+15 1.50771E+3
358 1.68724E+13 9.08995E+2
220 3.94279E+16 1.66690E+3
398 1.01835E+15 7.17786E+2
468 1.01538E+15 5.08439E+2
404 1.03453E+13 7.01457E+2
301 8.61754E+14 1.31692E+3
451 9.16231E+15 5.30800E+2
315 3.57011E+18 1.83214E+2
409 8.95096E+13 6.80796E+2
254 2.16791E+16 1.52888E+3
375 9.85347E+16 5.71180E+2
216 1.99074E+16 2.07590E+3
313 9.58589E+13 1.21634E+3
282 4.95359E+16 1.06615E+3
260 3.45993E+18 2.14093E+2
255 2.24619E+14 1.90889E+3
442 4.28974E+15 5.64782E+2
401 1.96040E+16 6.45244E+2
409 2.31381E+14 6.79148E+2
220 6.34598E+17 4.72729E+2
286 7.07985E+17 3.61733E+2
203 3.91378E+13 3.21271E+3
391 3.83937E+16 6.31488E+2
452 1.65830E+14 5.50169E+2
375 1.60162E+17 5.00641E+2
353 2.62846E+17 4.55982E+2
284 1.14098E+18 2.96904E+2
248 3.22619E+17 5.87135E+2
341 2.96900E+18 1.83227E+2
437 3.22258E+17 3.32240E+2
210 1.42844E+18 3.50082E+2
402 1.41863E+16 6.55663E+2
378 3.92819E+18 1.56593E+2
349 2.68507E+15 9.37526E+2
272 8.05537E+15 1.51809E+3
291 6.62684E+17 3.67319E+2
398 1.01115E+18 2.40232E+2
429 7.76053E+13 6.16634E+2
273 3.28960E+18 2.08920E+2
305 2.32922E+16 1.07435E+3
476 2.20037E+17 3.30573E+2
332 2.58115E+18 1.95160E+2
442 1.84453E+17 3.83930E+2
321 1.51765E+13 1.15365E+3
489 3.38689E+17 2.84456E+2
258 2.39425E+15 1.81311E+3
437 5.90677E+14 5.88503E+2
219 8.59893E+14 2.65715E+3
456 1.70166E+17 3.74246E+2
306 2.92307E+16 1.03340E+3
263 4.34804E+13 1.79715E+3
346 4.91162E+13 9.81153E+2
359 4.82460E+13 9.00280E+2
391 2.72841E+13 7.51846E+2
362 2.99722E+14 8.85346E+2
416 2.49422E+15 6.45595E+2
374 8.05302E+18 1.31767E+2
389 2.08669E+17 4.39307E+2
313 1.97885E+17 5.82281E+2
466 5.51452E+14 5.14960E+2
277 1.90294E+13 1.59958E+3
239 9.19049E+13 2.22358E+3
318 1.89003E+14 1.17433E+3
240 2.49838E+18 2.53390E+2
461 3.19615E+16 4.72712E+2
275 9.05637E+15 1.47082E+3
383 8.12509E+15 7.44389E+2
333 4.30702E+14 1.06205E+3
338 8.59129E+17 2.92418E+2
314 8.57127E+18 1.46833E+2
494 3.33275E+14 4.55791E+2
262 2.01465E+15 1.75104E+3
431 1.90100E+18 1.79810E+2
483 1.75173E+18 1.69495E+2
286 1.47779E+17 7.26256E+2
401 1.61620E+14 7.10679E+2
371 4.91424E+14 8.35010E+2
485 1.02324E+14 4.74557E+2
302 7.97828E+15 1.21970E+3
237 6.81945E+17 4.29404E+2
281 1.66481E+13 1.54898E+3
319 3.54815E+16 9.25121E+2
358 2.59011E+15 8.90497E+2
488 2.92306E+16 4.27693E+2
449 4.45094E+14 5.56914E+2
334 1.50466E+16 9.46730E+2
383 1.14541E+16 7.33834E+2
357 4.76554E+15 8.79867E+2
206 4.89046E+15 2.81574E+3
332 2.39012E+13 1.07230E+3
471 1.77822E+18 1.72044E+2
429 1.56561E+14 6.14310E+2
488 3.79850E+13 4.69096E+2
413 2.30197E+13 6.68795E+2
413 1.67152E+18 1.93907E+2
414 1.34493E+18 2.09337E+2
498 1.07336E+14 4.48861E+2
265 9.69261E+14 1.74057E+3
234 1.53158E+13 2.33774E+3
433 3.94121E+13 6.02019E+2
459 3.64954E+18 1.39976E+2
498 1.14547E+18 1.90443E+2
212 6.79991E+15 2.56210E+3
450 5.02964E+17 2.77541E+2
258 1.61657E+15 1.82933E+3
317 1.02954E+13 1.18581E+3
403 1.76111E+18 1.94018E+2
241 8.06072E+15 1.94957E+3
291 3.99360E+14 1.42338E+3
248 9.04646E+18 1.73518E+2
247 1.44299E+13 2.06071E+3
215 5.78431E+13 2.81744E+3
296 2.66794E+17 5.44825E+2
297 1.26320E+14 1.36737E+3
383 4.03106E+18 1.54058E+2
377 1.06348E+17 5.57679E+2
380 1.79789E+15 7.86023E+2
461 3.64188E+16 4.67697E+2
341 8.59998E+15 9.47536E+2
426 1.41607E+18 2.01119E+2
343 5.64937E+18 1.51964E+2
280 3.37461E+15 1.50082E+3
240 1.61814E+17 8.44509E+2
411 1.39191E+13 6.76329E+2
293 1.81107E+17 6.49281E+2
429 6.66237E+16 4.95355E+2
475 9.40379E+15 4.77151E+2
418 6.42520E+18 1.28608E+2
455 5.55666E+13 5.43761E+2
363 6.66892E+16 6.59102E+2
300 2.50054E+13 1.33860E+3
211 2.27016E+18 2.94761E+2
475 1.40968E+15 4.92869E+2
394 5.77900E+18 1.37448E+2
400 6.30605E+17 2.86968E+2
306 2.49526E+15 1.24740E+3
317 1.19839E+14 1.18291E+3
422 2.51760E+13 6.37694E+2
463 3.43102E+17 3.03483E+2
300 1.99617E+16 1.13133E+3
355 7.83956E+15 8.75148E+2
404 1.22411E+14 6.97437E+2
440 1.87035E+17 3.84801E+2
437 8.56727E+18 1.17059E+2
354 1.47085E+15 9.18135E+2
469 1.50277E+14 5.08832E+2
403 4.27181E+17 3.30012E+2
415 5.94685E+13 6.59921E+2
353 3.25205E+17 4.20262E+2
374 6.78749E+16 6.23784E+2
496 1.61008E+16 4.28210E+2
248 2.53363E+15 1.97136E+3
433 6.18264E+16 4.92833E+2
407 1.58676E+17 4.48190E+2
378 9.21540E+17 2.59920E+2
458 2.31036E+16 4.91992E+2
286 5.00216E+17 4.23603E+2
434 9.26969E+14 5.96521E+2
259 1.01289E+13 1.86513E+3
422 2.50095E+13 6.38430E+2
371 5.23719E+13 8.38337E+2
386 1.88990E+15 7.61326E+2
234 5.18238E+17 4.92864E+2
255 1.16371E+16 1.66016E+3
473 2.84754E+16 4.54923E+2
392 1.08589E+18 2.36576E+2
307 1.89706E+17 6.04115E+2
244 5.35583E+13 2.12010E+3
443 2.16900E+16 5.27111E+2
259 3.89162E+13 1.85210E+3
212 3.79786E+13 2.90532E+3
216 8.22921E+14 2.75212E+3
444 5.06994E+18 1.30979E+2
388 5.93112E+14 7.57492E+2
222 2.94041E+16 1.79531E+3
359 1.14396E+15 8.94857E+2
383 1.85272E+17 4.65554E+2
242 2.15229E+17 7.30832E+2
257 2.54046E+14 1.88353E+3
483 4.06354E+18 1.31123E+2
342 8.51927E+18 1.38366E+2
350 5.40420E+14 9.49333E+2
286 3.01665E+14 1.48530E+3
424 3.34178E+13 6.30655E+2
497 1.00957E+18 1.98769E+2
364 2.12287E+13 8.78464E+2
218 6.41949E+13 2.72671E+3
394 1.34983E+18 2.17293E+2
235 6.13829E+15 2.09776E+3
349 8.15737E+17 2.90917E+2
494 1.98793E+16 4.28466E+2
370 2.30276E+14 8.44497E+2
364 3.35632E+13 8.76360E+2
228 4.46923E+17 5.40921E+2
361 6.31886E+16 6.70255E+2
334 2.37350E+13 1.05386E+3
316 5.47082E+14 1.18525E+3
359 2.37100E+14 9.02334E+2
457 4.17823E+18 1.35140E+2
453 3.42420E+13 5.49216E+2
245 8.48874E+18 1.77979E+2
266 1.82693E+15 1.70468E+3
371 2.62512E+18 1.79492E+2
297 5.98750E+18 1.66365E+2
214 4.65869E+18 2.31844E+2
309 7.61330E+13 1.25726E+3
211 3.00077E+18 2.68376E+2
413 2.24829E+15 6.57275E+2
387 1.11987E+18 2.36447E+2
295 4.22805E+13 1.38826E+3
459 2.20971E+18 1.63229E+2
234 8.53046E+14 2.30454E+3
398 3.30570E+18 1.58875E+2
442 3.22501E+15 5.68084E+2
420 7.17872E+15 6.18810E+2
431 1.25800E+14 6.09548E+2
332 1.22506E+14 1.06668E+3
473 2.18324E+18 1.60121E+2
369 3.38055E+17 3.95229E+2
416 1.65502E+14 6.56258E+2
285 8.11653E+13 1.50370E+3
470 1.88896E+13 5.07020E+2
485 2.13964E+16 4.42001E+2
282 4.60476E+17 4.44632E+2
323 1.72733E+14 1.13460E+3
456 5.65037E+14 5.37854E+2
485 6.64323E+14 4.74209E+2
289 2.72319E+18 2.12447E+2
242 5.74955E+15 1.98939E+3
233 5.93505E+13 2.36256E+3
248 4.80844E+15 1.91409E+3
295 1.41972E+17 7.09366E+2
307 2.01194E+14 1.27335E+3
354 3.95727E+15 9.03141E+2
234 3.93794E+15 2.17880E+3
329 2.57781E+18 1.96803E+2
298 8.29544E+18 1.53792E+2
349 6.05716E+17 3.29608E+2
499 3.36445E+14 4.46573E+2
207 3.35777E+16 1.92339E+3
443 2.15726E+13 5.75253E+2
485 4.10439E+18 1.30381E+2
398 2.31685E+16 6.47014E+2
296 4.37402E+17 4.36395E+2
346 6.14480E+16 7.22755E+2
476 8.00298E+13 4.93039E+2
485 8.70819E+14 4.72231E+2
419 1.65478E+14 6.47735E+2
411 1.73980E+16 6.19880E+2
236 1.47463E+18 3.11424E+2
313 2.63023E+13 1.22360E+3
498 8.02856E+13 4.50521E+2
354 8.86934E+15 8.76314E+2
269 1.51435E+14 1.70489E+3
212 1.20197E+17 1.10315E+3
253 5.80591E+14 1.93847E+3
215 2.66626E+18 2.74368E+2
215 7.73769E+16 1.32886E+3
480 2.79104E+17 3.07089E+2
336 7.85783E+16 7.16297E+2
262 6.01146E+14 1.78923E+3
329 5.31382E+17 3.66156E+2
353 6.52579E+15 8.93314E+2
410 2.62816E+16 6.03642E+2
388 2.55765E+14 7.59388E+2
209 1.90019E+13 3.00072E+3
373 1.40901E+14 8.31614E+2
472 6.96248E+17 2.36742E+2
200 1.23452E+18 3.88182E+2
467 2.20986E+16 4.74089E+2
354 2.21802E+15 9.12542E+2
322 6.22159E+16 8.11243E+2
405 2.78153E+18 1.65694E+2
442 2.24321E+13 5.78980E+2
438 7.63156E+14 5.85942E+2
475 1.37727E+13 4.95846E+2
387 5.59626E+15 7.41522E+2
357 1.44888E+18 2.27626E+2
442 6.83414E+13 5.76235E+2
313 2.94475E+18 1.95110E+2
380 1.44021E+13 7.98935E+2
425 1.76731E+18 1.86130E+2
207 1.86866E+17 9.09380E+2
386 9.18706E+15 7.29671E+2
435 1.94257E+15 5.88872E+2
491 1.74864E+17 3.32958E+2
330 1.06065E+18 2.72811E+2
452 4.23770E+16 4.77874E+2
379 1.45783E+18 2.17191E+2
221 7.35322E+17 4.40362E+2
300 6.86777E+13 1.33919E+3
467 8.06220E+13 5.14697E+2
465 3.59631E+14 5.16743E+2
438 1.67888E+17 3.97943E+2
321 7.45410E+15 1.08131E+3
310 4.72926E+16 9.20781E+2
325 4.88413E+14 1.11795E+3
495 3.07302E+14 4.55154E+2
232 4.17926E+18 2.23136E+2
361 3.95527E+16 7.28254E+2
404 2.09412E+16 6.33100E+2
398 8.64969E+18 1.24336E+2
318 1.45513E+15 1.16102E+3
216 7.38402E+15 2.43682E+3
201 1.59432E+14 3.27828E+3
471 2.48680E+16 4.63503E+2
419 6.50878E+15 6.25055E+2
349 2.11729E+13 9.58255E+2
494 8.07611E+18 1.09285E+2
360 1.06173E+14 8.94591E+2
328 1.39261E+16 9.92241E+2
416 8.67952E+14 6.52529E+2
261 1.09448E+13 1.82741E+3
391 3.21093E+13 7.51648E+2
285 2.36929E+16 1.21474E+3
204 4.67530E+14 3.14026E+3
299 6.54019E+18 1.61746E+2
458 3.82634E+14 5.35105E+2
369 1.39926E+14 8.51619E+2
224 5.19848E+17 5.09897E+2
333 1.05452E+13 1.06770E+3
368 9.82461E+18 1.27648E+2
270 4.58714E+18 1.91503E+2
448 1.31499E+16 5.30822E+2
414 2.23887E+13 6.64174E+2
424 5.83987E+16 5.15668E+2
376 1.61735E+14 8.16828E+2
484 5.69533E+18 1.19911E+2
325 1.24085E+18 2.59188E+2
447 8.04155E+14 5.61955E+2
231 1.12938E+17 1.03278E+3
307 5.01046E+15 1.20652E+3
264 1.74629E+15 1.73011E+3
250 2.68731E+18 2.39403E+2
407 5.08444E+15 6.66010E+2
322 9.16467E+14 1.13702E+3
434 8.53188E+18 1.17628E+2
353 6.37097E+17 3.19242E+2
254 3.74603E+16 1.35245E+3
472 3.99532E+13 5.02063E+2
418 1.88879E+13 6.50892E+2
239 5.52502E+18 2.00981E+2
252 9.35154E+14 1.94850E+3
203 1.64049E+17 9.91968E+2
451 3.80282E+13 5.53170E+2
457 2.38932E+18 1.59633E+2
256 3.31337E+17 5.64802E+2
450 6.30852E+17 2.56781E+2
389 8.20918E+16 5.61884E+2
466 6.60114E+17 2.44280E+2
233 8.30581E+13 2.36349E+3
489 9.84012E+13 4.66555E+2
265 1.19182E+16 1.53475E+3
325 1.18241E+17 6.69506E+2
493 1.21888E+18 1.88057E+2
420 4.82054E+13 6.42918E+2
345 8.34187E+16 6.76767E+2
228 2.20647E+16 1.85011E+3
216 4.75751E+16 1.60507E+3
296 9.99355E+18 1.48553E+2
373 1.17463E+17 5.50819E+2
277 5.17324E+17 4.27940E+2
268 9.66398E+16 9.26757E+2
396 4.74525E+17 3.23487E+2
413 9.76361E+17 2.36345E+2
206 1.55044E+15 2.99043E+3
416 1.60141E+14 6.57936E+2
245 6.14134E+16 1.23044E+3
283 2.83111E+16 1.19514E+3
244 1.35895E+15 2.07217E+3
233 1.19907E+16 1.97791E+3
274 7.35745E+16 9.89944E+2
284 2.31532E+17 6.03263E+2
421 1.13276E+15 6.35031E+2
401 8.30535E+16 5.33870E+2
424 2.43428E+16 5.69569E+2
223 9.51454E+13 2.60797E+3
423 6.22137E+18 1.28552E+2
200 9.98853E+16 1.28046E+3
495 4.25521E+16 4.03161E+2
324 2.94625E+13 1.13372E+3
285 1.18126E+16 1.32909E+3
202 2.11126E+15 3.11011E+3
441 8.34434E+14 5.76520E+2
444 7.86035E+17 2.40658E+2
433 2.59699E+16 5.43160E+2
245 5.97161E+17 4.43867E+2
301 1.77570E+16 1.14339E+3
272 3.38317E+14 1.65468E+3
463 2.82518E+17 3.20798E+2
214 4.28187E+18 2.37333E+2
383 1.75908E+15 7.74271E+2
229 3.66944E+17 5.91408E+2
272 3.93074E+15 1.57794E+3
311 2.87779E+15 1.20350E+3
486 3.56214E+14 4.72396E+2
357 1.57851E+17 5.38503E+2
226 1.22902E+17 1.01905E+3
209 2.43329E+15 2.84787E+3
268 3.62763E+13 1.72081E+3
201 1.22342E+16 2.61714E+3
374 2.74963E+13 8.24768E+2
420 5.56330E+14 6.40540E+2
457 3.32427E+15 5.28905E+2
293 1.52142E+15 1.38018E+3
208 1.60533E+17 9.75274E+2
436 1.23814E+18 2.07075E+2
405 1.09794E+17 4.94181E+2
422 8.53728E+14 6.33188E+2
463 1.53147E+14 5.22593E+2
278 4.01170E+18 1.94620E+2
389 8.55421E+15 7.19673E+2
396 7.33273E+13 7.28543E+2
364 9.12235E+17 2.69110E+2
331 6.91663E+17 3.25660E+2
250 2.91033E+13 2.00921E+3
308 3.57285E+16 9.87891E+2
212 6.66913E+16 1.44264E+3
377 7.90578E+18 1.31588E+2
382 9.29247E+16 5.64180E+2
282 8.58970E+14 1.51838E+3
321 1.20944E+17 6.74258E+2
220 8.41555E+16 1.24446E+3
259 6.76254E+18 1.79084E+2
328 1.05945E+15 1.08949E+3
495 5.35938E+14 4.54318E+2
406 1.03649E+17 5.00173E+2
214 7.10600E+17 4.61529E+2
276 1.00645E+13 1.61255E+3
343 3.13157E+15 9.70103E+2
331 3.01880E+13 1.07806E+3
449 9.75185E+16 4.30638E+2
415 4.57266E+16 5.53929E+2
449 1.90134E+13 5.58171E+2
354 3.08357E+14 9.25981E+2
301 2.92987E+15 1.28310E+3
420 1.73325E+16 5.94586E+2
478 8.72476E+16 3.94078E+2
394 1.24347E+16 6.90490E+2
448 1.84285E+13 5.60353E+2
472 4.32679E+18 1.30993E+2
227 3.04493E+17 6.53617E+2
421 4.19534E+15 6.25736E+2
254 9.66264E+15 1.71953E+3
377 9.70631E+18 1.26078E+2
321 3.99982E+15 1.10876E+3
449 2.77941E+16 5.03029E+2
460 1.21211E+16 5.03523E+2
273 4.18017E+17 4.77532E+2
453 4.05697E+13 5.48001E+2
316 1.31081E+18 2.58624E+2
428 3.08867E+16 5.46101E+2
237 2.48308E+16 1.67369E+3
266 5.40082E+13 1.74366E+3
457 8.15159E+15 5.18798E+2
413 3.90913E+18 1.47563E+2
278 2.50385E+18 2.25224E+2
481 6.29978E+16 4.07969E+2
373 4.96237E+15 8.00795E+2
489 3.99384E+16 4.15278E+2
428 1.09148E+13 6.19223E+2
366 1.89762E+15 8.54376E+2
498 1.63659E+16 4.25066E+2
319 1.94780E+16 1.01385E+3
330 3.10456E+18 1.84909E+2
250 5.11918E+16 1.27005E+3
250 5.32138E+18 1.95976E+2
361 1.26641E+18 2.37704E+2
414 3.50117E+13 6.64804E+2
383 3.19041E+13 7.82650E+2
384 1.06775E+16 7.31650E+2
329 4.45648E+18 1.66760E+2
468 6.16869E+16 4.29106E+2
339 1.32111E+13 1.02492E+3
337 7.06045E+14 1.02896E+3
286 3.65645E+18 1.95274E+2
408 1.65729E+13 6.85412E+2
455 4.14274E+14 5.43085E+2
463 4.12320E+13 5.24806E+2
492 5.53455E+18 1.19491E+2
232 1.48678E+16 1.93810E+3
226 3.74550E+15 2.35633E+3
465 3.98922E+13 5.19308E+2
283 9.21899E+16 8.76390E+2
376 4.70030E+18 1.49553E+2
239 2.48203E+13 2.23448E+3
323 2.77734E+15 1.10829E+3
208 7.39754E+16 1.41106E+3
364 1.35660E+14 8.74766E+2
443 9.69943E+18 1.13052E+2
409 1.09761E+13 6.82085E+2
498 2.12031E+13 4.50645E+2
243 2.74585E+14 2.12375E+3
477 6.39796E+16 4.12729E+2
202 6.56185E+14 3.18578E+3
385 1.49241E+14 7.74720E+2
323 2.54295E+17 5.08723E+2
231 1.93346E+15 2.31942E+3
396 2.35644E+14 7.30410E+2
365 2.13436E+14 8.71609E+2
400 4.05577E+13 7.13215E+2
351 4.35496E+13 9.46031E+2
294 3.14620E+18 2.00495E+2
497 1.90098E+18 1.61228E+2
284 3.89643E+14 1.50295E+3
298 1.06863E+17 7.78525E+2
410 3.73715E+18 1.50358E+2
461 8.73897E+14 5.26738E+2
409 2.79942E+18 1.64099E+2
235 1.33349E+16 1.92164E+3
350 2.14909E+13 9.53773E+2
439 8.04363E+18 1.18256E+2
448 6.00391E+14 5.59634E+2
473 1.06325E+15 4.96864E+2
399 1.03278E+17 5.13472E+2
462 1.10473E+16 5.02587E+2
411 1.05962E+17 4.88092E+2
253 3.66243E+17 5.43728E+2
492 7.51203E+16 3.84074E+2
282 3.15517E+17 5.29975E+2
346 1.49236E+14 9.77142E+2
367 9.39762E+13 8.58358E+2
483 1.23270E+18 1.90667E+2
399 1.12730E+18 2.30033E+2
429 6.91106E+15 5.92932E+2
338 8.87970E+15 9.64208E+2
212 1.04138E+14 2.91957E+3
330 7.16157E+14 1.07489E+3
248 5.27770E+16 1.27228E+3
324 1.16710E+14 1.13104E+3
256 6.97862E+13 1.90442E+3
416 3.52628E+14 6.54407E+2
280 2.75553E+18 2.17063E+2
284 3.89320E+13 1.50779E+3
384 4.03743E+13 7.81456E+2
280 5.53778E+16 1.04358E+3
466 5.43065E+18 1.24538E+2
278 4.35403E+16 1.12482E+3
496 3.84509E+18 1.30605E+2
224 7.86484E+15 2.26656E+3
375 1.13456E+16 7.67349E+2
408 5.54991E+16 5.56228E+2
467 1.18448E+15 5.11479E+2
472 3.41620E+15 4.95474E+2
363 3.25107E+17 4.08072E+2
413 5.94586E+17 2.84960E+2
371 3.33363E+17 3.95406E+2
356 7.51412E+18 1.38362E+2
429 1.63618E+14 6.15679E+2
399 1.71193E+17 4.51591E+2
212 1.15118E+17 1.12815E+3
448 6.60355E+13 5.61135E+2
358 9.33551E+13 9.07567E+2
316 8.70525E+13 1.19355E+3
341 2.44306E+17 4.87778E+2
429 2.01236E+18 1.76725E+2
266 2.37347E+17 6.36677E+2
279 1.18692E+16 1.38647E+3
468 1.10714E+14 5.11726E+2
211 1.11120E+18 3.84922E+2
332 1.84327E+15 1.04987E+3
234 4.05655E+13 2.34371E+3
270 1.13914E+13 1.69046E+3
395 4.54059E+18 1.45927E+2
327 3.55121E+13 1.10712E+3
460 1.26460E+17 3.93626E+2
390 9.05604E+16 5.48477E+2
277 1.34883E+14 1.58982E+3
436 2.63035E+13 5.96127E+2
229 7.63425E+18 1.92484E+2
230 1.50295E+14 2.41295E+3
298 5.02503E+15 1.28565E+3
373 8.46133E+18 1.30645E+2
296 3.92933E+14 1.37679E+3
342 6.57008E+13 1.00232E+3
234 1.23097E+15 2.27960E+3
393 8.81633E+17 2.56246E+2
238 1.32706E+13 2.24355E+3
406 6.21767E+17 2.84802E+2
333 1.29701E+14 1.06317E+3
293 3.14727E+14 1.40794E+3
242 7.90862E+16 1.13772E+3
307 2.25581E+14 1.27204E+3
296 4.66919E+18 1.77969E+2
310 2.94113E+16 1.00984E+3
426 3.70405E+14 6.24266E+2
403 9.39057E+16 5.16876E+2
298 1.27875E+15 1.33577E+3
311 4.79690E+14 1.22838E+3
412 1.13044E+16 6.33493E+2
389 4.22011E+16 6.31304E+2
460 9.10200E+18 1.11663E+2
280 2.27527E+13 1.56297E+3
341 9.24961E+15 9.42075E+2
352 2.67113E+15 9.19513E+2
255 1.14563E+16 1.66725E+3
292 8.87872E+15 1.29803E+3
330 2.61860E+17 4.90736E+2
423 4.50612E+15 6.16518E+2
266 1.06350E+18 3.21816E+2
290 2.20506E+14 1.43691E+3
475 1.55630E+14 4.95617E+2
219 1.37935E+18 3.41017E+2
283 1.35893E+16 1.33575E+3
247 2.81625E+17 6.29088E+2
494 1.96892E+15 4.53660E+2
481 1.10382E+18 1.98579E+2
346 3.45503E+13 9.77567E+2
428 1.41411E+17 4.29415E+2
217 7.57368E+15 2.42235E+3
307 9.82101E+15 1.16437E+3
233 8.03230E+15 2.07329E+3
240 4.33733E+17 5.23449E+2
322 3.56247E+16 9.11974E+2
475 4.03415E+14 4.94962E+2
387 2.42832E+16 6.77783E+2
485 1.30697E+14 4.74172E+2
308 1.09988E+13 1.26265E+3
264 2.43303E+18 2.36453E+2
391 9.69777E+16 5.37831E+2
295 7.78108E+16 8.73188E+2
318 1.79483E+16 1.02588E+3
366 9.76084E+18 1.28374E+2
384 2.03202E+14 7.78209E+2
469 6.59243E+18 1.18362E+2
202 4.98480E+18 2.40835E+2
491 7.41547E+13 4.62378E+2
325 4.50302E+15 1.07490E+3
300 1.39282E+14 1.33216E+3
323 1.91774E+15 1.11198E+3
370 1.99625E+16 7.54270E+2
396 3.32322E+13 7.31301E+2
202 5.03889E+14 3.21892E+3
216 3.15147E+18 2.58694E+2
246 5.80910E+14 2.06170E+3
449 2.93263E+14 5.57665E+2
217 3.20840E+15 2.59023E+3
473 9.18658E+13 5.00211E+2
