0.004  1.9139E-0010
0.012  5.3320E-0008
0.022  1.5292E-0007
0.031  2.9477E-0007
0.041  4.8893E-0007
0.052  7.7364E-0007
0.062  1.1771E-0006
0.071  1.7545E-0006
0.082  2.5986E-0006
0.092  3.8370E-0006
0.102  5.6380E-0006
0.112  8.2591E-0006
0.122  1.2107E-0005
0.132  1.7804E-0005
0.142  2.6202E-0005
0.152  3.8497E-0005
0.162  5.6281E-0005
0.172  8.3417E-0005
0.182  1.2563E-0004
0.193  1.9095E-0004
0.202  2.8844E-0004
0.213  4.3417E-0004
0.217  6.5729E-0004
0.234  9.5980E-0004
0.242  1.4000E-0003
0.252  2.0070E-0003
0.260  2.8070E-0003
0.267  3.8191E-0003
0.277  5.0547E-0003
0.279  6.5572E-0003
0.284  8.2886E-0003
0.289  1.0239E-0002
0.293  1.2358E-0002
0.299  1.4607E-0002
0.304  1.7065E-0002
0.306  1.9642E-0002
0.309  2.2348E-0002
