T(K) Nd(cm-3) Mu(cm2/Vs)
348 4.54297E+16 2.88980E+8
310 2.64639E+18 3.11915E+9
260 4.77228E+13 1.95560E+11
484 1.81630E+16 1.19382E+6
254 4.76711E+15 3.65078E+11
320 7.54856E+17 1.53143E+9
451 6.60864E+17 3.29255E+6
276 1.41208E+18 4.64154E+10
277 1.11901E+14 4.03974E+10
495 6.52631E+15 8.78788E+5
221 1.00246E+18 2.14843E+13
318 3.33934E+16 1.78100E+9
323 2.21323E+15 1.24441E+9
447 3.77612E+13 3.73874E+6
298 2.84427E+18 7.64916E+9
398 1.02424E+13 2.47074E+7
228 6.60539E+17 8.35491E+12
430 1.53845E+15 6.96781E+6
300 1.29933E+16 6.51562E+9
447 3.57070E+16 3.80375E+6
472 1.98691E+14 1.70940E+6
405 5.10792E+18 1.81184E+7
473 5.00901E+18 1.63094E+6
262 2.86448E+15 1.70930E+11
298 2.79112E+13 7.45310E+9
266 9.63067E+13 1.11983E+11
229 1.48965E+18 6.91248E+12
368 6.59219E+15 9.80450E+7
413 2.59616E+16 1.30210E+7
295 5.61556E+16 9.07402E+9
369 3.70124E+15 9.48997E+7
428 2.11187E+14 7.35982E+6
392 7.25626E+14 3.13800E+7
370 1.32664E+13 8.70092E+7
309 1.58783E+13 3.40049E+9
294 2.66633E+13 9.83448E+9
369 2.19576E+16 9.34181E+7
313 2.92105E+18 2.53064E+9
495 1.77169E+16 8.79409E+5
402 7.78924E+18 2.05343E+7
426 1.21037E+13 8.12274E+6
480 4.19128E+16 1.34662E+6
413 5.11378E+13 1.31926E+7
312 5.40369E+13 2.73528E+9
374 1.33207E+14 7.35206E+7
201 3.41851E+13 3.97411E+14
292 5.38564E+16 1.22632E+10
489 3.19238E+16 1.03041E+6
230 6.91189E+14 6.21986E+12
359 1.67889E+13 1.54420E+8
498 2.10867E+16 7.96423E+5
435 9.53895E+13 5.85153E+6
483 6.74878E+17 1.21653E+6
211 1.47418E+18 9.18114E+13
433 2.72893E+16 6.28144E+6
352 1.59395E+14 2.28994E+8
360 1.55575E+15 1.45500E+8
456 1.05433E+18 2.78425E+6
208 2.59385E+16 1.34386E+14
363 8.17236E+15 1.27684E+8
379 1.47312E+16 5.67798E+7
251 5.57252E+14 5.05124E+11
333 6.83102E+14 6.97928E+8
266 2.21250E+14 1.15232E+11
202 1.44583E+18 3.72564E+14
459 1.21062E+18 2.52710E+6
279 5.14189E+16 3.44511E+10
437 2.55913E+13 5.32607E+6
476 1.33537E+17 1.50371E+6
252 2.69045E+17 4.53048E+11
452 1.19202E+14 3.16276E+6
277 1.71004E+14 4.29469E+10
275 2.22990E+15 4.89873E+10
252 1.17904E+14 4.67944E+11
348 8.67664E+17 2.77789E+8
496 1.25735E+16 8.42092E+5
327 3.81807E+14 9.57594E+8
217 6.24397E+17 3.77111E+13
407 4.10856E+15 1.70989E+7
255 5.45591E+17 3.46886E+11
343 3.71180E+18 3.73628E+8
270 7.57816E+13 7.53403E+10
359 2.71441E+15 1.57470E+8
233 1.00005E+13 4.38426E+12
332 8.68898E+14 7.24649E+8
277 2.85537E+14 3.97643E+10
368 6.71020E+16 9.59902E+7
253 8.31481E+16 4.01689E+11
217 2.95898E+14 3.65127E+13
359 1.76906E+14 1.54784E+8
466 5.96172E+13 2.04885E+6
448 1.34655E+14 3.63652E+6
440 5.56507E+15 4.87748E+6
455 4.84438E+18 2.92389E+6
377 4.44829E+13 6.32779E+7
263 4.61006E+15 1.46362E+11
262 1.44234E+15 1.66131E+11
427 2.46210E+18 7.58007E+6
344 2.55241E+17 3.52370E+8
412 1.37203E+14 1.37050E+7
359 2.09568E+14 1.57686E+8
412 1.11201E+18 1.39842E+7
243 1.54371E+15 1.26079E+12
270 1.96577E+17 7.70008E+10
406 6.65967E+18 1.78720E+7
206 4.21797E+17 1.91344E+14
292 1.82878E+15 1.17226E+10
315 8.52319E+15 2.13348E+9
361 2.41544E+16 1.41425E+8
410 1.02875E+18 1.51726E+7
355 2.29664E+16 1.88233E+8
310 1.59513E+18 3.10954E+9
341 2.30875E+18 4.27410E+8
202 9.74081E+14 3.67528E+14
240 2.45461E+13 1.76095E+12
428 1.97676E+18 7.47694E+6
288 4.66042E+14 1.62326E+10
466 3.93522E+17 2.04457E+6
387 3.21179E+18 3.93580E+7
225 3.00827E+13 1.10503E+13
335 1.02779E+16 6.08496E+8
257 7.42760E+18 2.91290E+11
256 3.79866E+13 3.11660E+11
255 3.35968E+15 3.40510E+11
359 3.64792E+15 1.56267E+8
410 9.27563E+14 1.48603E+7
402 1.04529E+14 2.06308E+7
323 3.35179E+14 1.24903E+9
234 9.14282E+13 3.56737E+12
201 4.32058E+18 4.48499E+14
450 9.67284E+15 3.37823E+6
393 1.11012E+15 3.02132E+7
475 5.24529E+17 1.56957E+6
238 1.22967E+13 2.18831E+12
460 9.33253E+18 2.44673E+6
229 4.92287E+18 6.90822E+12
272 9.70369E+16 6.70688E+10
211 1.76182E+14 8.44408E+13
285 5.65506E+15 2.06662E+10
486 1.07837E+13 1.11869E+6
426 4.94307E+14 8.12527E+6
472 2.16157E+13 1.71644E+6
226 5.41023E+15 1.09122E+13
444 7.87123E+14 4.20438E+6
371 1.18711E+17 8.27658E+7
267 7.76260E+15 1.03609E+11
277 4.36715E+17 4.12529E+10
482 1.11929E+18 1.26080E+6
397 3.61918E+15 2.54868E+7
412 1.29379E+15 1.39466E+7
370 4.08125E+15 8.74253E+7
302 1.76607E+13 5.67287E+9
356 1.10342E+14 1.77528E+8
206 4.02886E+13 1.94750E+14
406 4.45645E+14 1.75393E+7
389 4.57312E+14 3.70171E+7
276 3.41962E+17 4.53213E+10
296 3.10998E+15 8.69699E+9
383 2.86668E+13 4.79259E+7
423 4.71775E+14 8.95503E+6
454 1.47799E+18 2.97262E+6
380 8.00947E+18 5.53451E+7
320 4.40755E+14 1.52520E+9
330 1.15811E+17 8.26744E+8
457 4.09213E+14 2.73247E+6
455 6.85876E+14 2.88290E+6
273 2.01999E+14 5.75657E+10
374 3.53348E+16 7.14166E+7
303 6.56528E+16 4.98651E+9
212 2.49457E+16 6.97926E+13
443 9.58173E+18 4.33837E+6
302 5.15929E+14 5.27341E+9
248 1.51657E+18 6.83105E+11
470 2.58960E+16 1.82624E+6
480 9.76834E+17 1.35683E+6
222 2.04526E+18 1.67233E+13
359 1.13878E+13 1.58525E+8
354 2.64053E+17 2.01924E+8
379 1.35390E+13 5.76795E+7
232 8.72217E+13 4.61068E+12
479 4.47239E+17 1.36234E+6
424 1.07581E+14 8.49027E+6
274 5.93799E+15 5.37353E+10
290 1.24471E+15 1.34765E+10
299 1.95959E+16 6.73757E+9
339 4.60932E+17 4.74586E+8
320 2.02167E+17 1.59876E+9
330 3.86906E+13 8.41162E+8
405 1.19477E+13 1.81907E+7
366 4.59061E+15 1.06454E+8
370 9.38399E+16 9.06416E+7
315 2.25539E+15 2.16602E+9
433 7.73314E+14 6.11878E+6
441 6.07272E+14 4.70463E+6
350 1.20267E+17 2.47593E+8
246 4.20868E+16 8.69871E+11
313 6.15009E+17 2.43213E+9
360 1.15047E+13 1.45768E+8
426 3.79649E+15 8.08940E+6
403 3.02430E+16 2.01821E+7
405 6.20750E+14 1.81391E+7
229 1.09924E+14 6.67781E+12
357 1.05063E+14 1.74927E+8
332 5.98018E+17 7.19583E+8
231 1.02238E+13 5.28923E+12
245 2.50088E+17 1.01358E+12
455 7.77454E+16 2.89210E+6
485 2.76091E+16 1.16459E+6
301 1.45458E+18 5.92791E+9
427 8.34716E+15 7.83009E+6
230 2.04838E+16 5.89048E+12
490 1.42116E+15 1.00675E+6
431 3.05653E+16 6.75636E+6
290 7.58529E+16 1.41361E+10
430 1.34912E+16 6.94480E+6
376 2.46399E+13 6.76253E+7
255 9.74308E+13 3.32329E+11
263 5.74250E+15 1.48856E+11
375 2.35539E+17 7.03368E+7
233 7.33028E+15 3.96649E+12
435 1.28226E+13 5.68332E+6
350 2.37178E+18 2.45958E+8
487 1.18585E+13 1.08872E+6
427 2.03179E+17 7.79798E+6
357 5.25594E+16 1.70108E+8
234 2.30553E+15 3.50803E+12
413 3.09503E+16 1.33068E+7
242 4.55194E+17 1.41667E+12
427 3.48002E+17 7.76830E+6
226 1.09413E+17 1.03567E+13
236 4.75186E+14 2.73083E+12
385 4.06094E+13 4.42545E+7
257 7.80627E+14 2.73848E+11
356 4.37669E+16 1.77948E+8
292 2.78429E+15 1.19169E+10
318 3.40235E+14 1.77769E+9
250 7.01867E+16 5.69969E+11
314 8.70440E+13 2.33011E+9
465 4.96071E+13 2.12091E+6
346 6.04082E+16 3.09236E+8
272 5.58349E+15 6.59533E+10
223 1.68826E+15 1.56236E+13
491 1.33950E+15 9.90155E+5
342 2.32614E+14 3.92720E+8
221 1.26967E+15 2.04402E+13
468 4.80805E+15 1.93839E+6
344 2.06439E+15 3.54087E+8
216 1.01358E+16 4.12505E+13
392 7.25853E+17 3.19892E+7
261 1.27194E+18 1.91160E+11
425 1.48017E+18 8.34615E+6
331 3.54320E+14 7.74869E+8
431 1.10173E+18 6.64293E+6
352 1.07835E+16 2.23207E+8
336 5.91652E+15 5.70014E+8
361 6.05126E+16 1.43346E+8
487 5.88938E+13 1.08689E+6
287 1.69690E+13 1.81948E+10
455 3.74129E+13 2.95243E+6
491 3.95862E+13 9.71892E+5
355 4.58209E+17 1.89261E+8
400 3.51736E+13 2.23804E+7
299 9.60634E+16 6.67231E+9
467 3.55917E+16 1.99940E+6
214 3.92961E+16 5.54748E+13
464 1.44559E+17 2.21439E+6
289 2.10625E+15 1.48893E+10
378 6.08731E+16 5.94897E+7
257 7.19136E+18 2.70050E+11
368 1.54369E+17 9.69090E+7
296 1.45946E+17 8.42619E+9
497 2.11359E+16 8.30391E+5
420 4.59680E+14 1.01045E+7
456 4.75644E+14 2.78990E+6
394 1.06033E+17 2.87984E+7
451 5.81095E+17 3.35097E+6
496 1.11416E+18 8.55744E+5
294 9.18575E+15 1.02280E+10
498 2.90156E+13 8.09128E+5
445 2.02707E+14 4.04055E+6
351 1.37131E+16 2.34793E+8
388 2.58596E+18 3.71710E+7
398 3.33211E+18 2.43436E+7
327 1.57425E+16 9.63966E+8
231 6.24585E+17 5.19196E+12
251 3.43017E+14 5.38945E+11
491 3.76936E+16 9.86661E+5
394 3.30569E+17 2.91270E+7
259 4.36645E+15 2.20403E+11
298 2.96436E+14 7.21113E+9
498 3.34565E+16 8.15516E+5
343 2.36498E+17 3.69510E+8
332 2.74376E+17 7.34992E+8
406 7.20624E+14 1.78387E+7
383 2.40565E+17 4.71463E+7
270 2.67875E+17 7.65186E+10
405 7.53616E+14 1.79599E+7
495 1.14996E+16 8.73029E+5
464 1.69863E+13 2.16835E+6
406 6.93895E+13 1.74490E+7
279 5.09676E+15 3.44769E+10
474 6.23661E+15 1.58874E+6
412 3.60071E+13 1.37296E+7
201 3.68948E+13 4.00140E+14
369 1.83191E+13 9.52915E+7
415 1.28517E+15 1.20987E+7
451 8.99862E+18 3.33922E+6
352 1.06443E+15 2.22138E+8
476 2.26991E+13 1.52427E+6
378 5.60789E+18 6.00213E+7
248 1.61559E+18 7.40744E+11
272 1.45817E+13 6.55663E+10
451 3.51624E+16 3.32393E+6
479 7.87881E+17 1.39198E+6
298 5.64358E+18 7.54218E+9
304 7.32475E+16 4.89512E+9
350 6.08899E+15 2.50587E+8
300 1.91926E+15 6.47376E+9
402 3.13616E+14 2.09163E+7
279 5.81127E+18 3.34122E+10
384 2.71860E+15 4.48708E+7
345 4.75866E+14 3.27792E+8
339 1.10232E+17 4.78575E+8
422 2.62234E+13 9.16104E+6
364 4.61786E+17 1.20639E+8
440 5.60964E+16 4.83095E+6
332 1.80989E+18 7.21063E+8
391 7.20306E+15 3.30305E+7
436 1.65714E+18 5.50867E+6
471 2.02276E+15 1.76623E+6
408 1.72483E+16 1.62534E+7
369 3.22868E+14 9.10523E+7
417 3.66202E+17 1.11514E+7
474 8.11512E+17 1.62045E+6
450 4.28444E+14 3.47100E+6
300 3.17009E+14 6.50887E+9
416 2.52212E+17 1.15078E+7
363 7.25043E+18 1.25996E+8
345 2.29304E+13 3.39240E+8
259 2.17210E+15 2.28821E+11
356 3.73158E+14 1.82853E+8
206 3.66787E+14 1.91652E+14
225 4.86028E+14 1.16212E+13
480 8.82718E+18 1.34873E+6
483 2.07103E+16 1.22751E+6
439 1.85726E+13 5.07771E+6
202 4.77619E+14 3.65534E+14
415 1.28587E+14 1.22566E+7
477 8.41297E+16 1.47109E+6
228 1.50178E+15 7.41088E+12
494 1.10210E+16 8.96663E+5
444 1.82394E+15 4.15099E+6
448 5.70469E+13 3.60947E+6
279 8.59428E+16 3.60084E+10
450 2.10751E+14 3.40019E+6
228 4.61073E+17 7.84282E+12
235 4.26940E+14 3.32982E+12
476 3.12814E+16 1.50114E+6
364 3.13748E+17 1.17229E+8
301 9.10423E+18 6.01921E+9
286 3.97646E+18 1.86206E+10
485 2.28416E+18 1.14972E+6
386 8.23606E+14 4.19580E+7
311 1.24240E+17 2.76068E+9
249 1.23625E+18 6.77336E+11
283 1.52051E+15 2.51400E+10
422 4.47175E+15 9.37738E+6
207 4.18293E+14 1.64605E+14
337 2.70743E+16 5.27473E+8
338 5.88007E+17 4.97245E+8
435 1.55387E+18 5.66300E+6
457 2.37238E+17 2.71062E+6
407 5.44020E+18 1.68017E+7
237 2.72490E+13 2.43728E+12
236 3.40709E+13 2.84157E+12
428 3.32696E+15 7.54074E+6
315 1.49961E+14 2.19452E+9
250 5.53027E+14 5.71015E+11
264 4.24197E+15 1.40059E+11
292 9.70336E+18 1.17398E+10
376 4.29359E+15 6.75953E+7
441 4.13161E+18 4.68307E+6
368 1.67304E+17 9.84083E+7
491 1.79318E+15 9.71862E+5
413 5.12044E+18 1.33075E+7
324 6.76075E+13 1.19960E+9
479 1.16447E+15 1.38378E+6
234 3.47303E+17 3.49020E+12
402 1.34010E+18 2.03352E+7
262 7.44997E+18 1.69602E+11
474 3.03940E+14 1.58042E+6
445 2.25036E+17 4.03888E+6
310 3.13382E+15 2.97465E+9
408 1.52026E+18 1.60094E+7
439 2.18416E+13 5.04140E+6
350 2.53302E+15 2.49648E+8
325 2.87387E+18 1.15247E+9
493 5.79991E+18 9.19904E+5
416 2.35453E+13 1.17036E+7
313 8.36244E+16 2.53584E+9
279 1.61732E+13 3.43582E+10
454 1.49248E+17 3.01247E+6
258 7.84239E+16 2.62180E+11
409 2.10702E+15 1.54932E+7
374 2.44450E+18 7.18882E+7
408 7.70899E+14 1.61750E+7
462 7.59040E+14 2.30060E+6
449 1.82652E+18 3.54641E+6
489 2.25928E+16 1.04544E+6
271 1.07393E+16 7.41472E+10
412 2.62589E+14 1.38535E+7
241 1.13400E+14 1.67354E+12
485 6.67074E+13 1.14384E+6
216 3.17737E+13 4.13005E+13
298 3.54826E+15 7.24173E+9
397 3.06373E+16 2.51137E+7
313 7.89016E+15 2.43814E+9
482 2.83617E+17 1.25654E+6
447 2.92856E+15 3.82928E+6
391 9.57516E+13 3.33097E+7
500 2.79107E+15 7.73167E+5
220 1.42866E+18 2.37174E+13
431 1.26193E+16 6.69036E+6
446 1.43115E+15 3.96830E+6
338 7.71985E+15 4.93507E+8
484 1.73143E+15 1.18843E+6
383 1.20145E+17 4.87786E+7
379 5.54372E+16 5.83340E+7
372 2.13215E+15 8.09037E+7
271 2.01365E+17 6.85098E+10
295 1.13747E+18 9.29705E+9
482 7.90256E+13 1.25292E+6
466 1.21337E+18 2.05426E+6
299 8.16263E+17 6.98628E+9
320 2.61084E+18 1.51261E+9
251 7.31091E+16 5.07920E+11
378 3.72078E+13 5.96010E+7
428 8.80535E+13 7.49988E+6
260 2.31777E+14 2.06511E+11
353 1.08068E+14 2.17826E+8
422 3.79033E+18 9.40493E+6
332 2.22048E+18 7.24245E+8
349 2.37944E+17 2.67222E+8
341 2.33835E+13 4.20551E+8
421 8.22291E+14 9.78776E+6
408 1.71728E+13 1.63457E+7
335 1.07527E+16 5.92027E+8
215 1.59599E+18 4.47261E+13
261 2.64900E+16 1.85389E+11
229 2.45647E+17 6.60340E+12
451 1.66959E+13 3.35366E+6
422 2.61050E+15 9.37120E+6
234 2.38386E+13 3.64724E+12
248 1.31523E+16 7.34926E+11
378 5.44617E+18 6.16195E+7
298 9.74274E+17 7.13709E+9
275 1.78902E+16 5.07470E+10
433 3.09803E+17 6.24883E+6
408 1.61900E+15 1.63329E+7
365 8.34430E+17 1.14141E+8
492 7.39902E+18 9.44235E+5
359 8.99633E+18 1.56185E+8
296 2.89966E+17 8.43176E+9
356 3.48279E+17 1.86606E+8
296 8.15958E+18 8.60075E+9
436 2.09430E+16 5.56893E+6
308 1.60575E+15 3.42761E+9
496 1.50569E+13 8.59950E+5
314 6.66750E+17 2.29265E+9
382 1.36141E+13 4.97273E+7
260 1.32302E+15 1.98282E+11
322 1.61214E+15 1.32826E+9
206 1.19843E+18 1.75599E+14
341 2.52381E+18 4.10787E+8
454 2.09618E+14 3.04282E+6
449 3.06514E+14 3.55572E+6
470 6.62812E+17 1.78895E+6
445 5.18597E+14 4.04865E+6
304 1.50582E+13 4.74083E+9
373 1.40638E+15 7.79913E+7
442 7.77703E+14 4.51650E+6
316 5.37804E+16 1.98947E+9
363 3.39831E+13 1.28013E+8
426 6.01289E+13 7.87812E+6
289 1.63186E+14 1.49608E+10
319 1.09587E+16 1.70373E+9
233 1.87379E+14 4.03586E+12
375 9.34075E+14 7.06632E+7
399 3.71203E+14 2.30023E+7
349 2.52840E+16 2.72133E+8
480 1.99607E+16 1.33676E+6
352 1.75002E+17 2.24116E+8
262 5.56611E+16 1.62685E+11
372 2.31237E+15 7.95262E+7
432 7.09406E+18 6.31944E+6
247 2.23332E+17 7.71463E+11
443 1.11003E+17 4.34605E+6
304 1.73551E+16 4.72550E+9
281 1.61585E+13 2.87001E+10
229 8.84300E+14 6.91008E+12
453 1.54594E+16 3.14898E+6
431 3.02074E+16 6.61188E+6
270 6.08864E+15 7.90034E+10
317 4.48626E+17 1.93744E+9
310 3.82205E+13 3.07562E+9
281 2.57448E+14 2.88736E+10
279 3.77052E+14 3.48819E+10
495 2.90990E+16 8.76837E+5
399 9.10510E+16 2.37567E+7
432 2.20001E+16 6.37541E+6
404 9.96676E+14 1.86638E+7
472 3.67801E+15 1.72692E+6
217 2.53393E+13 3.47512E+13
369 1.15229E+14 9.43766E+7
430 1.22992E+17 6.94043E+6
279 3.16129E+14 3.44725E+10
222 5.53342E+15 1.70082E+13
480 4.92718E+16 1.34703E+6
292 1.24649E+14 1.18258E+10
221 5.24720E+14 2.16419E+13
467 2.07544E+16 1.96226E+6
401 8.64124E+16 2.11338E+7
340 2.65926E+18 4.35574E+8
458 3.27646E+14 2.61109E+6
234 1.33035E+16 3.82123E+12
303 4.83450E+17 5.13505E+9
491 9.57961E+18 9.75082E+5
248 2.05580E+16 7.42580E+11
455 2.18026E+15 2.86381E+6
316 1.01131E+17 2.00145E+9
373 7.45111E+13 7.59326E+7
413 2.25012E+16 1.30738E+7
239 1.61190E+13 2.05088E+12
210 3.22487E+17 9.54542E+13
470 3.08102E+16 1.81531E+6
369 5.44854E+18 9.17926E+7
375 2.08085E+17 7.06908E+7
208 1.21686E+18 1.32032E+14
353 9.19732E+16 2.12254E+8
485 7.20828E+13 1.17591E+6
345 1.75681E+14 3.37104E+8
248 1.04235E+18 7.22724E+11
