X Y Yfit
4.9000000E+1 1.0067057E+0 1.0067118E+0
5.0000000E+1 1.0067573E+0 1.0067469E+0
5.1000000E+1 1.0067478E+0 1.0067462E+0
5.2000000E+1 1.0067288E+0 1.0067384E+0
5.3000000E+1 1.0067662E+0 1.0067646E+0
5.4000000E+1 1.0067942E+0 1.0067819E+0
5.5000000E+1 1.0067499E+0 1.0067724E+0
5.6000000E+1 1.0068379E+0 1.0068040E+0
5.7000000E+1 1.0067264E+0 1.0067438E+0
5.8000000E+1 1.0067171E+0 1.0067214E+0
5.9000000E+1 1.0067333E+0 1.0067355E+0
6.0000000E+1 1.0067625E+0 1.0067671E+0
6.1000000E+1 1.0068185E+0 1.0067999E+0
6.2000000E+1 1.0067650E+0 1.0067823E+0
6.3000000E+1 1.0068134E+0 1.0068051E+0
6.4000000E+1 1.0068129E+0 1.0068116E+0
6.5000000E+1 1.0068049E+0 1.0068060E+0
6.6000000E+1 1.0068034E+0 1.0068070E+0
6.7000000E+1 1.0068232E+0 1.0068116E+0
6.8000000E+1 1.0067744E+0 1.0067997E+0
6.9000000E+1 1.0068742E+0 1.0068373E+0
7.0000000E+1 1.0067567E+0 1.0067708E+0
7.1000000E+1 1.0067222E+0 1.0067433E+0
7.2000000E+1 1.0068121E+0 1.0067884E+0
7.3000000E+1 1.0067626E+0 1.0067813E+0
7.4000000E+1 1.0068229E+0 1.0068134E+0
7.5000000E+1 1.0068271E+0 1.0068328E+0
7.6000000E+1 1.0068646E+0 1.0068357E+0
7.7000000E+1 1.0067323E+0 1.0067594E+0
7.8000000E+1 1.0067598E+0 1.0067615E+0
7.9000000E+1 1.0067972E+0 1.0067827E+0
8.0000000E+1 1.0067493E+0 1.0067681E+0
8.1000000E+1 1.0068119E+0 1.0067887E+0
8.2000000E+1 1.0067379E+0 1.0067482E+0
8.3000000E+1 1.0067245E+0 1.0067444E+0
8.4000000E+1 1.0068280E+0 1.0068029E+0
8.5000000E+1 1.0067839E+0 1.0067880E+0
8.6000000E+1 1.0067640E+0 1.0067584E+0
8.7000000E+1 1.0067112E+0 1.0067325E+0
8.8000000E+1 1.0067836E+0 1.0067640E+0
8.9000000E+1 1.0067406E+0 1.0067627E+0
9.0000000E+1 1.0068275E+0 1.0068126E+0
9.1000000E+1 1.0068266E+0 1.0068239E+0
9.2000000E+1 1.0068094E+0 1.0068117E+0
9.3000000E+1 1.0068055E+0 1.0067955E+0
9.4000000E+1 1.0067430E+0 1.0067445E+0
9.5000000E+1 1.0066893E+0 1.0067150E+0
9.6000000E+1 1.0067868E+0 1.0067619E+0
9.7000000E+1 1.0067377E+0 1.0067486E+0
9.8000000E+1 1.0067523E+0 1.0067502E+0
9.9000000E+1 1.0067545E+0 1.0067622E+0
1.0000000E+2 1.0068021E+0 1.0067963E+0
1.0100000E+2 1.0068155E+0 1.0068164E+0
1.0200000E+2 1.0068344E+0 1.0068295E+0
1.0300000E+2 1.0068246E+0 1.0068165E+0
1.0400000E+2 1.0067668E+0 1.0067813E+0
1.0500000E+2 1.0067940E+0 1.0067883E+0
1.0600000E+2 1.0067877E+0 1.0067920E+0
1.0700000E+2 1.0068066E+0 1.0067967E+0
1.0800000E+2 1.0067670E+0 1.0067797E+0
1.0900000E+2 1.0068018E+0 1.0067924E+0
1.1000000E+2 1.0067809E+0 1.0067893E+0
1.1100000E+2 1.0068096E+0 1.0068002E+0
1.1200000E+2 1.0067828E+0 1.0067848E+0
1.1300000E+2 1.0067676E+0 1.0067721E+0
1.1400000E+2 1.0067789E+0 1.0067710E+0
1.1500000E+2 1.0067434E+0 1.0067522E+0
1.1600000E+2 1.0067597E+0 1.0067478E+0
1.1700000E+2 1.0067057E+0 1.0067108E+0
1.1800000E+2 1.0066818E+0 1.0067015E+0
1.1900000E+2 1.0067738E+0 1.0067531E+0
1.2000000E+2 1.0067440E+0 1.0067670E+0
1.2100000E+2 1.0068496E+0 1.0068136E+0
1.2200000E+2 1.0067434E+0 1.0067629E+0
1.2300000E+2 1.0067519E+0 1.0067562E+0
1.2400000E+2 1.0067858E+0 1.0067792E+0
1.2500000E+2 1.0067807E+0 1.0067856E+0
1.2600000E+2 1.0068046E+0 1.0068006E+0
1.2700000E+2 1.0068050E+0 1.0067885E+0
1.2800000E+2 1.0067086E+0 1.0067289E+0
1.2900000E+2 1.0067314E+0 1.0067373E+0
1.3000000E+2 1.0067886E+0 1.0067739E+0
1.3100000E+2 1.0067595E+0 1.0067698E+0
1.3200000E+2 1.0067909E+0 1.0067802E+0
1.3300000E+2 1.0067596E+0 1.0067671E+0
1.3400000E+2 1.0067724E+0 1.0067617E+0
1.3500000E+2 1.0067222E+0 1.0067503E+0
1.3600000E+2 1.0068371E+0 1.0067974E+0
1.3700000E+2 1.0067183E+0 1.0067516E+0
1.3800000E+2 1.0067957E+0 1.0067782E+0
1.3900000E+2 1.0067704E+0 1.0067577E+0
1.4000000E+2 1.0066705E+0 1.0066947E+0
1.4100000E+2 1.0067128E+0 1.0067214E+0
1.4200000E+2 1.0068058E+0 1.0067853E+0
1.4300000E+2 1.0067784E+0 1.0067862E+0
1.4400000E+2 1.0067967E+0 1.0067908E+0
1.4500000E+2 1.0067804E+0 1.0067725E+0
1.4600000E+2 1.0067174E+0 1.0067372E+0
1.4700000E+2 1.0067705E+0 1.0067460E+0
1.4800000E+2 1.0066793E+0 1.0067014E+0
1.4900000E+2 1.0067179E+0 1.0067203E+0
1.5000000E+2 1.0067706E+0 1.0067552E+0
1.5100000E+2 1.0067325E+0 1.0067426E+0
1.5200000E+2 1.0067539E+0 1.0067450E+0
1.5300000E+2 1.0067228E+0 1.0067356E+0
1.5400000E+2 1.0067672E+0 1.0067563E+0
1.5500000E+2 1.0067474E+0 1.0067425E+0
1.5600000E+2 1.0066987E+0 1.0067269E+0
1.5700000E+2 1.0068157E+0 1.0067853E+0
1.5800000E+2 1.0067542E+0 1.0067623E+0
1.5900000E+2 1.0067406E+0 1.0067453E+0
1.6000000E+2 1.0067545E+0 1.0067455E+0
1.6100000E+2 1.0067153E+0 1.0067280E+0
1.6200000E+2 1.0067510E+0 1.0067526E+0
1.6300000E+2 1.0067963E+0 1.0067839E+0
1.6400000E+2 1.0067688E+0 1.0067669E+0
1.6500000E+2 1.0067300E+0 1.0067371E+0
1.6600000E+2 1.0067330E+0 1.0067380E+0
1.6700000E+2 1.0067655E+0 1.0067594E+0
1.6800000E+2 1.0067622E+0 1.0067641E+0
1.6900000E+2 1.0067702E+0 1.0067555E+0
1.7000000E+2 1.0066918E+0 1.0067105E+0
1.7100000E+2 1.0067236E+0 1.0067347E+0
1.7200000E+2 1.0068207E+0 1.0067984E+0
1.7300000E+2 1.0067861E+0 1.0067968E+0
1.7400000E+2 1.0068144E+0 1.0068028E+0
1.7500000E+2 1.0067743E+0 1.0067797E+0
1.7600000E+2 1.0067664E+0 1.0067659E+0
1.7700000E+2 1.0067559E+0 1.0067655E+0
1.7800000E+2 1.0068019E+0 1.0067835E+0
1.7900000E+2 1.0067395E+0 1.0067492E+0
1.8000000E+2 1.0067343E+0 1.0067443E+0
1.8100000E+2 1.0067878E+0 1.0067740E+0
1.8200000E+2 1.0067604E+0 1.0067554E+0
1.8300000E+2 1.0067038E+0 1.0067197E+0
1.8400000E+2 1.0067409E+0 1.0067312E+0
1.8500000E+2 1.0067208E+0 1.0067299E+0
1.8600000E+2 1.0067540E+0 1.0067480E+0
1.8700000E+2 1.0067521E+0 1.0067551E+0
1.8800000E+2 1.0067678E+0 1.0067624E+0
1.8900000E+2 1.0067516E+0 1.0067593E+0
1.9000000E+2 1.0067807E+0 1.0067666E+0
1.9100000E+2 1.0067269E+0 1.0067372E+0
1.9200000E+2 1.0067338E+0 1.0067366E+0
1.9300000E+2 1.0067569E+0 1.0067612E+0
1.9400000E+2 1.0068052E+0 1.0067976E+0
1.9500000E+2 1.0068087E+0 1.0068030E+0
1.9600000E+2 1.0067788E+0 1.0067791E+0
1.9700000E+2 1.0067509E+0 1.0067549E+0
1.9800000E+2 1.0067465E+0 1.0067523E+0
1.9900000E+2 1.0067761E+0 1.0067701E+0
