V T Ite Ipat eIteFb eIteA eIpatEt eIpatB
 4.50000000000000E+0000  1.25000000000000E+0002  5.79841833574572E-0015  1.25150799738888E-0011  2.74838782070907E+0000  5.60804016234597E-0001  2.41362909508277E+0000  6.14987352190385E-0001
 4.50000000000000E+0000  1.30000000000000E+0002  3.28706573601467E-0014  2.07237318361598E-0011  2.64356747160424E+0000  5.73631136266181E-0001  2.35953892053172E+0000  6.22818590059646E-0001
 4.50000000000000E+0000  1.35000000000000E+0002  1.64587492423894E-0013  3.36207350165016E-0011  2.55007948768944E+0000  5.85771983949273E-0001  2.30862611447528E+0000  6.30450181586108E-0001
 4.50000000000000E+0000  1.40000000000000E+0002  7.37565695695141E-0013  5.34643185034991E-0011  2.46623207790646E+0000  5.97277938559001E-0001  2.26070131217707E+0000  6.37877939324817E-0001
 4.50000000000000E+0000  1.45000000000000E+0002  2.99198272407475E-0012  8.33870769272300E-0011  2.39064742382890E+0000  6.08195704249804E-0001  2.21557705614485E+0000  6.45100010817569E-0001
 4.50000000000000E+0000  1.50000000000000E+0002  1.10957086358375E-0011  1.27644917468709E-0010  2.32219318454788E+0000  6.18567773142243E-0001  2.17307124856356E+0000  6.52116409439103E-0001
 4.50000000000000E+0000  1.55000000000000E+0002  3.79420946341594E-0011  1.91906786856016E-0010  2.25993096950230E+0000  6.28432846569248E-0001  2.13300938143814E+0000  6.58928626154210E-0001
 4.50000000000000E+0000  1.60000000000000E+0002  1.20538551216866E-0010  2.83583985755423E-0010  2.20307711657948E+0000  6.37826215547898E-0001  2.09522587833316E+0000  6.65539309375978E-0001
 4.50000000000000E+0000  1.65000000000000E+0002  3.58131704542299E-0010  4.12195983177486E-0010  2.15097251035759E+0000  6.46780102780348E-0001  2.05956479899275E+0000  6.71952001854603E-0001
 4.50000000000000E+0000  1.70000000000000E+0002  1.00094200690675E-0009  5.89767741110138E-0010  2.10305912174891E+0000  6.55323969101223E-0001  2.02588009431638E+0000  6.78170925143335E-0001
 4.50000000000000E+0000  1.75000000000000E+0002  2.64528842992216E-0009  8.31251770519363E-0010  2.05886160086251E+0000  6.63484787517841E-0001  1.99403555041657E+0000  6.84200803626934E-0001
 4.50000000000000E+0000  1.80000000000000E+0002  6.64102536611104E-0009  1.15496657470807E-0009  2.01797270837752E+0000  6.71287287988753E-0001  1.96390452360845E+0000  6.90046721365200E-0001
 4.50000000000000E+0000  1.85000000000000E+0002  1.59030399214331E-0008  1.58304188609447E-0009  1.98004169092839E+0000  6.78754175951993E-0001  1.93536954047884E+0000  6.95714006097655E-0001
 4.50000000000000E+0000  1.90000000000000E+0002  3.64591123411984E-0008  2.14186023381915E-0009  1.94476493486018E+0000  6.85906327409816E-0001  1.90832181649965E+0000  7.01208135682773E-0001
 4.50000000000000E+0000  1.95000000000000E+0002  8.02875110618960E-0008  2.86248393010456E-0009  1.91187839813250E+0000  6.92762963139860E-0001  1.88266073130483E+0000  7.06534663039439E-0001
 4.50000000000000E+0000  2.00000000000000E+0002  1.70332768949690E-0007  3.78105654271028E-0009  1.88115144098964E+0000  6.99341804357614E-0001  1.85829328741428E+0000  7.11699156320429E-0001
 4.50000000000000E+0000  2.05000000000000E+0002  3.49079005628793E-0007  4.93916831302769E-0009  1.85238176516526E+0000  7.05659211915494E-0001  1.83513357086124E+0000  7.16707151604173E-0001
 4.50000000000000E+0000  2.10000000000000E+0002  6.92757287317181E-0007  6.38417574647979E-0009  1.82539123778000E+0000  7.11730310898109E-0001  1.81310222611844E+0000  7.21564115858797E-0001
 4.50000000000000E+0000  2.15000000000000E+0002  1.33422537292194E-0006  8.16946668946639E-0009  1.80002242596503E+0000  7.17569102264958E-0001  1.79212595328970E+0000  7.26275418317113E-0001
 4.50000000000000E+0000  2.20000000000000E+0002  2.49885048660172E-0006  1.03546635494625E-0008  1.77613570602501E+0000  7.23188563002706E-0001  1.77213703239694E+0000  7.30846308723756E-0001
 4.50000000000000E+0000  2.25000000000000E+0002  4.55941978094692E-0006  1.30057588407709E-0008  1.75360683979844E+0000  7.28600736079325E-0001  1.75307287731740E+0000  7.35281901185860E-0001
 4.50000000000000E+0000  2.30000000000000E+0002  8.11827366217153E-0006  1.61951788756005E-0008  1.73232493305710E+0000  7.33816811340742E-0001  1.73487562036830E+0000  7.39587162576024E-0001
 4.50000000000000E+0000  2.35000000000000E+0002  1.41275797421051E-0005  2.00017730995799E-0008  1.71219070797071E+0000  7.38847198356407E-0001  1.71749172742822E+0000  7.43766904623170E-0001
 4.50000000000000E+0000  2.40000000000000E+0002  2.40620133949373E-0005  2.45107282297936E-0008  1.69311503506079E+0000  7.43701592101314E-0001  1.70087164278127E+0000  7.47825778978125E-0001
