T(K) Nd(cm-3) Mu(cm2/Vs)
235 2.89917E+15 3.14863E+12
459 4.47863E+17 2.53840E+6
279 1.81782E+14 3.43864E+10
473 3.15566E+17 1.66266E+6
330 6.37342E+14 8.27456E+8
332 8.07141E+18 7.43149E+8
386 1.00912E+17 4.08981E+7
237 9.58479E+14 2.61370E+12
291 1.58034E+16 1.23517E+10
220 9.09392E+18 2.33657E+13
407 2.36383E+16 1.69191E+7
351 5.36541E+15 2.39438E+8
352 3.71485E+17 2.29348E+8
498 2.49149E+18 8.04560E+5
298 1.07237E+13 7.59881E+9
420 1.37769E+14 1.00742E+7
391 1.27940E+15 3.28644E+7
449 1.48985E+17 3.52414E+6
250 2.91669E+16 5.60172E+11
399 1.20424E+16 2.30678E+7
253 4.08494E+16 4.34639E+11
404 1.97893E+18 1.93378E+7
414 1.91487E+17 1.27654E+7
267 1.06701E+18 9.97572E+10
224 5.23076E+17 1.43259E+13
294 2.48274E+15 1.01419E+10
486 2.29763E+18 1.11935E+6
314 1.15532E+18 2.29978E+9
487 9.94759E+18 1.10435E+6
330 1.44420E+18 8.34626E+8
375 7.77939E+16 7.03482E+7
251 5.64547E+16 5.13766E+11
441 8.36323E+17 4.73722E+6
490 4.57388E+13 9.95610E+5
425 1.90271E+15 8.25029E+6
438 7.99205E+13 5.11357E+6
287 5.23683E+17 1.74578E+10
338 3.44240E+13 5.14376E+8
320 8.70081E+18 1.58941E+9
431 1.55631E+13 6.67930E+6
390 1.22971E+17 3.54585E+7
345 1.16389E+13 3.25623E+8
243 8.90064E+14 1.26890E+12
244 4.67148E+16 1.16173E+12
498 6.45198E+16 8.10619E+5
250 1.26471E+18 5.70578E+11
418 3.86320E+15 1.06637E+7
436 1.36775E+15 5.64487E+6
344 1.58358E+13 3.61092E+8
418 7.83555E+13 1.08605E+7
212 5.49988E+16 7.80590E+13
412 2.50476E+16 1.40041E+7
404 2.97830E+14 1.89465E+7
232 5.98308E+13 4.47209E+12
403 1.56043E+15 1.95738E+7
344 2.50833E+15 3.49685E+8
433 9.18538E+13 6.08787E+6
400 5.46464E+13 2.27043E+7
231 6.09211E+18 5.35523E+12
414 1.65221E+14 1.27191E+7
265 1.62626E+16 1.30929E+11
473 7.18806E+14 1.63201E+6
299 2.78462E+13 6.59916E+9
367 8.96339E+13 1.00813E+8
478 8.88814E+13 1.41695E+6
297 4.21444E+17 7.93016E+9
260 1.27039E+13 2.10295E+11
295 2.96226E+14 9.03988E+9
242 8.72129E+17 1.46617E+12
267 1.36161E+18 1.04753E+11
257 3.01292E+18 2.82764E+11
229 1.10870E+16 7.20336E+12
417 5.10312E+13 1.14823E+7
412 1.39476E+18 1.39029E+7
447 5.40504E+16 3.85455E+6
354 7.00654E+16 2.07037E+8
234 1.33746E+13 3.82261E+12
393 1.05996E+13 3.05085E+7
381 1.02227E+16 5.27525E+7
345 2.13917E+18 3.25382E+8
439 7.91861E+14 5.04271E+6
422 3.72640E+17 9.18979E+6
362 6.99797E+18 1.35286E+8
221 3.10863E+14 1.97462E+13
305 7.98647E+17 4.28975E+9
399 4.94793E+15 2.32911E+7
264 2.82702E+18 1.36067E+11
311 9.81533E+18 2.95474E+9
217 2.58316E+15 3.48453E+13
266 9.77455E+13 1.16237E+11
328 7.54644E+17 9.30878E+8
346 1.43707E+16 3.09560E+8
219 1.57684E+18 2.58364E+13
382 1.50865E+13 5.01110E+7
318 1.10986E+18 1.81982E+9
373 7.36590E+15 7.59644E+7
238 3.13808E+16 2.39269E+12
418 2.63914E+17 1.07952E+7
352 4.54012E+16 2.27225E+8
475 2.00304E+14 1.56616E+6
467 7.26921E+18 1.95958E+6
367 3.25816E+15 1.00714E+8
402 9.62848E+17 2.10832E+7
221 3.74056E+16 2.16206E+13
431 7.63712E+17 6.71164E+6
376 8.84036E+17 6.56550E+7
256 3.33102E+17 3.20608E+11
230 1.69221E+13 5.82067E+12
302 6.12749E+14 5.37844E+9
293 7.17479E+17 1.06395E+10
257 3.42402E+15 2.74141E+11
459 4.26643E+18 2.58083E+6
304 8.11174E+18 4.84486E+9
439 6.78817E+13 5.08310E+6
407 2.83514E+17 1.67388E+7
297 1.61371E+15 8.11239E+9
268 1.09377E+16 9.63373E+10
289 4.10563E+16 1.44737E+10
237 1.47135E+15 2.42841E+12
494 3.88091E+13 8.95476E+5
270 4.42389E+13 7.60433E+10
487 4.51325E+15 1.09838E+6
352 1.54537E+15 2.22059E+8
299 3.99618E+18 7.07000E+9
231 9.44252E+18 5.37712E+12
360 3.67291E+13 1.50547E+8
239 4.77293E+17 2.03779E+12
315 1.42615E+15 2.18455E+9
283 1.04957E+16 2.38536E+10
267 2.67550E+14 1.00409E+11
446 2.30460E+18 3.92211E+6
282 9.74003E+15 2.57406E+10
