T(K) Nd(cm-3) Mu(cm2/Vs)
322 1.18252E+16 1.04149E+3
414 1.17875E+16 6.24783E+2
447 1.19287E+13 5.65656E+2
408 2.21467E+16 6.16971E+2
356 1.45475E+17 5.52592E+2
237 2.63830E+15 2.16632E+3
248 5.29961E+15 1.89518E+3
319 6.38665E+14 1.15777E+3
221 3.31418E+13 2.66556E+3
472 2.18311E+13 5.03364E+2
304 1.02401E+14 1.29642E+3
398 6.01191E+13 7.20729E+2
210 1.14558E+15 2.88962E+3
472 5.01350E+16 4.33256E+2
414 6.27888E+17 2.78555E+2
408 1.81192E+13 6.84177E+2
251 8.32892E+18 1.75197E+2
393 6.91541E+13 7.43980E+2
485 1.57053E+18 1.75105E+2
317 1.36005E+13 1.18517E+3
485 3.01448E+14 4.75168E+2
339 4.47614E+15 9.85311E+2
307 1.00288E+13 1.26968E+3
359 1.70065E+13 9.05712E+2
383 1.66055E+14 7.84593E+2
289 3.60036E+17 4.87130E+2
248 1.03212E+16 1.78206E+3
361 1.65681E+18 2.14734E+2
271 3.12016E+14 1.67487E+3
481 2.27456E+14 4.82617E+2
463 1.69399E+14 5.24103E+2
445 2.50754E+17 3.49402E+2
475 1.39789E+18 1.85192E+2
470 8.99036E+13 5.07620E+2
425 8.01339E+16 4.88871E+2
392 2.29177E+17 4.23262E+2
489 1.03884E+17 3.69764E+2
454 8.83739E+13 5.46406E+2
276 3.15117E+16 1.22403E+3
375 3.28663E+13 8.23644E+2
255 2.12154E+18 2.55439E+2
369 1.27249E+13 8.51493E+2
396 3.10679E+17 3.77044E+2
367 3.30311E+14 8.56980E+2
268 8.42861E+18 1.65681E+2
353 5.21568E+15 8.98960E+2
386 1.19011E+13 7.70931E+2
314 3.44360E+17 4.60358E+2
499 2.65147E+17 2.95399E+2
478 6.51530E+16 4.11559E+2
478 5.19722E+17 2.57188E+2
473 2.64169E+18 1.50771E+2
230 1.55961E+16 1.94073E+3
349 1.83192E+16 8.55910E+2
255 3.97157E+17 5.18292E+2
426 5.49659E+14 6.23294E+2
318 1.77817E+13 1.18004E+3
376 5.54635E+13 8.15726E+2
400 8.83679E+18 1.23381E+2
355 4.83131E+13 9.26781E+2
367 1.01473E+14 8.57751E+2
214 3.94529E+14 2.83826E+3
251 1.60451E+14 1.98712E+3
394 7.19821E+14 7.32014E+2
432 7.93240E+14 6.02634E+2
364 3.46478E+16 7.30541E+2
487 1.30776E+16 4.47760E+2
446 8.59343E+15 5.44178E+2
326 7.86271E+18 1.45754E+2
358 1.88244E+13 9.10920E+2
427 4.51365E+15 6.07169E+2
462 1.56968E+17 3.73115E+2
458 7.40234E+16 4.34614E+2
393 8.97777E+14 7.35722E+2
442 6.99313E+13 5.76463E+2
303 8.70065E+18 1.50189E+2
287 7.19941E+18 1.63280E+2
456 3.36239E+13 5.41206E+2
203 2.84682E+13 3.22137E+3
358 5.81333E+17 3.27997E+2
388 1.53728E+15 7.55977E+2
496 9.31397E+18 1.05749E+2
225 3.62628E+18 2.38380E+2
235 5.38587E+13 2.30495E+3
347 3.01948E+17 4.40988E+2
482 2.36916E+16 4.43722E+2
