T(K) Nd(cm-3) Mu(cm2/Vs)
218 4.29193E+18 3.07783E+13
218 5.68987E+18 3.07783E+13
218 7.54312E+18 3.07783E+13
218 1.00000E+19 3.07783E+13
224 1.00000E+13 1.34066E+13
224 1.32571E+13 1.34066E+13
224 1.75751E+13 1.34066E+13
224 2.32995E+13 1.34066E+13
224 3.08884E+13 1.34066E+13
224 4.09492E+13 1.34066E+13
224 5.42868E+13 1.34066E+13
224 7.19686E+13 1.34066E+13
224 9.54095E+13 1.34066E+13
224 1.26486E+14 1.34066E+13
224 1.67683E+14 1.34066E+13
224 2.22300E+14 1.34066E+13
224 2.94705E+14 1.34066E+13
224 3.90694E+14 1.34066E+13
224 5.17947E+14 1.34066E+13
224 6.86649E+14 1.34066E+13
224 9.10298E+14 1.34066E+13
224 1.20679E+15 1.34066E+13
224 1.59986E+15 1.34066E+13
224 2.12095E+15 1.34066E+13
224 2.81177E+15 1.34066E+13
224 3.72759E+15 1.34066E+13
224 4.94171E+15 1.34066E+13
224 6.55129E+15 1.34066E+13
224 8.68511E+15 1.34066E+13
224 1.15140E+16 1.34066E+13
224 1.52642E+16 1.34066E+13
224 2.02359E+16 1.34066E+13
224 2.68270E+16 1.34066E+13
224 3.55648E+16 1.34066E+13
224 4.71487E+16 1.34066E+13
224 6.25055E+16 1.34066E+13
224 8.28643E+16 1.34066E+13
224 1.09854E+17 1.34066E+13
224 1.45635E+17 1.34066E+13
224 1.93070E+17 1.34066E+13
224 2.55955E+17 1.34066E+13
224 3.39322E+17 1.34066E+13
224 4.49843E+17 1.34066E+13
224 5.96362E+17 1.34066E+13
224 7.90604E+17 1.34066E+13
224 1.04811E+18 1.34066E+13
224 1.38950E+18 1.34066E+13
224 1.84207E+18 1.34066E+13
224 2.44205E+18 1.34066E+13
224 3.23746E+18 1.34066E+13
224 4.29193E+18 1.34066E+13
224 5.68987E+18 1.34066E+13
224 7.54312E+18 1.34066E+13
224 1.00000E+19 1.34066E+13
230 1.00000E+13 6.09785E+12
230 1.32571E+13 6.09785E+12
230 1.75751E+13 6.09785E+12
230 2.32995E+13 6.09785E+12
230 3.08884E+13 6.09785E+12
230 4.09492E+13 6.09785E+12
230 5.42868E+13 6.09785E+12
230 7.19686E+13 6.09785E+12
230 9.54095E+13 6.09785E+12
230 1.26486E+14 6.09785E+12
230 1.67683E+14 6.09785E+12
230 2.22300E+14 6.09785E+12
230 2.94705E+14 6.09785E+12
230 3.90694E+14 6.09785E+12
230 5.17947E+14 6.09785E+12
230 6.86649E+14 6.09785E+12
230 9.10298E+14 6.09785E+12
230 1.20679E+15 6.09785E+12
230 1.59986E+15 6.09785E+12
230 2.12095E+15 6.09785E+12
230 2.81177E+15 6.09785E+12
230 3.72759E+15 6.09785E+12
230 4.94171E+15 6.09785E+12
230 6.55129E+15 6.09785E+12
230 8.68511E+15 6.09785E+12
230 1.15140E+16 6.09785E+12
230 1.52642E+16 6.09785E+12
230 2.02359E+16 6.09785E+12
230 2.68270E+16 6.09785E+12
230 3.55648E+16 6.09785E+12
230 4.71487E+16 6.09785E+12
230 6.25055E+16 6.09785E+12
230 8.28643E+16 6.09785E+12
230 1.09854E+17 6.09785E+12
230 1.45635E+17 6.09785E+12
230 1.93070E+17 6.09785E+12
230 2.55955E+17 6.09785E+12
230 3.39322E+17 6.09785E+12
230 4.49843E+17 6.09785E+12
230 5.96362E+17 6.09785E+12
230 7.90604E+17 6.09785E+12
230 1.04811E+18 6.09785E+12
230 1.38950E+18 6.09785E+12
230 1.84207E+18 6.09785E+12
230 2.44205E+18 6.09785E+12
230 3.23746E+18 6.09785E+12
230 4.29193E+18 6.09785E+12
230 5.68987E+18 6.09785E+12
230 7.54312E+18 6.09785E+12
230 1.00000E+19 6.09785E+12
236 1.00000E+13 2.88661E+12
236 1.32571E+13 2.88661E+12
236 1.75751E+13 2.88661E+12
236 2.32995E+13 2.88661E+12
236 3.08884E+13 2.88661E+12
236 4.09492E+13 2.88661E+12
236 5.42868E+13 2.88661E+12
236 7.19686E+13 2.88661E+12
236 9.54095E+13 2.88661E+12
236 1.26486E+14 2.88661E+12
236 1.67683E+14 2.88661E+12
236 2.22300E+14 2.88661E+12
236 2.94705E+14 2.88661E+12
236 3.90694E+14 2.88661E+12
236 5.17947E+14 2.88661E+12
236 6.86649E+14 2.88661E+12
236 9.10298E+14 2.88661E+12
236 1.20679E+15 2.88661E+12
236 1.59986E+15 2.88661E+12
236 2.12095E+15 2.88661E+12
236 2.81177E+15 2.88661E+12
236 3.72759E+15 2.88661E+12
236 4.94171E+15 2.88661E+12
236 6.55129E+15 2.88661E+12
236 8.68511E+15 2.88661E+12
236 1.15140E+16 2.88661E+12
236 1.52642E+16 2.88661E+12
236 2.02359E+16 2.88661E+12
236 2.68270E+16 2.88661E+12
236 3.55648E+16 2.88661E+12
236 4.71487E+16 2.88661E+12
236 6.25055E+16 2.88661E+12
236 8.28643E+16 2.88661E+12
236 1.09854E+17 2.88661E+12
236 1.45635E+17 2.88661E+12
236 1.93070E+17 2.88661E+12
236 2.55955E+17 2.88661E+12
236 3.39322E+17 2.88661E+12
236 4.49843E+17 2.88661E+12
236 5.96362E+17 2.88661E+12
236 7.90604E+17 2.88661E+12
236 1.04811E+18 2.88661E+12
236 1.38950E+18 2.88661E+12
236 1.84207E+18 2.88661E+12
236 2.44205E+18 2.88661E+12
236 3.23746E+18 2.88661E+12
236 4.29193E+18 2.88661E+12
236 5.68987E+18 2.88661E+12
236 7.54312E+18 2.88661E+12
236 1.00000E+19 2.88661E+12
242 1.00000E+13 1.41797E+12
242 1.32571E+13 1.41797E+12
242 1.75751E+13 1.41797E+12
242 2.32995E+13 1.41797E+12
242 3.08884E+13 1.41797E+12
242 4.09492E+13 1.41797E+12
242 5.42868E+13 1.41797E+12
242 7.19686E+13 1.41797E+12
242 9.54095E+13 1.41797E+12
242 1.26486E+14 1.41797E+12
242 1.67683E+14 1.41797E+12
242 2.22300E+14 1.41797E+12
242 2.94705E+14 1.41797E+12
242 3.90694E+14 1.41797E+12
242 5.17947E+14 1.41797E+12
242 6.86649E+14 1.41797E+12
242 9.10298E+14 1.41797E+12
242 1.20679E+15 1.41797E+12
242 1.59986E+15 1.41797E+12
242 2.12095E+15 1.41797E+12
242 2.81177E+15 1.41797E+12
242 3.72759E+15 1.41797E+12
242 4.94171E+15 1.41797E+12
242 6.55129E+15 1.41797E+12
242 8.68511E+15 1.41797E+12
242 1.15140E+16 1.41797E+12
242 1.52642E+16 1.41797E+12
242 2.02359E+16 1.41797E+12
242 2.68270E+16 1.41797E+12
242 3.55648E+16 1.41797E+12
242 4.71487E+16 1.41797E+12
242 6.25055E+16 1.41797E+12
242 8.28643E+16 1.41797E+12
242 1.09854E+17 1.41797E+12
242 1.45635E+17 1.41797E+12
242 1.93070E+17 1.41797E+12
242 2.55955E+17 1.41797E+12
242 3.39322E+17 1.41797E+12
242 4.49843E+17 1.41797E+12
242 5.96362E+17 1.41797E+12
242 7.90604E+17 1.41797E+12
242 1.04811E+18 1.41797E+12
242 1.38950E+18 1.41797E+12
242 1.84207E+18 1.41797E+12
242 2.44205E+18 1.41797E+12
242 3.23746E+18 1.41797E+12
242 4.29193E+18 1.41797E+12
242 5.68987E+18 1.41797E+12
242 7.54312E+18 1.41797E+12
242 1.00000E+19 1.41797E+12
248 1.00000E+13 7.20857E+11
248 1.32571E+13 7.20857E+11
248 1.75751E+13 7.20857E+11
248 2.32995E+13 7.20857E+11
248 3.08884E+13 7.20857E+11
248 4.09492E+13 7.20857E+11
248 5.42868E+13 7.20857E+11
248 7.19686E+13 7.20857E+11
248 9.54095E+13 7.20857E+11
248 1.26486E+14 7.20857E+11
248 1.67683E+14 7.20857E+11
248 2.22300E+14 7.20857E+11
248 2.94705E+14 7.20857E+11
248 3.90694E+14 7.20857E+11
248 5.17947E+14 7.20857E+11
248 6.86649E+14 7.20857E+11
248 9.10298E+14 7.20857E+11
248 1.20679E+15 7.20857E+11
248 1.59986E+15 7.20857E+11
248 2.12095E+15 7.20857E+11
248 2.81177E+15 7.20857E+11
248 3.72759E+15 7.20857E+11
248 4.94171E+15 7.20857E+11
248 6.55129E+15 7.20857E+11
248 8.68511E+15 7.20857E+11
248 1.15140E+16 7.20857E+11
248 1.52642E+16 7.20857E+11
248 2.02359E+16 7.20857E+11
248 2.68270E+16 7.20857E+11
248 3.55648E+16 7.20857E+11
248 4.71487E+16 7.20857E+11
248 6.25055E+16 7.20857E+11
248 8.28643E+16 7.20857E+11
248 1.09854E+17 7.20857E+11
248 1.45635E+17 7.20857E+11
248 1.93070E+17 7.20857E+11
248 2.55955E+17 7.20857E+11
248 3.39322E+17 7.20857E+11
248 4.49843E+17 7.20857E+11
248 5.96362E+17 7.20857E+11
248 7.90604E+17 7.20857E+11
248 1.04811E+18 7.20857E+11
248 1.38950E+18 7.20857E+11
248 1.84207E+18 7.20857E+11
248 2.44205E+18 7.20857E+11
248 3.23746E+18 7.20857E+11
248 4.29193E+18 7.20857E+11
248 5.68987E+18 7.20857E+11
248 7.54312E+18 7.20857E+11
248 1.00000E+19 7.20857E+11
254 1.00000E+13 3.78341E+11
254 1.32571E+13 3.78341E+11
254 1.75751E+13 3.78341E+11
254 2.32995E+13 3.78341E+11
254 3.08884E+13 3.78341E+11
254 4.09492E+13 3.78341E+11
254 5.42868E+13 3.78341E+11
254 7.19686E+13 3.78341E+11
254 9.54095E+13 3.78341E+11
254 1.26486E+14 3.78341E+11
254 1.67683E+14 3.78341E+11
254 2.22300E+14 3.78341E+11
254 2.94705E+14 3.78341E+11
254 3.90694E+14 3.78341E+11
254 5.17947E+14 3.78341E+11
254 6.86649E+14 3.78341E+11
254 9.10298E+14 3.78341E+11
254 1.20679E+15 3.78341E+11
254 1.59986E+15 3.78341E+11
254 2.12095E+15 3.78341E+11
254 2.81177E+15 3.78341E+11
254 3.72759E+15 3.78341E+11
254 4.94171E+15 3.78341E+11
254 6.55129E+15 3.78341E+11
254 8.68511E+15 3.78341E+11
254 1.15140E+16 3.78341E+11
254 1.52642E+16 3.78341E+11
254 2.02359E+16 3.78341E+11
254 2.68270E+16 3.78341E+11
254 3.55648E+16 3.78341E+11
254 4.71487E+16 3.78341E+11
254 6.25055E+16 3.78341E+11
254 8.28643E+16 3.78341E+11
254 1.09854E+17 3.78341E+11
254 1.45635E+17 3.78341E+11
254 1.93070E+17 3.78341E+11
254 2.55955E+17 3.78341E+11
254 3.39322E+17 3.78341E+11
254 4.49843E+17 3.78341E+11
254 5.96362E+17 3.78341E+11
254 7.90604E+17 3.78341E+11
254 1.04811E+18 3.78341E+11
254 1.38950E+18 3.78341E+11
254 1.84207E+18 3.78341E+11
254 2.44205E+18 3.78341E+11
254 3.23746E+18 3.78341E+11
254 4.29193E+18 3.78341E+11
254 5.68987E+18 3.78341E+11
254 7.54312E+18 3.78341E+11
254 1.00000E+19 3.78341E+11
260 1.00000E+13 2.04556E+11
260 1.32571E+13 2.04556E+11
260 1.75751E+13 2.04556E+11
260 2.32995E+13 2.04556E+11
260 3.08884E+13 2.04556E+11
260 4.09492E+13 2.04556E+11
260 5.42868E+13 2.04556E+11
260 7.19686E+13 2.04556E+11
260 9.54095E+13 2.04556E+11
260 1.26486E+14 2.04556E+11
260 1.67683E+14 2.04556E+11
260 2.22300E+14 2.04556E+11
260 2.94705E+14 2.04556E+11
260 3.90694E+14 2.04556E+11
260 5.17947E+14 2.04556E+11
260 6.86649E+14 2.04556E+11
260 9.10298E+14 2.04556E+11
260 1.20679E+15 2.04556E+11
260 1.59986E+15 2.04556E+11
260 2.12095E+15 2.04556E+11
260 2.81177E+15 2.04556E+11
260 3.72759E+15 2.04556E+11
260 4.94171E+15 2.04556E+11
260 6.55129E+15 2.04556E+11
260 8.68511E+15 2.04556E+11
260 1.15140E+16 2.04556E+11
260 1.52642E+16 2.04556E+11
260 2.02359E+16 2.04556E+11
260 2.68270E+16 2.04556E+11
260 3.55648E+16 2.04556E+11
260 4.71487E+16 2.04556E+11
260 6.25055E+16 2.04556E+11
260 8.28643E+16 2.04556E+11
260 1.09854E+17 2.04556E+11
260 1.45635E+17 2.04556E+11
260 1.93070E+17 2.04556E+11
260 2.55955E+17 2.04556E+11
260 3.39322E+17 2.04556E+11
260 4.49843E+17 2.04556E+11
260 5.96362E+17 2.04556E+11
260 7.90604E+17 2.04556E+11
260 1.04811E+18 2.04556E+11
260 1.38950E+18 2.04556E+11
260 1.84207E+18 2.04556E+11
260 2.44205E+18 2.04556E+11
260 3.23746E+18 2.04556E+11
260 4.29193E+18 2.04556E+11
260 5.68987E+18 2.04556E+11
260 7.54312E+18 2.04556E+11
260 1.00000E+19 2.04556E+11
266 1.00000E+13 1.13701E+11
266 1.32571E+13 1.13701E+11
266 1.75751E+13 1.13701E+11
266 2.32995E+13 1.13701E+11
266 3.08884E+13 1.13701E+11
266 4.09492E+13 1.13701E+11
266 5.42868E+13 1.13701E+11
266 7.19686E+13 1.13701E+11
266 9.54095E+13 1.13701E+11
266 1.26486E+14 1.13701E+11
266 1.67683E+14 1.13701E+11
266 2.22300E+14 1.13701E+11
266 2.94705E+14 1.13701E+11
266 3.90694E+14 1.13701E+11
266 5.17947E+14 1.13701E+11
266 6.86649E+14 1.13701E+11
266 9.10298E+14 1.13701E+11
266 1.20679E+15 1.13701E+11
266 1.59986E+15 1.13701E+11
266 2.12095E+15 1.13701E+11
266 2.81177E+15 1.13701E+11
266 3.72759E+15 1.13701E+11
266 4.94171E+15 1.13701E+11
266 6.55129E+15 1.13701E+11
266 8.68511E+15 1.13701E+11
266 1.15140E+16 1.13701E+11
266 1.52642E+16 1.13701E+11
266 2.02359E+16 1.13701E+11
266 2.68270E+16 1.13701E+11
266 3.55648E+16 1.13701E+11
266 4.71487E+16 1.13701E+11
266 6.25055E+16 1.13701E+11
266 8.28643E+16 1.13701E+11
266 1.09854E+17 1.13701E+11
266 1.45635E+17 1.13701E+11
266 1.93070E+17 1.13701E+11
266 2.55955E+17 1.13701E+11
266 3.39322E+17 1.13701E+11
266 4.49843E+17 1.13701E+11
266 5.96362E+17 1.13701E+11
266 7.90604E+17 1.13701E+11
266 1.04811E+18 1.13701E+11
266 1.38950E+18 1.13701E+11
266 1.84207E+18 1.13701E+11
266 2.44205E+18 1.13701E+11
266 3.23746E+18 1.13701E+11
266 4.29193E+18 1.13701E+11
266 5.68987E+18 1.13701E+11
266 7.54312E+18 1.13701E+11
266 1.00000E+19 1.13701E+11
272 1.00000E+13 6.48564E+10
272 1.32571E+13 6.48564E+10
272 1.75751E+13 6.48564E+10
272 2.32995E+13 6.48564E+10
272 3.08884E+13 6.48564E+10
272 4.09492E+13 6.48564E+10
272 5.42868E+13 6.48564E+10
272 7.19686E+13 6.48564E+10
272 9.54095E+13 6.48564E+10
272 1.26486E+14 6.48564E+10
272 1.67683E+14 6.48564E+10
272 2.22300E+14 6.48564E+10
272 2.94705E+14 6.48564E+10
272 3.90694E+14 6.48564E+10
272 5.17947E+14 6.48564E+10
272 6.86649E+14 6.48564E+10
272 9.10298E+14 6.48564E+10
272 1.20679E+15 6.48564E+10
272 1.59986E+15 6.48564E+10
272 2.12095E+15 6.48564E+10
272 2.81177E+15 6.48564E+10
272 3.72759E+15 6.48564E+10
272 4.94171E+15 6.48564E+10
272 6.55129E+15 6.48564E+10
272 8.68511E+15 6.48564E+10
272 1.15140E+16 6.48564E+10
272 1.52642E+16 6.48564E+10
272 2.02359E+16 6.48564E+10
272 2.68270E+16 6.48564E+10
272 3.55648E+16 6.48564E+10
272 4.71487E+16 6.48564E+10
272 6.25055E+16 6.48564E+10
272 8.28643E+16 6.48564E+10
272 1.09854E+17 6.48564E+10
272 1.45635E+17 6.48564E+10
272 1.93070E+17 6.48564E+10
272 2.55955E+17 6.48564E+10
272 3.39322E+17 6.48564E+10
272 4.49843E+17 6.48564E+10
272 5.96362E+17 6.48564E+10
272 7.90604E+17 6.48564E+10
272 1.04811E+18 6.48564E+10
272 1.38950E+18 6.48564E+10
272 1.84207E+18 6.48564E+10
272 2.44205E+18 6.48564E+10
272 3.23746E+18 6.48564E+10
272 4.29193E+18 6.48564E+10
272 5.68987E+18 6.48564E+10
272 7.54312E+18 6.48564E+10
272 1.00000E+19 6.48564E+10
278 1.00000E+13 3.79006E+10
278 1.32571E+13 3.79006E+10
278 1.75751E+13 3.79006E+10
278 2.32995E+13 3.79006E+10
278 3.08884E+13 3.79006E+10
278 4.09492E+13 3.79006E+10
278 5.42868E+13 3.79006E+10
278 7.19686E+13 3.79006E+10
278 9.54095E+13 3.79006E+10
278 1.26486E+14 3.79006E+10
278 1.67683E+14 3.79006E+10
278 2.22300E+14 3.79006E+10
278 2.94705E+14 3.79006E+10
278 3.90694E+14 3.79006E+10
278 5.17947E+14 3.79006E+10
278 6.86649E+14 3.79006E+10
278 9.10298E+14 3.79006E+10
278 1.20679E+15 3.79006E+10
278 1.59986E+15 3.79006E+10
278 2.12095E+15 3.79006E+10
278 2.81177E+15 3.79006E+10
278 3.72759E+15 3.79006E+10
278 4.94171E+15 3.79006E+10
278 6.55129E+15 3.79006E+10
278 8.68511E+15 3.79006E+10
278 1.15140E+16 3.79006E+10
278 1.52642E+16 3.79006E+10
278 2.02359E+16 3.79006E+10
278 2.68270E+16 3.79006E+10
278 3.55648E+16 3.79006E+10
278 4.71487E+16 3.79006E+10
278 6.25055E+16 3.79006E+10
278 8.28643E+16 3.79006E+10
278 1.09854E+17 3.79006E+10
278 1.45635E+17 3.79006E+10
278 1.93070E+17 3.79006E+10
278 2.55955E+17 3.79006E+10
278 3.39322E+17 3.79006E+10
278 4.49843E+17 3.79006E+10
278 5.96362E+17 3.79006E+10
278 7.90604E+17 3.79006E+10
278 1.04811E+18 3.79006E+10
278 1.38950E+18 3.79006E+10
278 1.84207E+18 3.79006E+10
278 2.44205E+18 3.79006E+10
278 3.23746E+18 3.79006E+10
278 4.29193E+18 3.79006E+10
278 5.68987E+18 3.79006E+10
278 7.54312E+18 3.79006E+10
278 1.00000E+19 3.79006E+10
284 1.00000E+13 2.26560E+10
284 1.32571E+13 2.26560E+10
284 1.75751E+13 2.26560E+10
284 2.32995E+13 2.26560E+10
284 3.08884E+13 2.26560E+10
284 4.09492E+13 2.26560E+10
284 5.42868E+13 2.26560E+10
284 7.19686E+13 2.26560E+10
284 9.54095E+13 2.26560E+10
284 1.26486E+14 2.26560E+10
284 1.67683E+14 2.26560E+10
284 2.22300E+14 2.26560E+10
284 2.94705E+14 2.26560E+10
284 3.90694E+14 2.26560E+10
284 5.17947E+14 2.26560E+10
284 6.86649E+14 2.26560E+10
284 9.10298E+14 2.26560E+10
284 1.20679E+15 2.26560E+10
284 1.59986E+15 2.26560E+10
284 2.12095E+15 2.26560E+10
284 2.81177E+15 2.26560E+10
284 3.72759E+15 2.26560E+10
284 4.94171E+15 2.26560E+10
284 6.55129E+15 2.26560E+10
284 8.68511E+15 2.26560E+10
284 1.15140E+16 2.26560E+10
284 1.52642E+16 2.26560E+10
284 2.02359E+16 2.26560E+10
284 2.68270E+16 2.26560E+10
284 3.55648E+16 2.26560E+10
284 4.71487E+16 2.26560E+10
284 6.25055E+16 2.26560E+10
284 8.28643E+16 2.26560E+10
284 1.09854E+17 2.26560E+10
284 1.45635E+17 2.26560E+10
284 1.93070E+17 2.26560E+10
284 2.55955E+17 2.26560E+10
284 3.39322E+17 2.26560E+10
284 4.49843E+17 2.26560E+10
284 5.96362E+17 2.26560E+10
284 7.90604E+17 2.26560E+10
284 1.04811E+18 2.26560E+10
284 1.38950E+18 2.26560E+10
284 1.84207E+18 2.26560E+10
284 2.44205E+18 2.26560E+10
284 3.23746E+18 2.26560E+10
284 4.29193E+18 2.26560E+10
284 5.68987E+18 2.26560E+10
284 7.54312E+18 2.26560E+10
284 1.00000E+19 2.26560E+10
290 1.00000E+13 1.38343E+10
290 1.32571E+13 1.38343E+10
290 1.75751E+13 1.38343E+10
290 2.32995E+13 1.38343E+10
290 3.08884E+13 1.38343E+10
290 4.09492E+13 1.38343E+10
290 5.42868E+13 1.38343E+10
290 7.19686E+13 1.38343E+10
290 9.54095E+13 1.38343E+10
290 1.26486E+14 1.38343E+10
290 1.67683E+14 1.38343E+10
290 2.22300E+14 1.38343E+10
290 2.94705E+14 1.38343E+10
290 3.90694E+14 1.38343E+10
290 5.17947E+14 1.38343E+10
290 6.86649E+14 1.38343E+10
290 9.10298E+14 1.38343E+10
290 1.20679E+15 1.38343E+10
290 1.59986E+15 1.38343E+10
290 2.12095E+15 1.38343E+10
290 2.81177E+15 1.38343E+10
290 3.72759E+15 1.38343E+10
290 4.94171E+15 1.38343E+10
290 6.55129E+15 1.38343E+10
