X Y Yfit
2.900E+2 1.141E+0 5.550E+2 5.550E+2 5.550E+2
2.950E+2 1.135E+0 5.550E+2 5.550E+2 5.550E+2
3.000E+2 1.117E+0 5.550E+2 5.550E+2 5.550E+2
3.050E+2 1.095E+0 5.550E+2 5.550E+2 5.550E+2
3.100E+2 1.072E+0 5.550E+2 5.550E+2 5.550E+2
3.150E+2 1.033E+0 5.550E+2 5.550E+2 5.550E+2
3.200E+2 1.007E+0 5.550E+2 5.550E+2 5.550E+2
3.250E+2 1.007E+0 5.550E+2 5.550E+2 5.550E+2
3.300E+2 1.008E+0 5.550E+2 5.550E+2 5.550E+2
3.350E+2 1.010E+0 5.550E+2 5.550E+2 5.550E+2
3.400E+2 1.017E+0 5.550E+2 5.550E+2 5.550E+2
